domain,week,visits,year
60plus.smokefree.gov,1,113,2020
60plus.smokefree.gov,3,103,2020
60plus.smokefree.gov,6,115,2020
60plus.smokefree.gov,7,105,2020
60plus.smokefree.gov,18,103,2020
60plus.smokefree.gov,28,114,2020
60plus.smokefree.gov,29,123,2020
60plus.smokefree.gov,34,246,2020
60plus.smokefree.gov,35,328,2020
60plus.smokefree.gov,36,363,2020
60plus.smokefree.gov,37,101,2020
60plus.smokefree.gov,38,370,2020
60plus.smokefree.gov,39,588,2020
60plus.smokefree.gov,40,480,2020
60plus.smokefree.gov,41,356,2020
60plus.smokefree.gov,42,220,2020
60plus.smokefree.gov,43,432,2020
60plus.smokefree.gov,44,457,2020
60plus.smokefree.gov,45,640,2020
60plus.smokefree.gov,46,658,2020
60plus.smokefree.gov,47,363,2020
60plus.smokefree.gov,48,602,2020
60plus.smokefree.gov,49,426,2020
60plus.smokefree.gov,52,126,2020
aasis.omha.hhs.gov,1,692,2020
aasis.omha.hhs.gov,2,993,2020
aasis.omha.hhs.gov,3,1081,2020
aasis.omha.hhs.gov,4,997,2020
aasis.omha.hhs.gov,5,958,2020
aasis.omha.hhs.gov,6,1091,2020
aasis.omha.hhs.gov,7,1059,2020
aasis.omha.hhs.gov,8,1078,2020
aasis.omha.hhs.gov,9,1062,2020
aasis.omha.hhs.gov,10,1057,2020
aasis.omha.hhs.gov,11,1068,2020
aasis.omha.hhs.gov,12,928,2020
aasis.omha.hhs.gov,13,939,2020
aasis.omha.hhs.gov,14,936,2020
aasis.omha.hhs.gov,15,1087,2020
aasis.omha.hhs.gov,16,1022,2020
aasis.omha.hhs.gov,17,1025,2020
aasis.omha.hhs.gov,18,946,2020
aasis.omha.hhs.gov,19,947,2020
aasis.omha.hhs.gov,20,1095,2020
aasis.omha.hhs.gov,21,946,2020
aasis.omha.hhs.gov,22,806,2020
aasis.omha.hhs.gov,23,959,2020
aasis.omha.hhs.gov,24,968,2020
aasis.omha.hhs.gov,25,1037,2020
aasis.omha.hhs.gov,26,1024,2020
aasis.omha.hhs.gov,27,782,2020
aasis.omha.hhs.gov,28,1031,2020
aasis.omha.hhs.gov,29,1055,2020
aasis.omha.hhs.gov,30,1070,2020
aasis.omha.hhs.gov,31,1078,2020
aasis.omha.hhs.gov,32,1127,2020
aasis.omha.hhs.gov,33,1104,2020
aasis.omha.hhs.gov,34,1111,2020
aasis.omha.hhs.gov,35,1089,2020
aasis.omha.hhs.gov,36,1115,2020
aasis.omha.hhs.gov,37,957,2020
aasis.omha.hhs.gov,38,1252,2020
aasis.omha.hhs.gov,39,1097,2020
aasis.omha.hhs.gov,40,1110,2020
aasis.omha.hhs.gov,41,1012,2020
aasis.omha.hhs.gov,42,986,2020
aasis.omha.hhs.gov,43,966,2020
aasis.omha.hhs.gov,44,991,2020
aasis.omha.hhs.gov,45,1032,2020
aasis.omha.hhs.gov,46,1011,2020
aasis.omha.hhs.gov,47,1131,2020
aasis.omha.hhs.gov,48,509,2020
aasis.omha.hhs.gov,49,1047,2020
aasis.omha.hhs.gov,50,1061,2020
aasis.omha.hhs.gov,51,1072,2020
aasis.omha.hhs.gov,52,582,2020
aasis.omha.hhs.gov,53,700,2020
access.fda.gov,35,1042,2020
access.fda.gov,36,9935,2020
access.fda.gov,37,8824,2020
access.fda.gov,38,9716,2020
access.fda.gov,39,9366,2020
access.fda.gov,40,20079,2020
access.fda.gov,41,20392,2020
access.fda.gov,42,16355,2020
access.fda.gov,43,15806,2020
access.fda.gov,44,14630,2020
access.fda.gov,45,13820,2020
access.fda.gov,46,13536,2020
access.fda.gov,47,13632,2020
access.fda.gov,48,11443,2020
access.fda.gov,49,22197,2020
access.fda.gov,50,26536,2020
access.fda.gov,51,28622,2020
access.fda.gov,52,23135,2020
access.fda.gov,53,23394,2020
accessdata.fda.gov,1,224474,2020
accessdata.fda.gov,2,348946,2020
accessdata.fda.gov,3,364078,2020
accessdata.fda.gov,4,343923,2020
accessdata.fda.gov,5,362008,2020
accessdata.fda.gov,6,392155,2020
accessdata.fda.gov,7,404617,2020
accessdata.fda.gov,8,394839,2020
accessdata.fda.gov,9,442378,2020
accessdata.fda.gov,10,435720,2020
accessdata.fda.gov,11,424275,2020
accessdata.fda.gov,12,466500,2020
accessdata.fda.gov,13,592010,2020
accessdata.fda.gov,14,687702,2020
accessdata.fda.gov,15,642142,2020
accessdata.fda.gov,16,632383,2020
accessdata.fda.gov,17,646828,2020
accessdata.fda.gov,18,579957,2020
accessdata.fda.gov,19,554508,2020
accessdata.fda.gov,20,554881,2020
accessdata.fda.gov,21,512084,2020
accessdata.fda.gov,22,452974,2020
accessdata.fda.gov,23,461174,2020
accessdata.fda.gov,24,447207,2020
accessdata.fda.gov,25,470108,2020
accessdata.fda.gov,26,443646,2020
accessdata.fda.gov,27,401473,2020
accessdata.fda.gov,28,434700,2020
accessdata.fda.gov,29,434191,2020
accessdata.fda.gov,30,433442,2020
accessdata.fda.gov,31,445494,2020
accessdata.fda.gov,32,455919,2020
accessdata.fda.gov,33,419023,2020
accessdata.fda.gov,34,412716,2020
accessdata.fda.gov,35,430499,2020
accessdata.fda.gov,36,415119,2020
accessdata.fda.gov,37,406423,2020
accessdata.fda.gov,38,452115,2020
accessdata.fda.gov,39,450595,2020
accessdata.fda.gov,40,416509,2020
accessdata.fda.gov,41,455641,2020
accessdata.fda.gov,42,423727,2020
accessdata.fda.gov,43,440946,2020
accessdata.fda.gov,44,431682,2020
accessdata.fda.gov,45,420927,2020
accessdata.fda.gov,46,429176,2020
accessdata.fda.gov,47,441819,2020
accessdata.fda.gov,48,363444,2020
accessdata.fda.gov,49,448720,2020
accessdata.fda.gov,50,463684,2020
accessdata.fda.gov,51,416517,2020
accessdata.fda.gov,52,309514,2020
accessdata.fda.gov,53,268588,2020
accessgudid.nlm.nih.gov,1,22639,2020
accessgudid.nlm.nih.gov,2,33865,2020
accessgudid.nlm.nih.gov,3,33332,2020
accessgudid.nlm.nih.gov,4,33646,2020
accessgudid.nlm.nih.gov,5,35946,2020
accessgudid.nlm.nih.gov,6,35819,2020
accessgudid.nlm.nih.gov,7,36025,2020
accessgudid.nlm.nih.gov,8,35617,2020
accessgudid.nlm.nih.gov,9,37760,2020
accessgudid.nlm.nih.gov,10,36660,2020
accessgudid.nlm.nih.gov,11,34909,2020
accessgudid.nlm.nih.gov,12,33961,2020
accessgudid.nlm.nih.gov,13,31606,2020
accessgudid.nlm.nih.gov,14,32448,2020
accessgudid.nlm.nih.gov,15,28186,2020
accessgudid.nlm.nih.gov,16,30447,2020
accessgudid.nlm.nih.gov,17,32368,2020
accessgudid.nlm.nih.gov,18,29172,2020
accessgudid.nlm.nih.gov,19,28994,2020
accessgudid.nlm.nih.gov,20,29416,2020
accessgudid.nlm.nih.gov,21,28410,2020
accessgudid.nlm.nih.gov,22,25879,2020
accessgudid.nlm.nih.gov,23,29286,2020
accessgudid.nlm.nih.gov,24,31138,2020
accessgudid.nlm.nih.gov,25,31383,2020
accessgudid.nlm.nih.gov,26,30717,2020
accessgudid.nlm.nih.gov,27,27351,2020
accessgudid.nlm.nih.gov,28,31402,2020
accessgudid.nlm.nih.gov,29,32563,2020
accessgudid.nlm.nih.gov,30,32148,2020
accessgudid.nlm.nih.gov,31,32248,2020
accessgudid.nlm.nih.gov,32,30923,2020
accessgudid.nlm.nih.gov,33,32064,2020
accessgudid.nlm.nih.gov,34,32225,2020
accessgudid.nlm.nih.gov,35,32402,2020
accessgudid.nlm.nih.gov,36,32380,2020
accessgudid.nlm.nih.gov,37,29677,2020
accessgudid.nlm.nih.gov,38,34585,2020
accessgudid.nlm.nih.gov,39,34050,2020
accessgudid.nlm.nih.gov,40,32557,2020
accessgudid.nlm.nih.gov,41,33900,2020
accessgudid.nlm.nih.gov,42,33402,2020
accessgudid.nlm.nih.gov,43,35452,2020
accessgudid.nlm.nih.gov,44,34421,2020
accessgudid.nlm.nih.gov,45,33151,2020
accessgudid.nlm.nih.gov,46,33197,2020
accessgudid.nlm.nih.gov,47,35057,2020
accessgudid.nlm.nih.gov,48,25149,2020
accessgudid.nlm.nih.gov,49,33438,2020
accessgudid.nlm.nih.gov,50,32827,2020
accessgudid.nlm.nih.gov,51,30249,2020
accessgudid.nlm.nih.gov,52,20065,2020
accessgudid.nlm.nih.gov,53,18978,2020
account.mymedicare.gov,1,31339,2020
account.mymedicare.gov,2,41909,2020
account.mymedicare.gov,3,40482,2020
account.mymedicare.gov,4,35124,2020
account.mymedicare.gov,5,30655,2020
account.mymedicare.gov,6,28249,2020
account.mymedicare.gov,7,27500,2020
account.mymedicare.gov,8,29400,2020
account.mymedicare.gov,9,35150,2020
account.mymedicare.gov,10,28269,2020
account.mymedicare.gov,11,26200,2020
account.mymedicare.gov,12,21111,2020
account.mymedicare.gov,13,21587,2020
account.mymedicare.gov,14,21445,2020
account.mymedicare.gov,15,18756,2020
account.mymedicare.gov,16,22495,2020
account.mymedicare.gov,17,21489,2020
account.mymedicare.gov,18,21507,2020
account.mymedicare.gov,19,21366,2020
account.mymedicare.gov,20,21225,2020
account.mymedicare.gov,21,21000,2020
account.mymedicare.gov,22,18863,2020
account.mymedicare.gov,23,19498,2020
account.mymedicare.gov,24,20842,2020
account.mymedicare.gov,25,21141,2020
account.mymedicare.gov,26,22256,2020
account.mymedicare.gov,27,20139,2020
account.mymedicare.gov,28,22010,2020
account.mymedicare.gov,29,211646,2020
account.mymedicare.gov,30,375849,2020
account.mymedicare.gov,31,340776,2020
account.mymedicare.gov,32,562267,2020
account.mymedicare.gov,33,451532,2020
account.mymedicare.gov,34,380759,2020
account.mymedicare.gov,35,346794,2020
account.mymedicare.gov,36,380746,2020
account.mymedicare.gov,37,539951,2020
account.mymedicare.gov,38,416161,2020
account.mymedicare.gov,39,431880,2020
account.mymedicare.gov,40,571843,2020
account.mymedicare.gov,41,793200,2020
account.mymedicare.gov,42,859660,2020
account.mymedicare.gov,43,951302,2020
account.mymedicare.gov,44,852991,2020
account.mymedicare.gov,45,862225,2020
account.mymedicare.gov,46,934294,2020
account.mymedicare.gov,47,951239,2020
account.mymedicare.gov,48,734195,2020
account.mymedicare.gov,49,1405639,2020
account.mymedicare.gov,50,929867,2020
account.mymedicare.gov,51,471892,2020
account.mymedicare.gov,52,319646,2020
account.mymedicare.gov,53,382717,2020
account.ncbi.nlm.nih.gov,53,114,2020
acd.od.nih.gov,2,205,2020
acd.od.nih.gov,6,112,2020
acd.od.nih.gov,24,1467,2020
acd.od.nih.gov,25,288,2020
acd.od.nih.gov,44,133,2020
acd.od.nih.gov,49,559,2020
acd.od.nih.gov,50,1594,2020
acd.od.nih.gov,51,102,2020
acf.hhs.gov,1,82673,2020
acf.hhs.gov,2,120842,2020
acf.hhs.gov,3,123452,2020
acf.hhs.gov,4,121346,2020
acf.hhs.gov,5,131713,2020
acf.hhs.gov,6,137002,2020
acf.hhs.gov,7,128667,2020
acf.hhs.gov,8,131658,2020
acf.hhs.gov,9,140736,2020
acf.hhs.gov,10,132674,2020
acf.hhs.gov,11,124683,2020
acf.hhs.gov,12,137972,2020
acf.hhs.gov,13,177238,2020
acf.hhs.gov,14,199645,2020
acf.hhs.gov,15,183902,2020
acf.hhs.gov,16,209835,2020
acf.hhs.gov,17,181964,2020
acf.hhs.gov,18,170819,2020
acf.hhs.gov,19,150428,2020
acf.hhs.gov,20,145695,2020
acf.hhs.gov,21,131991,2020
acf.hhs.gov,22,113472,2020
acf.hhs.gov,23,120185,2020
acf.hhs.gov,24,129294,2020
acf.hhs.gov,25,119830,2020
acf.hhs.gov,26,148527,2020
acf.hhs.gov,27,109727,2020
acf.hhs.gov,28,105587,2020
acf.hhs.gov,29,117372,2020
acf.hhs.gov,30,123716,2020
acf.hhs.gov,31,127665,2020
acf.hhs.gov,32,108885,2020
acf.hhs.gov,33,131923,2020
acf.hhs.gov,34,119232,2020
acf.hhs.gov,35,123660,2020
acf.hhs.gov,36,123457,2020
acf.hhs.gov,37,117661,2020
acf.hhs.gov,38,125994,2020
acf.hhs.gov,39,128446,2020
acf.hhs.gov,40,131900,2020
acf.hhs.gov,41,129954,2020
acf.hhs.gov,42,129308,2020
acf.hhs.gov,43,135973,2020
acf.hhs.gov,44,138217,2020
acf.hhs.gov,45,131605,2020
acf.hhs.gov,46,134979,2020
acf.hhs.gov,47,137788,2020
acf.hhs.gov,48,100873,2020
acf.hhs.gov,49,165381,2020
acf.hhs.gov,50,131780,2020
acf.hhs.gov,51,114047,2020
acf.hhs.gov,52,72950,2020
acf.hhs.gov,53,63819,2020
acl.gov,34,3699,2020
acl.gov,35,25400,2020
acl.gov,36,30193,2020
acl.gov,37,26752,2020
acl.gov,38,27895,2020
acl.gov,39,29694,2020
acl.gov,40,25261,2020
acl.gov,41,29748,2020
acl.gov,42,26217,2020
acl.gov,43,28395,2020
acl.gov,44,31611,2020
acl.gov,45,25946,2020
acl.gov,46,27560,2020
acl.gov,47,34008,2020
acl.gov,48,18996,2020
acl.gov,49,28889,2020
acl.gov,50,25941,2020
acl.gov,51,25455,2020
acl.gov,52,19828,2020
acl.gov,53,18654,2020
addiction.surgeongeneral.gov,1,353,2020
addiction.surgeongeneral.gov,2,1061,2020
addiction.surgeongeneral.gov,3,972,2020
addiction.surgeongeneral.gov,4,1027,2020
addiction.surgeongeneral.gov,5,1198,2020
addiction.surgeongeneral.gov,6,1498,2020
addiction.surgeongeneral.gov,7,1453,2020
addiction.surgeongeneral.gov,8,1487,2020
addiction.surgeongeneral.gov,9,1601,2020
addiction.surgeongeneral.gov,10,1441,2020
addiction.surgeongeneral.gov,11,1420,2020
addiction.surgeongeneral.gov,12,1098,2020
addiction.surgeongeneral.gov,13,1238,2020
addiction.surgeongeneral.gov,14,1278,2020
addiction.surgeongeneral.gov,15,3197,2020
addiction.surgeongeneral.gov,16,1392,2020
addiction.surgeongeneral.gov,17,1286,2020
addiction.surgeongeneral.gov,18,1387,2020
addiction.surgeongeneral.gov,19,1014,2020
addiction.surgeongeneral.gov,20,896,2020
addiction.surgeongeneral.gov,21,655,2020
addiction.surgeongeneral.gov,22,497,2020
addiction.surgeongeneral.gov,23,641,2020
addiction.surgeongeneral.gov,24,746,2020
addiction.surgeongeneral.gov,25,707,2020
addiction.surgeongeneral.gov,26,934,2020
addiction.surgeongeneral.gov,27,715,2020
addiction.surgeongeneral.gov,28,811,2020
addiction.surgeongeneral.gov,29,869,2020
addiction.surgeongeneral.gov,30,861,2020
addiction.surgeongeneral.gov,31,857,2020
addiction.surgeongeneral.gov,32,784,2020
addiction.surgeongeneral.gov,33,820,2020
addiction.surgeongeneral.gov,34,1117,2020
addiction.surgeongeneral.gov,35,1146,2020
addiction.surgeongeneral.gov,36,1058,2020
addiction.surgeongeneral.gov,37,1379,2020
addiction.surgeongeneral.gov,38,1627,2020
addiction.surgeongeneral.gov,39,1644,2020
addiction.surgeongeneral.gov,40,1696,2020
addiction.surgeongeneral.gov,41,1713,2020
addiction.surgeongeneral.gov,42,1732,2020
addiction.surgeongeneral.gov,43,1850,2020
addiction.surgeongeneral.gov,44,1817,2020
addiction.surgeongeneral.gov,45,1809,2020
addiction.surgeongeneral.gov,46,2002,2020
addiction.surgeongeneral.gov,47,2028,2020
addiction.surgeongeneral.gov,48,1505,2020
addiction.surgeongeneral.gov,49,1880,2020
addiction.surgeongeneral.gov,50,1518,2020
addiction.surgeongeneral.gov,51,1029,2020
addiction.surgeongeneral.gov,52,376,2020
addiction.surgeongeneral.gov,53,334,2020
addictionresearch.nih.gov,43,105,2020
afni.nimh.nih.gov,41,329,2020
afni.nimh.nih.gov,42,667,2020
afni.nimh.nih.gov,43,500,2020
afni.nimh.nih.gov,44,682,2020
afni.nimh.nih.gov,45,613,2020
afni.nimh.nih.gov,46,589,2020
afni.nimh.nih.gov,47,484,2020
afni.nimh.nih.gov,48,113,2020
afni.nimh.nih.gov,49,459,2020
afni.nimh.nih.gov,50,333,2020
afni.nimh.nih.gov,51,464,2020
agid.acl.gov,42,1626,2020
agid.acl.gov,43,1584,2020
agid.acl.gov,44,634,2020
agid.acl.gov,45,881,2020
agid.acl.gov,46,1788,2020
agid.acl.gov,47,1946,2020
agid.acl.gov,48,2110,2020
agid.acl.gov,49,2086,2020
agid.acl.gov,50,2303,2020
agid.acl.gov,51,2048,2020
agid.acl.gov,52,579,2020
agid.acl.gov,53,795,2020
agingstats.gov,44,299,2020
agingstats.gov,49,126,2020
ahead.hiv.gov,34,2275,2020
ahead.hiv.gov,35,457,2020
ahead.hiv.gov,36,448,2020
ahead.hiv.gov,37,120,2020
ahead.hiv.gov,39,222,2020
ahead.hiv.gov,41,127,2020
ahead.hiv.gov,43,114,2020
ahead.hiv.gov,49,534,2020
ahrq.gov,1,73836,2020
ahrq.gov,2,114180,2020
ahrq.gov,3,127133,2020
ahrq.gov,4,131858,2020
ahrq.gov,5,136045,2020
ahrq.gov,6,145841,2020
ahrq.gov,7,147449,2020
ahrq.gov,8,147178,2020
ahrq.gov,9,147549,2020
ahrq.gov,10,144855,2020
ahrq.gov,11,137181,2020
ahrq.gov,12,116043,2020
ahrq.gov,13,127006,2020
ahrq.gov,14,127937,2020
ahrq.gov,15,132407,2020
ahrq.gov,16,143972,2020
ahrq.gov,17,146962,2020
ahrq.gov,18,134556,2020
ahrq.gov,19,117599,2020
ahrq.gov,20,120417,2020
ahrq.gov,21,117902,2020
ahrq.gov,22,119294,2020
ahrq.gov,23,122912,2020
ahrq.gov,24,120401,2020
ahrq.gov,25,115151,2020
ahrq.gov,26,124005,2020
ahrq.gov,27,110480,2020
ahrq.gov,28,122871,2020
ahrq.gov,29,129573,2020
ahrq.gov,30,122806,2020
ahrq.gov,31,119209,2020
ahrq.gov,32,116735,2020
ahrq.gov,33,117670,2020
ahrq.gov,34,114989,2020
ahrq.gov,35,120802,2020
ahrq.gov,36,131639,2020
ahrq.gov,37,141750,2020
ahrq.gov,38,155323,2020
ahrq.gov,39,152787,2020
ahrq.gov,40,153190,2020
ahrq.gov,41,162274,2020
ahrq.gov,42,163963,2020
ahrq.gov,43,158561,2020
ahrq.gov,44,159827,2020
ahrq.gov,45,175617,2020
ahrq.gov,46,179193,2020
ahrq.gov,47,151212,2020
ahrq.gov,48,122342,2020
ahrq.gov,49,140405,2020
ahrq.gov,50,119149,2020
ahrq.gov,51,102559,2020
ahrq.gov,52,69080,2020
ahrq.gov,53,81366,2020
aids.nlm.nih.gov,1,207,2020
aids.nlm.nih.gov,2,696,2020
aids.nlm.nih.gov,3,1237,2020
aids.nlm.nih.gov,4,1122,2020
aids.nlm.nih.gov,5,1119,2020
aids.nlm.nih.gov,6,1208,2020
aids.nlm.nih.gov,7,1022,2020
aids.nlm.nih.gov,8,1134,2020
aids.nlm.nih.gov,9,1304,2020
aids.nlm.nih.gov,10,1264,2020
aids.nlm.nih.gov,11,1072,2020
aids.nlm.nih.gov,12,948,2020
aids.nlm.nih.gov,13,930,2020
aids.nlm.nih.gov,14,904,2020
aids.nlm.nih.gov,15,849,2020
aids.nlm.nih.gov,16,990,2020
aids.nlm.nih.gov,17,1093,2020
aids.nlm.nih.gov,18,889,2020
aids.nlm.nih.gov,19,1086,2020
aids.nlm.nih.gov,20,996,2020
aids.nlm.nih.gov,21,913,2020
aids.nlm.nih.gov,22,664,2020
aids.nlm.nih.gov,23,610,2020
aids.nlm.nih.gov,24,578,2020
aids.nlm.nih.gov,25,519,2020
aids.nlm.nih.gov,26,577,2020
aids.nlm.nih.gov,27,474,2020
aids.nlm.nih.gov,28,566,2020
aids.nlm.nih.gov,29,586,2020
aids.nlm.nih.gov,30,362,2020
aids.nlm.nih.gov,31,336,2020
aids.nlm.nih.gov,32,102,2020
aids.nlm.nih.gov,33,381,2020
aids.nlm.nih.gov,34,212,2020
aids.nlm.nih.gov,35,474,2020
aids.nlm.nih.gov,36,512,2020
aids.nlm.nih.gov,37,680,2020
aids.nlm.nih.gov,38,149,2020
aidsinfo.nih.gov,1,82649,2020
aidsinfo.nih.gov,2,106308,2020
aidsinfo.nih.gov,3,109334,2020
aidsinfo.nih.gov,4,114257,2020
aidsinfo.nih.gov,5,120601,2020
aidsinfo.nih.gov,6,129495,2020
aidsinfo.nih.gov,7,123440,2020
aidsinfo.nih.gov,8,120592,2020
aidsinfo.nih.gov,9,134537,2020
aidsinfo.nih.gov,10,132773,2020
aidsinfo.nih.gov,11,134222,2020
aidsinfo.nih.gov,12,141392,2020
aidsinfo.nih.gov,13,157771,2020
aidsinfo.nih.gov,14,150176,2020
aidsinfo.nih.gov,15,131406,2020
aidsinfo.nih.gov,16,132624,2020
aidsinfo.nih.gov,17,130545,2020
aidsinfo.nih.gov,18,115598,2020
aidsinfo.nih.gov,19,106140,2020
aidsinfo.nih.gov,20,94596,2020
aidsinfo.nih.gov,21,89047,2020
aidsinfo.nih.gov,22,80392,2020
aidsinfo.nih.gov,23,80391,2020
aidsinfo.nih.gov,24,83917,2020
aidsinfo.nih.gov,25,83767,2020
aidsinfo.nih.gov,26,86850,2020
aidsinfo.nih.gov,27,80008,2020
aidsinfo.nih.gov,28,84072,2020
aidsinfo.nih.gov,29,85126,2020
aidsinfo.nih.gov,30,84630,2020
aidsinfo.nih.gov,31,83853,2020
aidsinfo.nih.gov,32,83184,2020
aidsinfo.nih.gov,33,83246,2020
aidsinfo.nih.gov,34,83668,2020
aidsinfo.nih.gov,35,84599,2020
aidsinfo.nih.gov,36,87712,2020
aidsinfo.nih.gov,37,90667,2020
aidsinfo.nih.gov,38,11084,2020
aidv-nccd-bdep.cdc.gov,26,746,2020
aidv-nccd-bdep.cdc.gov,30,476,2020
aidv-nccd-bdep.cdc.gov,31,243,2020
aidv-nccd-bdep.cdc.gov,34,512,2020
aidv-nccd-bdep.cdc.gov,35,1682,2020
aidv-nccd-bdep.cdc.gov,38,468,2020
aidv-nccd-bdep.cdc.gov,39,2191,2020
aidv-nccd-bdep.cdc.gov,41,692,2020
alcoholpolicy.niaaa.nih.gov,2,2957,2020
alcoholpolicy.niaaa.nih.gov,3,3119,2020
alcoholpolicy.niaaa.nih.gov,4,3222,2020
alcoholpolicy.niaaa.nih.gov,5,3123,2020
alcoholpolicy.niaaa.nih.gov,6,3235,2020
alcoholpolicy.niaaa.nih.gov,7,3503,2020
alcoholpolicy.niaaa.nih.gov,8,3638,2020
alcoholpolicy.niaaa.nih.gov,9,4055,2020
alcoholpolicy.niaaa.nih.gov,10,3849,2020
alcoholpolicy.niaaa.nih.gov,11,3235,2020
alcoholpolicy.niaaa.nih.gov,12,2255,2020
alcoholpolicy.niaaa.nih.gov,13,2174,2020
alcoholpolicy.niaaa.nih.gov,14,2264,2020
alcoholpolicy.niaaa.nih.gov,15,2262,2020
alcoholpolicy.niaaa.nih.gov,16,2847,2020
alcoholpolicy.niaaa.nih.gov,17,2538,2020
alcoholpolicy.niaaa.nih.gov,18,3037,2020
alcoholpolicy.niaaa.nih.gov,19,3016,2020
alcoholpolicy.niaaa.nih.gov,20,2977,2020
alcoholpolicy.niaaa.nih.gov,21,3237,2020
alcoholpolicy.niaaa.nih.gov,22,3149,2020
alcoholpolicy.niaaa.nih.gov,23,3464,2020
alcoholpolicy.niaaa.nih.gov,24,3979,2020
alcoholpolicy.niaaa.nih.gov,25,4099,2020
alcoholpolicy.niaaa.nih.gov,26,4090,2020
alcoholpolicy.niaaa.nih.gov,27,4178,2020
alcoholpolicy.niaaa.nih.gov,28,3912,2020
alcoholpolicy.niaaa.nih.gov,29,4195,2020
alcoholpolicy.niaaa.nih.gov,30,4634,2020
alcoholpolicy.niaaa.nih.gov,31,4785,2020
alcoholpolicy.niaaa.nih.gov,32,5580,2020
alcoholpolicy.niaaa.nih.gov,33,6198,2020
alcoholpolicy.niaaa.nih.gov,34,7390,2020
alcoholpolicy.niaaa.nih.gov,35,6159,2020
alcoholpolicy.niaaa.nih.gov,36,5169,2020
alcoholpolicy.niaaa.nih.gov,37,4857,2020
alcoholpolicy.niaaa.nih.gov,38,4772,2020
alcoholpolicy.niaaa.nih.gov,39,4820,2020
alcoholpolicy.niaaa.nih.gov,40,4595,2020
alcoholpolicy.niaaa.nih.gov,41,4109,2020
alcoholpolicy.niaaa.nih.gov,42,3777,2020
alcoholpolicy.niaaa.nih.gov,43,4579,2020
alcoholpolicy.niaaa.nih.gov,44,4273,2020
alcoholpolicy.niaaa.nih.gov,45,3894,2020
alcoholpolicy.niaaa.nih.gov,46,3934,2020
alcoholpolicy.niaaa.nih.gov,47,3837,2020
alcoholpolicy.niaaa.nih.gov,48,3093,2020
alcoholpolicy.niaaa.nih.gov,49,3421,2020
alcoholpolicy.niaaa.nih.gov,50,3225,2020
alcoholpolicy.niaaa.nih.gov,51,3175,2020
alcoholpolicy.niaaa.nih.gov,52,2994,2020
alcoholpolicy.niaaa.nih.gov,53,3915,2020
alcoholtreatment.niaaa.nih.gov,1,3951,2020
alcoholtreatment.niaaa.nih.gov,2,3956,2020
alcoholtreatment.niaaa.nih.gov,3,1971,2020
alcoholtreatment.niaaa.nih.gov,4,1666,2020
alcoholtreatment.niaaa.nih.gov,5,2065,2020
alcoholtreatment.niaaa.nih.gov,6,1883,2020
alcoholtreatment.niaaa.nih.gov,7,1883,2020
alcoholtreatment.niaaa.nih.gov,8,1801,2020
alcoholtreatment.niaaa.nih.gov,9,1823,2020
alcoholtreatment.niaaa.nih.gov,10,1691,2020
alcoholtreatment.niaaa.nih.gov,11,1593,2020
alcoholtreatment.niaaa.nih.gov,12,1233,2020
alcoholtreatment.niaaa.nih.gov,13,1324,2020
alcoholtreatment.niaaa.nih.gov,14,1358,2020
alcoholtreatment.niaaa.nih.gov,15,1384,2020
alcoholtreatment.niaaa.nih.gov,16,2834,2020
alcoholtreatment.niaaa.nih.gov,17,1588,2020
alcoholtreatment.niaaa.nih.gov,18,1991,2020
