domain,week,year,visits
cancer.gov,23,2020,1202601
cancer.gov,24,2020,1213574
cancer.gov,25,2020,1145810
cancer.gov,26,2020,1101095
cancer.gov,27,2020,971025
cancer.gov,28,2020,982336
cancer.gov,29,2020,997704
cancer.gov,30,2020,877870
cancer.gov,31,2020,793655
cancer.gov,32,2020,789668
cancer.gov,33,2020,811656
cancer.gov,34,2020,882126
cancer.gov,35,2020,1012712
cancer.gov,36,2020,1039564
cancer.gov,37,2020,1096990
cancer.gov,38,2020,1101593
cancer.gov,39,2020,1204398
cancer.gov,40,2020,1207609
cancer.gov,41,2020,1234170
cancer.gov,42,2020,1263625
cancer.gov,43,2020,1304972
cancer.gov,44,2020,1244887
cancer.gov,45,2020,1215230
cancer.gov,46,2020,1269807
cancer.gov,47,2020,1264147
cancer.gov,48,2020,1186305
cancer.gov,49,2020,1311711
cancer.gov,50,2020,1288217
cancer.gov,51,2020,1151056
cancer.gov,52,2020,791757
cancer.gov,53,2020,803846
cdc.gov,1,2020,3810881
cdc.gov,2,2020,7151079
cdc.gov,3,2020,7489067
cdc.gov,4,2020,15308603
cdc.gov,5,2020,24072377
cdc.gov,6,2020,18770947
cdc.gov,7,2020,14709754
cdc.gov,8,2020,15532526
cdc.gov,9,2020,40004519
cdc.gov,10,2020,57222260
cdc.gov,11,2020,134927564
cdc.gov,12,2020,143132550
cdc.gov,13,2020,99541724
cdc.gov,14,2020,80381520
cdc.gov,15,2020,60141112
cdc.gov,16,2020,46119625
cdc.gov,17,2020,39158432
cdc.gov,18,2020,39287527
cdc.gov,19,2020,33194083
cdc.gov,20,2020,30848149
cdc.gov,21,2020,32191649
cdc.gov,22,2020,25939178
cdc.gov,23,2020,21373534
cdc.gov,24,2020,21495546
cdc.gov,25,2020,22250500
cdc.gov,26,2020,28704761
cdc.gov,27,2020,29913749
cdc.gov,28,2020,31381187
cdc.gov,29,2020,32726959
cdc.gov,30,2020,29566922
cdc.gov,31,2020,26749305
cdc.gov,32,2020,25197938
cdc.gov,33,2020,23432162
cdc.gov,34,2020,22413536
cdc.gov,35,2020,24700952
cdc.gov,36,2020,23923476
cdc.gov,37,2020,20494278
cdc.gov,38,2020,20817138
cdc.gov,39,2020,22865311
cdc.gov,40,2020,22714752
cdc.gov,41,2020,23984497
cdc.gov,42,2020,22161776
cdc.gov,43,2020,23115966
cdc.gov,44,2020,23976934
cdc.gov,45,2020,21537681
cdc.gov,46,2020,26018986
cdc.gov,47,2020,29157060
cdc.gov,48,2020,29126805
cdc.gov,49,2020,27607433
cdc.gov,50,2020,28033712
cdc.gov,51,2020,31466417
cdc.gov,52,2020,25257456
cdc.gov,53,2020,28635081
childcare.gov,1,2020,10762
childcare.gov,2,2020,22455
childcare.gov,3,2020,22366
childcare.gov,4,2020,21569
childcare.gov,5,2020,21883
childcare.gov,6,2020,21338
childcare.gov,7,2020,20645
childcare.gov,8,2020,20664
childcare.gov,9,2020,21278
childcare.gov,10,2020,20492
childcare.gov,11,2020,22280
childcare.gov,12,2020,17170
childcare.gov,13,2020,14253
childcare.gov,14,2020,13841
childcare.gov,15,2020,12301
childcare.gov,16,2020,13633
childcare.gov,17,2020,14984
childcare.gov,18,2020,16397
childcare.gov,19,2020,19010
childcare.gov,20,2020,19329
childcare.gov,21,2020,20924
childcare.gov,22,2020,19588
childcare.gov,23,2020,20812
childcare.gov,24,2020,21538
childcare.gov,25,2020,21055
childcare.gov,26,2020,23206
childcare.gov,27,2020,20229
childcare.gov,28,2020,22674
childcare.gov,29,2020,24409
childcare.gov,30,2020,27648
childcare.gov,31,2020,26835
childcare.gov,32,2020,27065
childcare.gov,33,2020,24921
childcare.gov,34,2020,24490
childcare.gov,35,2020,23036
childcare.gov,36,2020,23105
childcare.gov,37,2020,21198
childcare.gov,38,2020,21967
childcare.gov,39,2020,22637
childcare.gov,40,2020,21865
childcare.gov,41,2020,21537
childcare.gov,42,2020,22437
childcare.gov,43,2020,22009
childcare.gov,44,2020,20921
childcare.gov,45,2020,20719
childcare.gov,46,2020,21566
childcare.gov,47,2020,20397
childcare.gov,48,2020,13833
childcare.gov,49,2020,20468
childcare.gov,50,2020,18860
childcare.gov,51,2020,15129
childcare.gov,52,2020,9860
childcare.gov,53,2020,14915
childwelfare.gov,38,2020,7828
childwelfare.gov,39,2020,4794
childwelfare.gov,40,2020,4344
childwelfare.gov,41,2020,4796
childwelfare.gov,42,2020,4648
childwelfare.gov,43,2020,5081
childwelfare.gov,44,2020,5934
childwelfare.gov,45,2020,8781
childwelfare.gov,46,2020,7205
childwelfare.gov,47,2020,6750
childwelfare.gov,48,2020,4467
childwelfare.gov,49,2020,4583
childwelfare.gov,50,2020,3531
childwelfare.gov,51,2020,3136
childwelfare.gov,52,2020,1363
childwelfare.gov,53,2020,1718
clinicaltrials.gov,1,2020,550792
clinicaltrials.gov,2,2020,1063053
clinicaltrials.gov,3,2020,1109199
clinicaltrials.gov,4,2020,1111480
clinicaltrials.gov,5,2020,1139336
clinicaltrials.gov,6,2020,1212681
clinicaltrials.gov,7,2020,1243021
clinicaltrials.gov,8,2020,1193859
clinicaltrials.gov,9,2020,1249621
clinicaltrials.gov,10,2020,1257322
clinicaltrials.gov,11,2020,1283005
clinicaltrials.gov,12,2020,1477963
clinicaltrials.gov,13,2020,1513403
clinicaltrials.gov,14,2020,1547835
clinicaltrials.gov,15,2020,1751442
clinicaltrials.gov,16,2020,1781626
clinicaltrials.gov,17,2020,1625875
clinicaltrials.gov,18,2020,1502106
clinicaltrials.gov,19,2020,1380067
clinicaltrials.gov,20,2020,1375512
clinicaltrials.gov,21,2020,1338819
clinicaltrials.gov,22,2020,1207311
clinicaltrials.gov,23,2020,1191618
clinicaltrials.gov,24,2020,1228751
clinicaltrials.gov,25,2020,1248504
clinicaltrials.gov,26,2020,1217632
clinicaltrials.gov,27,2020,1179750
clinicaltrials.gov,28,2020,1263913
clinicaltrials.gov,29,2020,1394625
clinicaltrials.gov,30,2020,1333924
clinicaltrials.gov,31,2020,1641971
clinicaltrials.gov,32,2020,1493577
clinicaltrials.gov,33,2020,1325971
clinicaltrials.gov,34,2020,1293473
clinicaltrials.gov,35,2020,1302720
clinicaltrials.gov,36,2020,1332581
clinicaltrials.gov,37,2020,1325941
clinicaltrials.gov,38,2020,1341142
clinicaltrials.gov,39,2020,1387586
clinicaltrials.gov,40,2020,1326193
clinicaltrials.gov,41,2020,1353430
clinicaltrials.gov,42,2020,1354554
clinicaltrials.gov,43,2020,1386394
clinicaltrials.gov,44,2020,1344401
clinicaltrials.gov,45,2020,1287526
clinicaltrials.gov,46,2020,1436775
clinicaltrials.gov,47,2020,1488291
clinicaltrials.gov,48,2020,1312610
clinicaltrials.gov,49,2020,1538982
clinicaltrials.gov,50,2020,1549587
clinicaltrials.gov,51,2020,1534322
clinicaltrials.gov,52,2020,1146491
clinicaltrials.gov,53,2020,1206236
cms.gov,1,2020,445602
cms.gov,2,2020,1060424
cms.gov,3,2020,1030498
cms.gov,4,2020,1026845
cms.gov,5,2020,1086430
cms.gov,6,2020,1106741
cms.gov,7,2020,1075102
cms.gov,8,2020,1051629
cms.gov,9,2020,1093316
cms.gov,10,2020,1152687
cms.gov,11,2020,1418582
cms.gov,12,2020,1923371
cms.gov,13,2020,1568954
cms.gov,14,2020,1644295
cms.gov,15,2020,1373580
cms.gov,16,2020,1277979
cms.gov,17,2020,1267132
cms.gov,18,2020,1404327
cms.gov,19,2020,2578459
cms.gov,20,2020,1123986
cms.gov,21,2020,1101660
cms.gov,22,2020,903456
cms.gov,23,2020,1064841
cms.gov,24,2020,1042477
cms.gov,25,2020,985034
cms.gov,26,2020,1086934
cms.gov,27,2020,874501
cms.gov,28,2020,1041748
cms.gov,29,2020,1049532
cms.gov,30,2020,1073137
cms.gov,31,2020,1040286
cms.gov,32,2020,1088405
cms.gov,33,2020,1034461
cms.gov,34,2020,1019620
cms.gov,35,2020,1069685
cms.gov,36,2020,961070
cms.gov,37,2020,634797
cms.gov,38,2020,942811
cms.gov,39,2020,1038220
cms.gov,40,2020,1034544
cms.gov,41,2020,985663
cms.gov,42,2020,1017519
cms.gov,43,2020,978577
cms.gov,44,2020,1036803
cms.gov,45,2020,929080
cms.gov,46,2020,991895
cms.gov,47,2020,1011560
cms.gov,48,2020,685719
cms.gov,49,2020,1151685
cms.gov,50,2020,1070110
cms.gov,51,2020,964046
cms.gov,52,2020,604905
cms.gov,53,2020,629282
collegedrinkingprevention.gov,1,2020,2088
collegedrinkingprevention.gov,2,2020,3871
collegedrinkingprevention.gov,3,2020,3326
collegedrinkingprevention.gov,4,2020,3373
collegedrinkingprevention.gov,5,2020,3331
collegedrinkingprevention.gov,6,2020,4277
collegedrinkingprevention.gov,7,2020,4736
collegedrinkingprevention.gov,8,2020,4101
collegedrinkingprevention.gov,9,2020,4817
collegedrinkingprevention.gov,10,2020,4505
collegedrinkingprevention.gov,11,2020,3782
collegedrinkingprevention.gov,12,2020,2536
collegedrinkingprevention.gov,13,2020,3047
collegedrinkingprevention.gov,14,2020,3310
collegedrinkingprevention.gov,15,2020,2991
collegedrinkingprevention.gov,16,2020,3471
collegedrinkingprevention.gov,17,2020,4149
collegedrinkingprevention.gov,18,2020,3796
collegedrinkingprevention.gov,19,2020,4267
collegedrinkingprevention.gov,20,2020,2978
collegedrinkingprevention.gov,21,2020,2950
collegedrinkingprevention.gov,22,2020,2028
collegedrinkingprevention.gov,23,2020,1811
collegedrinkingprevention.gov,24,2020,2741
collegedrinkingprevention.gov,25,2020,2673
collegedrinkingprevention.gov,26,2020,2805
collegedrinkingprevention.gov,27,2020,3033
collegedrinkingprevention.gov,28,2020,3628
collegedrinkingprevention.gov,29,2020,2930
collegedrinkingprevention.gov,30,2020,2607
collegedrinkingprevention.gov,31,2020,2865
collegedrinkingprevention.gov,32,2020,1674
collegedrinkingprevention.gov,33,2020,2413
collegedrinkingprevention.gov,34,2020,2628
collegedrinkingprevention.gov,35,2020,3068
collegedrinkingprevention.gov,36,2020,3563
collegedrinkingprevention.gov,37,2020,3759
collegedrinkingprevention.gov,38,2020,3986
collegedrinkingprevention.gov,39,2020,3940
collegedrinkingprevention.gov,40,2020,4416
collegedrinkingprevention.gov,41,2020,4568
collegedrinkingprevention.gov,42,2020,4553
collegedrinkingprevention.gov,43,2020,4865
collegedrinkingprevention.gov,44,2020,4740
collegedrinkingprevention.gov,45,2020,4090
collegedrinkingprevention.gov,46,2020,5296
collegedrinkingprevention.gov,47,2020,5514
collegedrinkingprevention.gov,48,2020,2881
collegedrinkingprevention.gov,49,2020,4739
collegedrinkingprevention.gov,50,2020,4469
collegedrinkingprevention.gov,51,2020,3085
collegedrinkingprevention.gov,52,2020,1264
collegedrinkingprevention.gov,53,2020,1537
cuidadodesalud.gov,1,2020,22271
cuidadodesalud.gov,2,2020,43339
cuidadodesalud.gov,3,2020,44260
cuidadodesalud.gov,4,2020,49652
cuidadodesalud.gov,5,2020,53461
cuidadodesalud.gov,6,2020,56494
cuidadodesalud.gov,7,2020,63253
cuidadodesalud.gov,8,2020,59433
cuidadodesalud.gov,9,2020,63494
cuidadodesalud.gov,10,2020,59702
cuidadodesalud.gov,11,2020,61264
cuidadodesalud.gov,12,2020,55567
cuidadodesalud.gov,13,2020,57833
cuidadodesalud.gov,14,2020,55843
cuidadodesalud.gov,15,2020,51577
cuidadodesalud.gov,16,2020,65582
cuidadodesalud.gov,17,2020,48152
cuidadodesalud.gov,18,2020,50790
cuidadodesalud.gov,19,2020,45274
cuidadodesalud.gov,20,2020,43926
cuidadodesalud.gov,21,2020,43413
cuidadodesalud.gov,22,2020,38240
cuidadodesalud.gov,23,2020,38656
cuidadodesalud.gov,24,2020,39747
cuidadodesalud.gov,25,2020,37370
cuidadodesalud.gov,26,2020,39159
cuidadodesalud.gov,27,2020,35235
cuidadodesalud.gov,28,2020,42652
cuidadodesalud.gov,29,2020,46168
cuidadodesalud.gov,30,2020,39499
cuidadodesalud.gov,31,2020,40582
cuidadodesalud.gov,32,2020,38806
cuidadodesalud.gov,33,2020,34652
cuidadodesalud.gov,34,2020,34200
cuidadodesalud.gov,35,2020,36107
cuidadodesalud.gov,36,2020,36029
cuidadodesalud.gov,37,2020,36128
cuidadodesalud.gov,38,2020,38844
cuidadodesalud.gov,39,2020,41036
cuidadodesalud.gov,40,2020,74453
cuidadodesalud.gov,41,2020,45007
cuidadodesalud.gov,42,2020,46169
cuidadodesalud.gov,43,2020,50291
cuidadodesalud.gov,44,2020,90434
cuidadodesalud.gov,45,2020,130418
cuidadodesalud.gov,46,2020,127763
cuidadodesalud.gov,47,2020,115998
cuidadodesalud.gov,48,2020,83633
cuidadodesalud.gov,49,2020,126252
cuidadodesalud.gov,50,2020,149824
cuidadodesalud.gov,51,2020,109607
cuidadodesalud.gov,52,2020,27322
cuidadodesalud.gov,53,2020,36037
drugabuse.gov,1,2020,441526
drugabuse.gov,2,2020,703163
drugabuse.gov,3,2020,763427
drugabuse.gov,4,2020,864115
drugabuse.gov,5,2020,886122
drugabuse.gov,6,2020,849442
drugabuse.gov,7,2020,839206
drugabuse.gov,8,2020,868483
drugabuse.gov,9,2020,912990
drugabuse.gov,10,2020,865909
drugabuse.gov,11,2020,800660
drugabuse.gov,12,2020,698473
drugabuse.gov,13,2020,752124
drugabuse.gov,14,2020,795028
drugabuse.gov,15,2020,735694
drugabuse.gov,16,2020,769711
drugabuse.gov,17,2020,836040
drugabuse.gov,18,2020,822752
drugabuse.gov,19,2020,729173
drugabuse.gov,20,2020,693661
drugabuse.gov,21,2020,646187
drugabuse.gov,22,2020,604498
drugabuse.gov,23,2020,638742
drugabuse.gov,24,2020,564604
drugabuse.gov,25,2020,531271
drugabuse.gov,26,2020,698280
drugabuse.gov,27,2020,674465
drugabuse.gov,28,2020,705345
drugabuse.gov,29,2020,735362
drugabuse.gov,30,2020,724349
drugabuse.gov,31,2020,716849
drugabuse.gov,32,2020,745707
drugabuse.gov,33,2020,753127
drugabuse.gov,34,2020,813549
drugabuse.gov,35,2020,910064
drugabuse.gov,36,2020,898612
drugabuse.gov,37,2020,944554
drugabuse.gov,38,2020,960155
drugabuse.gov,39,2020,984201
drugabuse.gov,40,2020,963648
drugabuse.gov,41,2020,1042854
drugabuse.gov,42,2020,1069993
drugabuse.gov,43,2020,1057643
drugabuse.gov,44,2020,1046027
drugabuse.gov,45,2020,1017985
drugabuse.gov,46,2020,1051574
drugabuse.gov,47,2020,1050937
drugabuse.gov,48,2020,918100
drugabuse.gov,49,2020,1002837
drugabuse.gov,50,2020,885252
drugabuse.gov,51,2020,777635
drugabuse.gov,52,2020,534734
drugabuse.gov,53,2020,597593
eldercare.gov,43,2020,419
eldercare.gov,44,2020,1147
eldercare.gov,45,2020,1131
eldercare.gov,46,2020,1289
eldercare.gov,47,2020,1059
eldercare.gov,48,2020,711
eldercare.gov,49,2020,1279
eldercare.gov,50,2020,1050
eldercare.gov,51,2020,803
eldercare.gov,52,2020,504
eldercare.gov,53,2020,785
fatherhood.gov,38,2020,2796
fatherhood.gov,39,2020,4162
fatherhood.gov,40,2020,3934
fatherhood.gov,41,2020,5192
fatherhood.gov,42,2020,5225
fatherhood.gov,43,2020,6353
fatherhood.gov,44,2020,29370
fatherhood.gov,45,2020,72629
fatherhood.gov,46,2020,75673
fatherhood.gov,47,2020,91542
fatherhood.gov,48,2020,102028
fatherhood.gov,49,2020,108090
fatherhood.gov,50,2020,105023
fatherhood.gov,51,2020,100870
fatherhood.gov,52,2020,97594
fatherhood.gov,53,2020,92785
fda.gov,1,2020,993337
fda.gov,2,2020,1796978
fda.gov,3,2020,1716809
fda.gov,4,2020,1741226
fda.gov,5,2020,2639830
fda.gov,6,2020,2173435
fda.gov,7,2020,2009912
fda.gov,8,2020,2454586
fda.gov,9,2020,2619201
fda.gov,10,2020,2591049
fda.gov,11,2020,2922526
fda.gov,12,2020,4084209
fda.gov,13,2020,4618734
fda.gov,14,2020,5104372
fda.gov,15,2020,4042827
fda.gov,16,2020,3802948
fda.gov,17,2020,3897228
fda.gov,18,2020,3470003
fda.gov,19,2020,3188092
fda.gov,20,2020,3124168
fda.gov,21,2020,2949120
fda.gov,22,2020,2761630
fda.gov,23,2020,2533753
fda.gov,24,2020,2578870
fda.gov,25,2020,2946308
fda.gov,26,2020,4453507
fda.gov,27,2020,3418678
fda.gov,28,2020,5610666
fda.gov,29,2020,5215347
fda.gov,30,2020,7690467
fda.gov,31,2020,7612394
fda.gov,32,2020,5547317
fda.gov,33,2020,4978947
fda.gov,34,2020,3697673
fda.gov,35,2020,3666340
fda.gov,36,2020,3105709
fda.gov,37,2020,3032724
fda.gov,38,2020,2995041
fda.gov,39,2020,3163586
fda.gov,40,2020,3009797
fda.gov,41,2020,3799429
fda.gov,42,2020,5346735
fda.gov,43,2020,3461346
fda.gov,44,2020,3024250
fda.gov,45,2020,2962241
fda.gov,46,2020,3469952
fda.gov,47,2020,3811782
fda.gov,48,2020,3024634
fda.gov,49,2020,3497910
fda.gov,50,2020,4218940
fda.gov,51,2020,4066373
fda.gov,52,2020,2845303
fda.gov,53,2020,3861988
findtreatment.gov,1,2020,3478
findtreatment.gov,2,2020,6951
findtreatment.gov,3,2020,6971
findtreatment.gov,4,2020,6609
findtreatment.gov,5,2020,8040
findtreatment.gov,6,2020,8473
findtreatment.gov,7,2020,8403
findtreatment.gov,8,2020,8332
findtreatment.gov,9,2020,8041
findtreatment.gov,10,2020,8111
findtreatment.gov,11,2020,7974
findtreatment.gov,12,2020,6943
findtreatment.gov,13,2020,7197
findtreatment.gov,14,2020,6851
findtreatment.gov,15,2020,6501
findtreatment.gov,16,2020,7059
findtreatment.gov,17,2020,7534
findtreatment.gov,18,2020,8270
findtreatment.gov,19,2020,8168
findtreatment.gov,20,2020,9885
findtreatment.gov,21,2020,10597
findtreatment.gov,22,2020,12324
findtreatment.gov,23,2020,13310
findtreatment.gov,24,2020,13535
findtreatment.gov,25,2020,12849
findtreatment.gov,26,2020,14210
findtreatment.gov,27,2020,12918
findtreatment.gov,28,2020,14377
findtreatment.gov,29,2020,15272
findtreatment.gov,30,2020,13535
findtreatment.gov,31,2020,14536
findtreatment.gov,32,2020,14784
findtreatment.gov,33,2020,14139
findtreatment.gov,34,2020,14500
findtreatment.gov,35,2020,16443
findtreatment.gov,36,2020,16039
findtreatment.gov,37,2020,15762
findtreatment.gov,38,2020,16078
findtreatment.gov,39,2020,16368
findtreatment.gov,40,2020,15688
findtreatment.gov,41,2020,18078
findtreatment.gov,42,2020,19268
findtreatment.gov,43,2020,16382
findtreatment.gov,44,2020,14878
findtreatment.gov,45,2020,14703
findtreatment.gov,46,2020,15425
findtreatment.gov,47,2020,14337
findtreatment.gov,48,2020,11923
findtreatment.gov,49,2020,14553
findtreatment.gov,50,2020,14651
findtreatment.gov,51,2020,13591
findtreatment.gov,52,2020,10820
findtreatment.gov,53,2020,13195
foodsafety.gov,1,2020,42132
foodsafety.gov,2,2020,61478
foodsafety.gov,3,2020,63859
foodsafety.gov,4,2020,69088
foodsafety.gov,5,2020,69868
foodsafety.gov,6,2020,79668
foodsafety.gov,7,2020,61973
foodsafety.gov,8,2020,60693
foodsafety.gov,9,2020,65516
foodsafety.gov,10,2020,61443
foodsafety.gov,11,2020,73898
foodsafety.gov,12,2020,100069
foodsafety.gov,13,2020,98930
foodsafety.gov,14,2020,90954
foodsafety.gov,15,2020,132289
foodsafety.gov,16,2020,108092
foodsafety.gov,17,2020,77828
foodsafety.gov,18,2020,77422
foodsafety.gov,19,2020,74890
foodsafety.gov,20,2020,63979
foodsafety.gov,21,2020,61274
foodsafety.gov,22,2020,57544
foodsafety.gov,23,2020,74446
foodsafety.gov,24,2020,73794
foodsafety.gov,25,2020,68749
foodsafety.gov,26,2020,82050
foodsafety.gov,27,2020,87579
foodsafety.gov,28,2020,91887
foodsafety.gov,29,2020,93262
foodsafety.gov,30,2020,101849
foodsafety.gov,31,2020,102486
foodsafety.gov,32,2020,180639
foodsafety.gov,33,2020,147772
foodsafety.gov,34,2020,92308
foodsafety.gov,35,2020,104237
foodsafety.gov,36,2020,95314
foodsafety.gov,37,2020,111238
foodsafety.gov,38,2020,112011
foodsafety.gov,39,2020,104298
foodsafety.gov,40,2020,99828
foodsafety.gov,41,2020,113851
foodsafety.gov,42,2020,105513
foodsafety.gov,43,2020,95784
foodsafety.gov,44,2020,123602
foodsafety.gov,45,2020,91812
foodsafety.gov,46,2020,97590
foodsafety.gov,47,2020,106265
foodsafety.gov,48,2020,145323
foodsafety.gov,49,2020,90192
foodsafety.gov,50,2020,78106
foodsafety.gov,51,2020,75444
foodsafety.gov,52,2020,94592
foodsafety.gov,53,2020,80671
genome.gov,44,2020,433129
genome.gov,45,2020,664038
genome.gov,46,2020,698427
genome.gov,47,2020,712854
genome.gov,48,2020,658306
genome.gov,49,2020,702786
genome.gov,50,2020,615502
genome.gov,51,2020,501466
genome.gov,52,2020,234445
genome.gov,53,2020,215287
girlshealth.gov,1,2020,26599
girlshealth.gov,2,2020,39278
girlshealth.gov,3,2020,18622
girlshealth.gov,4,2020,16966
girlshealth.gov,5,2020,17766
girlshealth.gov,6,2020,18029
girlshealth.gov,7,2020,17948
girlshealth.gov,8,2020,17733
girlshealth.gov,9,2020,16907
girlshealth.gov,10,2020,16903
girlshealth.gov,11,2020,16702
girlshealth.gov,12,2020,14114
girlshealth.gov,13,2020,15605
girlshealth.gov,14,2020,16213
girlshealth.gov,15,2020,15550
girlshealth.gov,16,2020,16263
girlshealth.gov,17,2020,16299
girlshealth.gov,18,2020,15014
girlshealth.gov,19,2020,12324
girlshealth.gov,20,2020,11971
girlshealth.gov,21,2020,10952
girlshealth.gov,22,2020,10123
girlshealth.gov,23,2020,9570
girlshealth.gov,24,2020,9875
girlshealth.gov,25,2020,9341
girlshealth.gov,26,2020,8835
girlshealth.gov,27,2020,7560
girlshealth.gov,28,2020,8220
girlshealth.gov,29,2020,8739
girlshealth.gov,30,2020,6500
girlshealth.gov,31,2020,5387
girlshealth.gov,32,2020,5098
girlshealth.gov,33,2020,5406
girlshealth.gov,34,2020,5334
girlshealth.gov,35,2020,5928
girlshealth.gov,36,2020,6247
girlshealth.gov,37,2020,6055
girlshealth.gov,38,2020,6713
girlshealth.gov,39,2020,6247
girlshealth.gov,40,2020,6388
girlshealth.gov,41,2020,6751
girlshealth.gov,42,2020,6804
girlshealth.gov,43,2020,5815
girlshealth.gov,44,2020,5865
girlshealth.gov,45,2020,5396
girlshealth.gov,46,2020,5400
girlshealth.gov,47,2020,5707
girlshealth.gov,48,2020,4358
girlshealth.gov,49,2020,6864
girlshealth.gov,50,2020,7174
girlshealth.gov,51,2020,6317
girlshealth.gov,52,2020,4240
girlshealth.gov,53,2020,5055
grants.gov,38,2020,13113
grants.gov,39,2020,124370
grants.gov,40,2020,117128
grants.gov,41,2020,110294
grants.gov,42,2020,113779
grants.gov,43,2020,116128
grants.gov,44,2020,110519
grants.gov,45,2020,100264
grants.gov,46,2020,107781
grants.gov,47,2020,113215
grants.gov,48,2020,86830
grants.gov,49,2020,119346
grants.gov,50,2020,118086
grants.gov,51,2020,104515
grants.gov,52,2020,94696
grants.gov,53,2020,174997
health.gov,1,2020,75082
health.gov,2,2020,132326
health.gov,3,2020,140917
health.gov,4,2020,151160
health.gov,5,2020,154240
health.gov,6,2020,147350
health.gov,7,2020,155465
health.gov,8,2020,138993
health.gov,9,2020,140575
health.gov,10,2020,139383
health.gov,11,2020,154110
health.gov,12,2020,134098
health.gov,13,2020,154097
health.gov,14,2020,173170
health.gov,15,2020,172367
health.gov,16,2020,187530
health.gov,17,2020,183473
health.gov,18,2020,180346
health.gov,19,2020,166897
health.gov,20,2020,170116
health.gov,21,2020,153142
health.gov,22,2020,140543
health.gov,23,2020,147251
health.gov,24,2020,148902
health.gov,25,2020,146918
health.gov,26,2020,161622
health.gov,27,2020,164692
health.gov,28,2020,264630
health.gov,29,2020,222426
health.gov,30,2020,210619
health.gov,31,2020,221481
health.gov,32,2020,212189
health.gov,33,2020,209300
health.gov,34,2020,240645
health.gov,35,2020,240690
health.gov,36,2020,254840
health.gov,37,2020,257255
health.gov,38,2020,271619
health.gov,39,2020,278797
health.gov,40,2020,276173
health.gov,41,2020,270807
health.gov,42,2020,268356
health.gov,43,2020,278809
health.gov,44,2020,275575
health.gov,45,2020,248410
health.gov,46,2020,246222
health.gov,47,2020,237282
health.gov,48,2020,194335
health.gov,49,2020,242038
health.gov,50,2020,224953
health.gov,51,2020,186042
health.gov,52,2020,116307
health.gov,53,2020,155018
healthcare.gov,1,2020,810407
healthcare.gov,2,2020,1459116
healthcare.gov,3,2020,1098606
healthcare.gov,4,2020,1115922
healthcare.gov,5,2020,1210443
healthcare.gov,6,2020,1111401
