domain,week,visits,year
accessgudid.nlm.nih.gov,6,27242,2019
accessgudid.nlm.nih.gov,7,28438,2019
accessgudid.nlm.nih.gov,8,28154,2019
accessgudid.nlm.nih.gov,9,27758,2019
accessgudid.nlm.nih.gov,10,27731,2019
accessgudid.nlm.nih.gov,11,29195,2019
accessgudid.nlm.nih.gov,12,27582,2019
accessgudid.nlm.nih.gov,13,28138,2019
accessgudid.nlm.nih.gov,14,26700,2019
accessgudid.nlm.nih.gov,15,26830,2019
accessgudid.nlm.nih.gov,16,23735,2019
accessgudid.nlm.nih.gov,17,26354,2019
accessgudid.nlm.nih.gov,18,25056,2019
accessgudid.nlm.nih.gov,19,28048,2019
accessgudid.nlm.nih.gov,20,27887,2019
accessgudid.nlm.nih.gov,21,27182,2019
accessgudid.nlm.nih.gov,22,24411,2019
accessgudid.nlm.nih.gov,23,27503,2019
accessgudid.nlm.nih.gov,24,28130,2019
accessgudid.nlm.nih.gov,25,29220,2019
accessgudid.nlm.nih.gov,26,28885,2019
accessgudid.nlm.nih.gov,27,23052,2019
accessgudid.nlm.nih.gov,28,28201,2019
accessgudid.nlm.nih.gov,29,28914,2019
accessgudid.nlm.nih.gov,30,30494,2019
accessgudid.nlm.nih.gov,31,30885,2019
accessgudid.nlm.nih.gov,32,30069,2019
accessgudid.nlm.nih.gov,33,28152,2019
accessgudid.nlm.nih.gov,34,32886,2019
accessgudid.nlm.nih.gov,35,30957,2019
accessgudid.nlm.nih.gov,36,26845,2019
accessgudid.nlm.nih.gov,37,31669,2019
accessgudid.nlm.nih.gov,38,31919,2019
accessgudid.nlm.nih.gov,39,32846,2019
accessgudid.nlm.nih.gov,40,30629,2019
accessgudid.nlm.nih.gov,41,31270,2019
accessgudid.nlm.nih.gov,42,31637,2019
accessgudid.nlm.nih.gov,43,33310,2019
accessgudid.nlm.nih.gov,44,31321,2019
accessgudid.nlm.nih.gov,45,33132,2019
accessgudid.nlm.nih.gov,46,33264,2019
accessgudid.nlm.nih.gov,47,35045,2019
accessgudid.nlm.nih.gov,48,26677,2019
accessgudid.nlm.nih.gov,49,34885,2019
accessgudid.nlm.nih.gov,50,33960,2019
accessgudid.nlm.nih.gov,51,32103,2019
accessgudid.nlm.nih.gov,52,19876,2019
account.mymedicare.gov,1,7564,2019
account.mymedicare.gov,2,10123,2019
account.mymedicare.gov,3,9555,2019
account.mymedicare.gov,4,8778,2019
account.mymedicare.gov,5,8874,2019
account.mymedicare.gov,6,9239,2019
account.mymedicare.gov,7,8287,2019
account.mymedicare.gov,8,7998,2019
account.mymedicare.gov,9,8254,2019
account.mymedicare.gov,10,7864,2019
account.mymedicare.gov,11,7689,2019
account.mymedicare.gov,12,3563,2019
account.mymedicare.gov,13,1658,2019
account.mymedicare.gov,14,1238,2019
account.mymedicare.gov,15,1368,2019
account.mymedicare.gov,16,1099,2019
account.mymedicare.gov,17,1239,2019
account.mymedicare.gov,18,1176,2019
account.mymedicare.gov,19,1199,2019
account.mymedicare.gov,20,1375,2019
account.mymedicare.gov,21,1259,2019
account.mymedicare.gov,22,1159,2019
account.mymedicare.gov,23,1177,2019
account.mymedicare.gov,24,1110,2019
account.mymedicare.gov,25,1164,2019
account.mymedicare.gov,26,1296,2019
account.mymedicare.gov,27,791,2019
account.mymedicare.gov,28,1584,2019
account.mymedicare.gov,29,1634,2019
account.mymedicare.gov,30,2149,2019
account.mymedicare.gov,31,3312,2019
account.mymedicare.gov,32,3225,2019
account.mymedicare.gov,33,3530,2019
account.mymedicare.gov,34,3416,2019
account.mymedicare.gov,35,8954,2019
account.mymedicare.gov,36,8691,2019
account.mymedicare.gov,37,14096,2019
account.mymedicare.gov,38,21665,2019
account.mymedicare.gov,39,41051,2019
account.mymedicare.gov,40,182376,2019
account.mymedicare.gov,41,133645,2019
account.mymedicare.gov,42,346862,2019
account.mymedicare.gov,43,442207,2019
account.mymedicare.gov,44,296868,2019
account.mymedicare.gov,45,320057,2019
account.mymedicare.gov,46,322675,2019
account.mymedicare.gov,47,306850,2019
account.mymedicare.gov,48,235218,2019
account.mymedicare.gov,49,515179,2019
account.mymedicare.gov,50,37855,2019
account.mymedicare.gov,51,26072,2019
account.mymedicare.gov,52,16090,2019
accrualnet.cancer.gov,5,260,2019
accrualnet.cancer.gov,8,118,2019
accrualnet.cancer.gov,12,296,2019
accrualnet.cancer.gov,21,122,2019
accrualnet.cancer.gov,25,110,2019
accrualnet.cancer.gov,38,121,2019
accrualnet.cancer.gov,42,102,2019
acd.od.nih.gov,6,585,2019
acd.od.nih.gov,9,219,2019
acd.od.nih.gov,20,565,2019
acd.od.nih.gov,23,465,2019
acd.od.nih.gov,24,2035,2019
acd.od.nih.gov,25,432,2019
acd.od.nih.gov,34,351,2019
acd.od.nih.gov,49,375,2019
acd.od.nih.gov,50,1833,2019
acd.od.nih.gov,51,251,2019
acf.hhs.gov,1,73473,2019
acf.hhs.gov,2,109963,2019
acf.hhs.gov,3,113696,2019
acf.hhs.gov,4,111007,2019
acf.hhs.gov,5,118475,2019
acf.hhs.gov,6,119966,2019
acf.hhs.gov,7,114155,2019
acf.hhs.gov,8,115222,2019
acf.hhs.gov,9,121034,2019
acf.hhs.gov,10,120024,2019
acf.hhs.gov,11,115368,2019
acf.hhs.gov,12,116790,2019
acf.hhs.gov,13,119373,2019
acf.hhs.gov,14,121587,2019
acf.hhs.gov,15,123245,2019
acf.hhs.gov,16,110750,2019
acf.hhs.gov,17,120954,2019
acf.hhs.gov,18,118797,2019
acf.hhs.gov,19,111825,2019
acf.hhs.gov,20,124243,2019
acf.hhs.gov,21,105623,2019
acf.hhs.gov,22,95924,2019
acf.hhs.gov,23,106544,2019
acf.hhs.gov,24,102725,2019
acf.hhs.gov,25,108645,2019
acf.hhs.gov,26,111530,2019
acf.hhs.gov,27,88430,2019
acf.hhs.gov,28,108027,2019
acf.hhs.gov,29,106922,2019
acf.hhs.gov,30,108190,2019
acf.hhs.gov,31,106914,2019
acf.hhs.gov,32,108335,2019
acf.hhs.gov,33,106135,2019
acf.hhs.gov,34,106921,2019
acf.hhs.gov,35,107997,2019
acf.hhs.gov,36,100140,2019
acf.hhs.gov,37,112749,2019
acf.hhs.gov,38,115430,2019
acf.hhs.gov,39,117075,2019
acf.hhs.gov,40,122041,2019
acf.hhs.gov,41,112340,2019
acf.hhs.gov,42,111087,2019
acf.hhs.gov,43,118780,2019
acf.hhs.gov,44,120993,2019
acf.hhs.gov,45,124420,2019
acf.hhs.gov,46,120738,2019
acf.hhs.gov,47,125387,2019
acf.hhs.gov,48,82490,2019
acf.hhs.gov,49,122396,2019
acf.hhs.gov,50,113034,2019
acf.hhs.gov,51,87790,2019
acf.hhs.gov,52,57449,2019
addiction.surgeongeneral.gov,1,468,2019
addiction.surgeongeneral.gov,2,997,2019
addiction.surgeongeneral.gov,3,954,2019
addiction.surgeongeneral.gov,4,1182,2019
addiction.surgeongeneral.gov,5,1199,2019
addiction.surgeongeneral.gov,6,1372,2019
addiction.surgeongeneral.gov,7,1261,2019
addiction.surgeongeneral.gov,8,1309,2019
addiction.surgeongeneral.gov,9,1374,2019
addiction.surgeongeneral.gov,10,1428,2019
addiction.surgeongeneral.gov,11,1306,2019
addiction.surgeongeneral.gov,12,1408,2019
addiction.surgeongeneral.gov,13,1303,2019
addiction.surgeongeneral.gov,14,1277,2019
addiction.surgeongeneral.gov,15,1350,2019
addiction.surgeongeneral.gov,16,1228,2019
addiction.surgeongeneral.gov,17,1268,2019
addiction.surgeongeneral.gov,18,1178,2019
addiction.surgeongeneral.gov,19,916,2019
addiction.surgeongeneral.gov,20,952,2019
addiction.surgeongeneral.gov,21,682,2019
addiction.surgeongeneral.gov,22,611,2019
addiction.surgeongeneral.gov,23,899,2019
addiction.surgeongeneral.gov,24,1128,2019
addiction.surgeongeneral.gov,25,1040,2019
addiction.surgeongeneral.gov,26,1019,2019
addiction.surgeongeneral.gov,27,1102,2019
addiction.surgeongeneral.gov,28,776,2019
addiction.surgeongeneral.gov,29,1138,2019
addiction.surgeongeneral.gov,30,893,2019
addiction.surgeongeneral.gov,31,869,2019
addiction.surgeongeneral.gov,32,747,2019
addiction.surgeongeneral.gov,33,850,2019
addiction.surgeongeneral.gov,34,906,2019
addiction.surgeongeneral.gov,35,1048,2019
addiction.surgeongeneral.gov,36,1256,2019
addiction.surgeongeneral.gov,37,1305,2019
addiction.surgeongeneral.gov,38,1330,2019
addiction.surgeongeneral.gov,39,1293,2019
addiction.surgeongeneral.gov,40,1212,2019
addiction.surgeongeneral.gov,41,1214,2019
addiction.surgeongeneral.gov,42,1306,2019
addiction.surgeongeneral.gov,43,1250,2019
addiction.surgeongeneral.gov,44,1272,2019
addiction.surgeongeneral.gov,45,1443,2019
addiction.surgeongeneral.gov,46,1494,2019
addiction.surgeongeneral.gov,47,1511,2019
addiction.surgeongeneral.gov,48,1165,2019
addiction.surgeongeneral.gov,49,1470,2019
addiction.surgeongeneral.gov,50,1100,2019
addiction.surgeongeneral.gov,51,584,2019
addictionresearch.nih.gov,2,928,2019
addictionresearch.nih.gov,3,247,2019
addictionresearch.nih.gov,12,1025,2019
addictionresearch.nih.gov,14,105,2019
aghealth.nih.gov,12,129,2019
aghealth.nih.gov,20,224,2019
ahrq.gov,1,63961,2019
ahrq.gov,2,105716,2019
ahrq.gov,3,121020,2019
ahrq.gov,4,123733,2019
ahrq.gov,5,131513,2019
ahrq.gov,6,132981,2019
ahrq.gov,7,133909,2019
ahrq.gov,8,130279,2019
ahrq.gov,9,133334,2019
ahrq.gov,10,134368,2019
ahrq.gov,11,140870,2019
ahrq.gov,12,140285,2019
ahrq.gov,13,144222,2019
ahrq.gov,14,145818,2019
ahrq.gov,15,146325,2019
ahrq.gov,16,129386,2019
ahrq.gov,17,130751,2019
ahrq.gov,18,122622,2019
ahrq.gov,19,118740,2019
ahrq.gov,20,117000,2019
ahrq.gov,21,109927,2019
ahrq.gov,22,107331,2019
ahrq.gov,23,112116,2019
ahrq.gov,24,111729,2019
ahrq.gov,25,110942,2019
ahrq.gov,26,105379,2019
ahrq.gov,27,94462,2019
ahrq.gov,28,107437,2019
ahrq.gov,29,105243,2019
ahrq.gov,30,106180,2019
ahrq.gov,31,101618,2019
ahrq.gov,32,93979,2019
ahrq.gov,33,92557,2019
ahrq.gov,34,96323,2019
ahrq.gov,35,103922,2019
ahrq.gov,36,107596,2019
ahrq.gov,37,123903,2019
ahrq.gov,38,124928,2019
ahrq.gov,39,124378,2019
ahrq.gov,40,120803,2019
ahrq.gov,41,121340,2019
ahrq.gov,42,123857,2019
ahrq.gov,43,123022,2019
ahrq.gov,44,117880,2019
ahrq.gov,45,95675,2019
ahrq.gov,46,115,2019
ahrq.gov,51,19700,2019
ahrq.gov,52,57732,2019
aids.nlm.nih.gov,1,561,2019
aids.nlm.nih.gov,2,897,2019
aids.nlm.nih.gov,3,986,2019
aids.nlm.nih.gov,4,1047,2019
aids.nlm.nih.gov,5,998,2019
aids.nlm.nih.gov,6,1335,2019
aids.nlm.nih.gov,7,1183,2019
aids.nlm.nih.gov,8,1295,2019
aids.nlm.nih.gov,9,1183,2019
aids.nlm.nih.gov,10,1286,2019
aids.nlm.nih.gov,11,1161,2019
aids.nlm.nih.gov,12,887,2019
aids.nlm.nih.gov,13,1053,2019
aids.nlm.nih.gov,14,1191,2019
aids.nlm.nih.gov,15,1011,2019
aids.nlm.nih.gov,16,1050,2019
aids.nlm.nih.gov,17,1206,2019
aids.nlm.nih.gov,18,1125,2019
aids.nlm.nih.gov,19,1091,2019
aids.nlm.nih.gov,20,1252,2019
aids.nlm.nih.gov,21,910,2019
aids.nlm.nih.gov,22,1104,2019
aids.nlm.nih.gov,23,985,2019
aids.nlm.nih.gov,24,1128,2019
aids.nlm.nih.gov,25,1053,2019
aids.nlm.nih.gov,26,1142,2019
aids.nlm.nih.gov,27,1129,2019
aids.nlm.nih.gov,28,1259,2019
aids.nlm.nih.gov,29,1307,2019
aids.nlm.nih.gov,30,1248,2019
aids.nlm.nih.gov,31,1151,2019
aids.nlm.nih.gov,32,1190,2019
aids.nlm.nih.gov,33,1293,2019
aids.nlm.nih.gov,34,1130,2019
aids.nlm.nih.gov,35,1176,2019
aids.nlm.nih.gov,36,1469,2019
aids.nlm.nih.gov,37,1416,2019
aids.nlm.nih.gov,38,1497,2019
aids.nlm.nih.gov,39,1339,2019
aids.nlm.nih.gov,40,1375,2019
aids.nlm.nih.gov,41,1291,2019
aids.nlm.nih.gov,42,1263,2019
aids.nlm.nih.gov,43,1282,2019
aids.nlm.nih.gov,44,1278,2019
aids.nlm.nih.gov,45,1435,2019
aids.nlm.nih.gov,46,1145,2019
aids.nlm.nih.gov,47,1363,2019
aids.nlm.nih.gov,48,1528,2019
aids.nlm.nih.gov,49,1360,2019
aids.nlm.nih.gov,50,1065,2019
aids.nlm.nih.gov,51,612,2019
aids.nlm.nih.gov,52,103,2019
aidsinfo.nih.gov,1,74849,2019
aidsinfo.nih.gov,2,106683,2019
aidsinfo.nih.gov,3,109748,2019
aidsinfo.nih.gov,4,107840,2019
aidsinfo.nih.gov,5,110605,2019
aidsinfo.nih.gov,6,113303,2019
aidsinfo.nih.gov,7,116309,2019
aidsinfo.nih.gov,8,117479,2019
aidsinfo.nih.gov,9,124320,2019
aidsinfo.nih.gov,10,121960,2019
aidsinfo.nih.gov,11,122162,2019
aidsinfo.nih.gov,12,131801,2019
aidsinfo.nih.gov,13,134278,2019
aidsinfo.nih.gov,14,133730,2019
aidsinfo.nih.gov,15,123264,2019
aidsinfo.nih.gov,16,110290,2019
aidsinfo.nih.gov,17,115695,2019
aidsinfo.nih.gov,18,117511,2019
aidsinfo.nih.gov,19,114728,2019
aidsinfo.nih.gov,20,125739,2019
aidsinfo.nih.gov,21,123782,2019
aidsinfo.nih.gov,22,116020,2019
aidsinfo.nih.gov,23,111594,2019
aidsinfo.nih.gov,24,109848,2019
aidsinfo.nih.gov,25,110970,2019
aidsinfo.nih.gov,26,106680,2019
aidsinfo.nih.gov,27,102503,2019
aidsinfo.nih.gov,28,111487,2019
aidsinfo.nih.gov,29,112821,2019
aidsinfo.nih.gov,30,113520,2019
aidsinfo.nih.gov,31,107751,2019
aidsinfo.nih.gov,32,104552,2019
aidsinfo.nih.gov,33,107442,2019
aidsinfo.nih.gov,34,112448,2019
aidsinfo.nih.gov,35,110852,2019
aidsinfo.nih.gov,36,111174,2019
aidsinfo.nih.gov,37,122759,2019
aidsinfo.nih.gov,38,124255,2019
aidsinfo.nih.gov,39,124040,2019
aidsinfo.nih.gov,40,122473,2019
aidsinfo.nih.gov,41,124474,2019
aidsinfo.nih.gov,42,126191,2019
aidsinfo.nih.gov,43,125158,2019
aidsinfo.nih.gov,44,121331,2019
aidsinfo.nih.gov,45,125512,2019
aidsinfo.nih.gov,46,125278,2019
aidsinfo.nih.gov,47,124133,2019
aidsinfo.nih.gov,48,129166,2019
aidsinfo.nih.gov,49,129942,2019
aidsinfo.nih.gov,50,112705,2019
aidsinfo.nih.gov,51,92352,2019
aidsinfo.nih.gov,52,72238,2019
aidv-nccd-bdep.cdc.gov,35,363,2019
aidv-nccd-bdep.cdc.gov,45,392,2019
aidv-nccd-bdep.cdc.gov,48,27797,2019
aidv-nccd-bdep.cdc.gov,49,6578,2019
aidv-nccd-bdep.cdc.gov,50,48649,2019
aidv-nccd-bdep.cdc.gov,51,10290,2019
alcoholpolicy.niaaa.nih.gov,1,2227,2019
alcoholpolicy.niaaa.nih.gov,2,1799,2019
alcoholpolicy.niaaa.nih.gov,3,1926,2019
alcoholpolicy.niaaa.nih.gov,4,1911,2019
alcoholpolicy.niaaa.nih.gov,5,1829,2019
alcoholpolicy.niaaa.nih.gov,6,2011,2019
alcoholpolicy.niaaa.nih.gov,7,1998,2019
alcoholpolicy.niaaa.nih.gov,8,2109,2019
alcoholpolicy.niaaa.nih.gov,9,2188,2019
alcoholpolicy.niaaa.nih.gov,10,2207,2019
alcoholpolicy.niaaa.nih.gov,11,2421,2019
alcoholpolicy.niaaa.nih.gov,12,2397,2019
alcoholpolicy.niaaa.nih.gov,13,2327,2019
alcoholpolicy.niaaa.nih.gov,14,2620,2019
alcoholpolicy.niaaa.nih.gov,15,2298,2019
alcoholpolicy.niaaa.nih.gov,16,2338,2019
alcoholpolicy.niaaa.nih.gov,17,2348,2019
alcoholpolicy.niaaa.nih.gov,18,2425,2019
alcoholpolicy.niaaa.nih.gov,19,2362,2019
alcoholpolicy.niaaa.nih.gov,20,1624,2019
alcoholpolicy.niaaa.nih.gov,21,2204,2019
alcoholpolicy.niaaa.nih.gov,22,2561,2019
alcoholpolicy.niaaa.nih.gov,23,2402,2019
alcoholpolicy.niaaa.nih.gov,24,2453,2019
alcoholpolicy.niaaa.nih.gov,25,2640,2019
alcoholpolicy.niaaa.nih.gov,26,2487,2019
alcoholpolicy.niaaa.nih.gov,27,2979,2019
alcoholpolicy.niaaa.nih.gov,28,2498,2019
alcoholpolicy.niaaa.nih.gov,29,2710,2019
alcoholpolicy.niaaa.nih.gov,30,2861,2019
alcoholpolicy.niaaa.nih.gov,31,2767,2019
alcoholpolicy.niaaa.nih.gov,32,2632,2019
alcoholpolicy.niaaa.nih.gov,33,2567,2019
alcoholpolicy.niaaa.nih.gov,34,2386,2019
alcoholpolicy.niaaa.nih.gov,35,2555,2019
alcoholpolicy.niaaa.nih.gov,36,2627,2019
alcoholpolicy.niaaa.nih.gov,37,2571,2019
alcoholpolicy.niaaa.nih.gov,38,2707,2019
alcoholpolicy.niaaa.nih.gov,39,2685,2019
alcoholpolicy.niaaa.nih.gov,40,2977,2019
alcoholpolicy.niaaa.nih.gov,41,2819,2019
alcoholpolicy.niaaa.nih.gov,42,2668,2019
alcoholpolicy.niaaa.nih.gov,43,2832,2019
alcoholpolicy.niaaa.nih.gov,44,2957,2019
alcoholpolicy.niaaa.nih.gov,45,2732,2019
alcoholpolicy.niaaa.nih.gov,46,2950,2019
alcoholpolicy.niaaa.nih.gov,47,3323,2019
alcoholpolicy.niaaa.nih.gov,48,3231,2019
alcoholpolicy.niaaa.nih.gov,49,2961,2019
alcoholpolicy.niaaa.nih.gov,50,2770,2019
alcoholpolicy.niaaa.nih.gov,51,791,2019
alcoholtreatment.niaaa.nih.gov,1,1276,2019
alcoholtreatment.niaaa.nih.gov,2,1636,2019
alcoholtreatment.niaaa.nih.gov,3,1096,2019
alcoholtreatment.niaaa.nih.gov,4,1135,2019
alcoholtreatment.niaaa.nih.gov,5,1086,2019
alcoholtreatment.niaaa.nih.gov,6,1131,2019
alcoholtreatment.niaaa.nih.gov,7,1144,2019
alcoholtreatment.niaaa.nih.gov,8,1228,2019
alcoholtreatment.niaaa.nih.gov,9,1045,2019
alcoholtreatment.niaaa.nih.gov,10,1026,2019
alcoholtreatment.niaaa.nih.gov,11,1139,2019
alcoholtreatment.niaaa.nih.gov,12,1390,2019
alcoholtreatment.niaaa.nih.gov,13,1346,2019
alcoholtreatment.niaaa.nih.gov,14,1333,2019
alcoholtreatment.niaaa.nih.gov,15,1369,2019
alcoholtreatment.niaaa.nih.gov,16,1347,2019
alcoholtreatment.niaaa.nih.gov,17,1288,2019
alcoholtreatment.niaaa.nih.gov,18,1261,2019
alcoholtreatment.niaaa.nih.gov,19,1214,2019
alcoholtreatment.niaaa.nih.gov,20,1253,2019
alcoholtreatment.niaaa.nih.gov,21,977,2019
alcoholtreatment.niaaa.nih.gov,22,1263,2019
alcoholtreatment.niaaa.nih.gov,23,3017,2019
alcoholtreatment.niaaa.nih.gov,24,1992,2019
alcoholtreatment.niaaa.nih.gov,25,5847,2019
alcoholtreatment.niaaa.nih.gov,26,6684,2019
alcoholtreatment.niaaa.nih.gov,27,2505,2019
alcoholtreatment.niaaa.nih.gov,28,2635,2019
alcoholtreatment.niaaa.nih.gov,29,2787,2019
alcoholtreatment.niaaa.nih.gov,30,2407,2019
alcoholtreatment.niaaa.nih.gov,31,1739,2019
alcoholtreatment.niaaa.nih.gov,32,1201,2019
alcoholtreatment.niaaa.nih.gov,33,1494,2019
alcoholtreatment.niaaa.nih.gov,34,1578,2019
alcoholtreatment.niaaa.nih.gov,35,1744,2019
alcoholtreatment.niaaa.nih.gov,36,1925,2019
alcoholtreatment.niaaa.nih.gov,37,2221,2019
alcoholtreatment.niaaa.nih.gov,38,1690,2019
alcoholtreatment.niaaa.nih.gov,39,1657,2019
alcoholtreatment.niaaa.nih.gov,40,1621,2019
alcoholtreatment.niaaa.nih.gov,41,2051,2019
alcoholtreatment.niaaa.nih.gov,42,1609,2019
alcoholtreatment.niaaa.nih.gov,43,1649,2019
alcoholtreatment.niaaa.nih.gov,44,1553,2019
alcoholtreatment.niaaa.nih.gov,45,1562,2019
alcoholtreatment.niaaa.nih.gov,46,1576,2019
alcoholtreatment.niaaa.nih.gov,47,1537,2019
alcoholtreatment.niaaa.nih.gov,48,1234,2019
alcoholtreatment.niaaa.nih.gov,49,1509,2019
alcoholtreatment.niaaa.nih.gov,50,1632,2019
alcoholtreatment.niaaa.nih.gov,51,1380,2019
alcoholtreatment.niaaa.nih.gov,52,1703,2019
americanindianhealth.nlm.nih.gov,19,977,2019
analysistools.nci.nih.gov,6,304,2019
anatquest.nlm.nih.gov,21,151,2019
antibodies.cancer.gov,2,101,2019
antibodies.cancer.gov,3,105,2019
antibodies.cancer.gov,4,327,2019
antibodies.cancer.gov,21,321,2019
antibodies.cancer.gov,22,212,2019
antibodies.cancer.gov,23,101,2019
antibodies.cancer.gov,29,101,2019
antibodies.cancer.gov,30,114,2019
antibodies.cancer.gov,33,106,2019
antibodies.cancer.gov,34,108,2019
antibodies.cancer.gov,35,219,2019
antibodies.cancer.gov,36,131,2019
antibodies.cancer.gov,37,215,2019
antibodies.cancer.gov,38,343,2019
antibodies.cancer.gov,39,382,2019
antibodies.cancer.gov,40,108,2019
antibodies.cancer.gov,41,469,2019
antibodies.cancer.gov,42,681,2019
antibodies.cancer.gov,43,462,2019
antibodies.cancer.gov,44,688,2019
antibodies.cancer.gov,45,932,2019
antibodies.cancer.gov,46,510,2019
antibodies.cancer.gov,47,520,2019
antibodies.cancer.gov,48,368,2019
antibodies.cancer.gov,49,459,2019
antibodies.cancer.gov,50,485,2019
antibodies.cancer.gov,51,463,2019
antibodies.cancer.gov,52,109,2019
