domain,week,visits
access.fda.gov,50,26536
access.fda.gov,51,28622
access.fda.gov,52,23135
access.fda.gov,53,23394
accessdata.fda.gov,1,224474
accessdata.fda.gov,2,348946
accessdata.fda.gov,3,364078
accessdata.fda.gov,4,343923
accessdata.fda.gov,5,362008
accessdata.fda.gov,6,392155
accessdata.fda.gov,7,404617
accessdata.fda.gov,8,394839
accessdata.fda.gov,9,442378
accessdata.fda.gov,10,435720
accessdata.fda.gov,11,424275
accessdata.fda.gov,12,466500
accessdata.fda.gov,13,592010
accessdata.fda.gov,14,687702
accessdata.fda.gov,15,642142
accessdata.fda.gov,16,632383
accessdata.fda.gov,17,646828
accessdata.fda.gov,18,579957
accessdata.fda.gov,19,554508
accessdata.fda.gov,20,554881
accessdata.fda.gov,21,512084
accessdata.fda.gov,22,452974
accessdata.fda.gov,23,461174
accessdata.fda.gov,24,447207
accessdata.fda.gov,25,470108
accessdata.fda.gov,26,443646
accessdata.fda.gov,27,401473
accessdata.fda.gov,28,434700
accessdata.fda.gov,29,434191
accessdata.fda.gov,30,433442
accessdata.fda.gov,31,445494
accessdata.fda.gov,32,455919
accessdata.fda.gov,33,419023
accessdata.fda.gov,34,412716
accessdata.fda.gov,35,430499
accessdata.fda.gov,36,415119
accessdata.fda.gov,37,406423
accessdata.fda.gov,38,452115
accessdata.fda.gov,39,450595
accessdata.fda.gov,40,416509
accessdata.fda.gov,41,455641
accessdata.fda.gov,42,423727
accessdata.fda.gov,43,440946
accessdata.fda.gov,44,431682
accessdata.fda.gov,45,420927
accessdata.fda.gov,46,429176
accessdata.fda.gov,47,441819
accessdata.fda.gov,48,363444
accessdata.fda.gov,49,448720
accessdata.fda.gov,50,463684
accessdata.fda.gov,51,416517
accessdata.fda.gov,52,309514
accessdata.fda.gov,53,268588
accessgudid.nlm.nih.gov,1,22639
accessgudid.nlm.nih.gov,2,33865
accessgudid.nlm.nih.gov,3,33332
accessgudid.nlm.nih.gov,4,33646
accessgudid.nlm.nih.gov,5,35946
accessgudid.nlm.nih.gov,6,35819
accessgudid.nlm.nih.gov,7,36025
accessgudid.nlm.nih.gov,8,35617
accessgudid.nlm.nih.gov,9,37760
accessgudid.nlm.nih.gov,10,36660
accessgudid.nlm.nih.gov,11,34909
accessgudid.nlm.nih.gov,12,33961
accessgudid.nlm.nih.gov,13,31606
accessgudid.nlm.nih.gov,14,32448
accessgudid.nlm.nih.gov,15,28186
accessgudid.nlm.nih.gov,16,30447
accessgudid.nlm.nih.gov,17,32368
accessgudid.nlm.nih.gov,18,29172
accessgudid.nlm.nih.gov,19,28994
accessgudid.nlm.nih.gov,20,29416
accessgudid.nlm.nih.gov,21,28410
accessgudid.nlm.nih.gov,22,25879
accessgudid.nlm.nih.gov,23,29286
accessgudid.nlm.nih.gov,24,31138
accessgudid.nlm.nih.gov,25,31383
accessgudid.nlm.nih.gov,26,30717
accessgudid.nlm.nih.gov,27,27351
accessgudid.nlm.nih.gov,28,31402
accessgudid.nlm.nih.gov,29,32563
accessgudid.nlm.nih.gov,30,32148
accessgudid.nlm.nih.gov,31,32248
accessgudid.nlm.nih.gov,32,30923
accessgudid.nlm.nih.gov,33,32064
accessgudid.nlm.nih.gov,34,32225
accessgudid.nlm.nih.gov,35,32402
accessgudid.nlm.nih.gov,36,32380
accessgudid.nlm.nih.gov,37,29677
accessgudid.nlm.nih.gov,38,34585
accessgudid.nlm.nih.gov,39,34050
accessgudid.nlm.nih.gov,40,32557
accessgudid.nlm.nih.gov,41,33900
accessgudid.nlm.nih.gov,42,33402
accessgudid.nlm.nih.gov,43,35452
accessgudid.nlm.nih.gov,44,34421
accessgudid.nlm.nih.gov,45,33151
accessgudid.nlm.nih.gov,46,33197
accessgudid.nlm.nih.gov,47,35057
accessgudid.nlm.nih.gov,48,25149
accessgudid.nlm.nih.gov,49,33438
accessgudid.nlm.nih.gov,50,32827
accessgudid.nlm.nih.gov,51,30249
accessgudid.nlm.nih.gov,52,20065
accessgudid.nlm.nih.gov,53,18978
account.mymedicare.gov,1,31339
account.mymedicare.gov,2,41909
account.mymedicare.gov,3,40482
account.mymedicare.gov,4,35124
account.mymedicare.gov,5,30655
account.mymedicare.gov,6,28249
account.mymedicare.gov,7,27500
account.mymedicare.gov,8,29400
account.mymedicare.gov,9,35150
account.mymedicare.gov,10,28269
account.mymedicare.gov,11,26200
account.mymedicare.gov,12,21111
account.mymedicare.gov,13,21587
account.mymedicare.gov,14,21445
account.mymedicare.gov,15,18756
account.mymedicare.gov,16,22495
account.mymedicare.gov,17,21489
account.mymedicare.gov,18,21507
account.mymedicare.gov,19,21366
account.mymedicare.gov,20,21225
account.mymedicare.gov,21,21000
account.mymedicare.gov,22,18863
account.mymedicare.gov,23,19498
account.mymedicare.gov,24,20842
account.mymedicare.gov,25,21141
account.mymedicare.gov,26,22256
account.mymedicare.gov,27,20139
account.mymedicare.gov,28,22010
account.mymedicare.gov,29,211646
account.mymedicare.gov,30,375849
account.mymedicare.gov,31,340776
account.mymedicare.gov,32,562267
account.mymedicare.gov,33,451532
account.mymedicare.gov,34,380759
account.mymedicare.gov,35,346794
account.mymedicare.gov,36,380746
account.mymedicare.gov,37,539951
account.mymedicare.gov,38,416161
account.mymedicare.gov,39,431880
account.mymedicare.gov,40,571843
account.mymedicare.gov,41,793200
account.mymedicare.gov,42,859660
account.mymedicare.gov,43,951302
account.mymedicare.gov,44,852991
account.mymedicare.gov,45,862225
account.mymedicare.gov,46,934294
account.mymedicare.gov,47,951239
account.mymedicare.gov,48,734195
account.mymedicare.gov,49,1405639
account.mymedicare.gov,50,929867
account.mymedicare.gov,51,471892
account.mymedicare.gov,52,319646
account.mymedicare.gov,53,382717
account.ncbi.nlm.nih.gov,53,114
acd.od.nih.gov,2,205
acd.od.nih.gov,6,112
acd.od.nih.gov,24,1467
acd.od.nih.gov,25,288
acd.od.nih.gov,44,133
acd.od.nih.gov,49,559
acd.od.nih.gov,50,1594
acd.od.nih.gov,51,102
acf.hhs.gov,1,82673
acf.hhs.gov,2,120842
acf.hhs.gov,3,123452
acf.hhs.gov,4,121346
acf.hhs.gov,5,131713
acf.hhs.gov,6,137002
acf.hhs.gov,7,128667
acf.hhs.gov,8,131658
acf.hhs.gov,9,140736
acf.hhs.gov,10,132674
acf.hhs.gov,11,124683
acf.hhs.gov,12,137972
acf.hhs.gov,13,177238
acf.hhs.gov,14,199645
acf.hhs.gov,15,183902
acf.hhs.gov,16,209835
acf.hhs.gov,17,181964
acf.hhs.gov,18,170819
acf.hhs.gov,19,150428
acf.hhs.gov,20,145695
acf.hhs.gov,21,131991
acf.hhs.gov,22,113472
acf.hhs.gov,23,120185
acf.hhs.gov,24,129294
acf.hhs.gov,25,119830
acf.hhs.gov,26,148527
acf.hhs.gov,27,109727
acf.hhs.gov,28,105587
acf.hhs.gov,29,117372
acf.hhs.gov,30,123716
acf.hhs.gov,31,127665
acf.hhs.gov,32,108885
acf.hhs.gov,33,131923
acf.hhs.gov,34,119232
acf.hhs.gov,35,123660
acf.hhs.gov,36,123457
acf.hhs.gov,37,117661
acf.hhs.gov,38,125994
acf.hhs.gov,39,128446
acf.hhs.gov,40,131900
acf.hhs.gov,41,129954
acf.hhs.gov,42,129308
acf.hhs.gov,43,135973
acf.hhs.gov,44,138217
acf.hhs.gov,45,131605
acf.hhs.gov,46,134979
acf.hhs.gov,47,137788
acf.hhs.gov,48,100873
acf.hhs.gov,49,165381
acf.hhs.gov,50,131780
acf.hhs.gov,51,114047
acf.hhs.gov,52,72950
acf.hhs.gov,53,63819
acl.gov,34,3699
acl.gov,35,25400
acl.gov,36,30193
acl.gov,37,26752
acl.gov,38,27895
acl.gov,39,29694
acl.gov,40,25261
acl.gov,41,29748
acl.gov,42,26217
acl.gov,43,28395
acl.gov,44,31611
acl.gov,45,25946
acl.gov,46,27560
acl.gov,47,34008
acl.gov,48,18996
acl.gov,49,28889
acl.gov,50,25941
acl.gov,51,25455
acl.gov,52,19828
acl.gov,53,18654
addiction.surgeongeneral.gov,1,353
addiction.surgeongeneral.gov,2,1061
addiction.surgeongeneral.gov,3,972
addiction.surgeongeneral.gov,4,1027
addiction.surgeongeneral.gov,5,1198
addiction.surgeongeneral.gov,6,1498
addiction.surgeongeneral.gov,7,1453
addiction.surgeongeneral.gov,8,1487
addiction.surgeongeneral.gov,9,1601
addiction.surgeongeneral.gov,10,1441
addiction.surgeongeneral.gov,11,1420
addiction.surgeongeneral.gov,12,1098
addiction.surgeongeneral.gov,13,1238
addiction.surgeongeneral.gov,14,1278
addiction.surgeongeneral.gov,15,3197
addiction.surgeongeneral.gov,16,1392
addiction.surgeongeneral.gov,17,1286
addiction.surgeongeneral.gov,18,1387
addiction.surgeongeneral.gov,19,1014
addiction.surgeongeneral.gov,20,896
addiction.surgeongeneral.gov,21,655
addiction.surgeongeneral.gov,22,497
addiction.surgeongeneral.gov,23,641
addiction.surgeongeneral.gov,24,746
addiction.surgeongeneral.gov,25,707
addiction.surgeongeneral.gov,26,934
addiction.surgeongeneral.gov,27,715
addiction.surgeongeneral.gov,28,811
addiction.surgeongeneral.gov,29,869
addiction.surgeongeneral.gov,30,861
addiction.surgeongeneral.gov,31,857
addiction.surgeongeneral.gov,32,784
addiction.surgeongeneral.gov,33,820
addiction.surgeongeneral.gov,34,1117
addiction.surgeongeneral.gov,35,1146
addiction.surgeongeneral.gov,36,1058
addiction.surgeongeneral.gov,37,1379
addiction.surgeongeneral.gov,38,1627
addiction.surgeongeneral.gov,39,1644
addiction.surgeongeneral.gov,40,1696
addiction.surgeongeneral.gov,41,1713
addiction.surgeongeneral.gov,42,1732
addiction.surgeongeneral.gov,43,1850
addiction.surgeongeneral.gov,44,1817
addiction.surgeongeneral.gov,45,1809
addiction.surgeongeneral.gov,46,2002
addiction.surgeongeneral.gov,47,2028
addiction.surgeongeneral.gov,48,1505
addiction.surgeongeneral.gov,49,1880
addiction.surgeongeneral.gov,50,1518
addiction.surgeongeneral.gov,51,1029
addiction.surgeongeneral.gov,52,376
addiction.surgeongeneral.gov,53,334
addictionresearch.nih.gov,43,105
afni.nimh.nih.gov,41,329
afni.nimh.nih.gov,42,667
afni.nimh.nih.gov,43,500
afni.nimh.nih.gov,44,682
afni.nimh.nih.gov,45,613
afni.nimh.nih.gov,46,589
afni.nimh.nih.gov,47,484
afni.nimh.nih.gov,48,113
afni.nimh.nih.gov,49,459
afni.nimh.nih.gov,50,333
afni.nimh.nih.gov,51,464
agid.acl.gov,42,1626
agid.acl.gov,43,1584
agid.acl.gov,44,634
agid.acl.gov,45,881
agid.acl.gov,46,1788
agid.acl.gov,47,1946
agid.acl.gov,48,2110
agid.acl.gov,49,2086
agid.acl.gov,50,2303
agid.acl.gov,51,2048
agid.acl.gov,52,579
agid.acl.gov,53,795
agingstats.gov,44,299
agingstats.gov,49,126
ahead.hiv.gov,34,2275
ahead.hiv.gov,35,457
ahead.hiv.gov,36,448
ahead.hiv.gov,37,120
ahead.hiv.gov,39,222
ahead.hiv.gov,41,127
ahead.hiv.gov,43,114
ahead.hiv.gov,49,534
ahrq.gov,1,73836
ahrq.gov,2,114180
ahrq.gov,3,127133
ahrq.gov,4,131858
ahrq.gov,5,136045
ahrq.gov,6,145841
ahrq.gov,7,147449
ahrq.gov,8,147178
ahrq.gov,9,147549
ahrq.gov,10,144855
ahrq.gov,11,137181
ahrq.gov,12,116043
ahrq.gov,13,127006
ahrq.gov,14,127937
ahrq.gov,15,132407
ahrq.gov,16,143972
ahrq.gov,17,146962
ahrq.gov,18,134556
ahrq.gov,19,117599
ahrq.gov,20,120417
ahrq.gov,21,117902
ahrq.gov,22,119294
ahrq.gov,23,122912
ahrq.gov,24,120401
ahrq.gov,25,115151
ahrq.gov,26,124005
ahrq.gov,27,110480
ahrq.gov,28,122871
ahrq.gov,29,129573
ahrq.gov,30,122806
ahrq.gov,31,119209
ahrq.gov,32,116735
ahrq.gov,33,117670
ahrq.gov,34,114989
ahrq.gov,35,120802
ahrq.gov,36,131639
ahrq.gov,37,141750
ahrq.gov,38,155323
ahrq.gov,39,152787
ahrq.gov,40,153190
ahrq.gov,41,162274
ahrq.gov,42,163963
ahrq.gov,43,158561
ahrq.gov,44,159827
ahrq.gov,45,175617
ahrq.gov,46,179193
ahrq.gov,47,151212
ahrq.gov,48,122342
ahrq.gov,49,140405
ahrq.gov,50,119149
ahrq.gov,51,102559
ahrq.gov,52,69080
ahrq.gov,53,81366
aids.nlm.nih.gov,1,207
aids.nlm.nih.gov,2,696
aids.nlm.nih.gov,3,1237
aids.nlm.nih.gov,4,1122
aids.nlm.nih.gov,5,1119
aids.nlm.nih.gov,6,1208
aids.nlm.nih.gov,7,1022
aids.nlm.nih.gov,8,1134
aids.nlm.nih.gov,9,1304
aids.nlm.nih.gov,10,1264
aids.nlm.nih.gov,11,1072
aids.nlm.nih.gov,12,948
aids.nlm.nih.gov,13,930
aids.nlm.nih.gov,14,904
aids.nlm.nih.gov,15,849
aids.nlm.nih.gov,16,990
aids.nlm.nih.gov,17,1093
aids.nlm.nih.gov,18,889
aids.nlm.nih.gov,19,1086
aids.nlm.nih.gov,20,996
aids.nlm.nih.gov,21,913
aids.nlm.nih.gov,22,664
aids.nlm.nih.gov,23,610
aids.nlm.nih.gov,24,578
aids.nlm.nih.gov,25,519
aids.nlm.nih.gov,26,577
aids.nlm.nih.gov,27,474
aids.nlm.nih.gov,28,566
aids.nlm.nih.gov,29,586
aids.nlm.nih.gov,30,362
aids.nlm.nih.gov,31,336
aids.nlm.nih.gov,32,102
aids.nlm.nih.gov,33,381
aids.nlm.nih.gov,34,212
aids.nlm.nih.gov,35,474
aids.nlm.nih.gov,36,512
aids.nlm.nih.gov,37,680
aids.nlm.nih.gov,38,149
aidsinfo.nih.gov,1,82649
aidsinfo.nih.gov,2,106308
aidsinfo.nih.gov,3,109334
aidsinfo.nih.gov,4,114257
aidsinfo.nih.gov,5,120601
aidsinfo.nih.gov,6,129495
aidsinfo.nih.gov,7,123440
aidsinfo.nih.gov,8,120592
aidsinfo.nih.gov,9,134537
aidsinfo.nih.gov,10,132773
aidsinfo.nih.gov,11,134222
aidsinfo.nih.gov,12,141392
aidsinfo.nih.gov,13,157771
aidsinfo.nih.gov,14,150176
aidsinfo.nih.gov,15,131406
aidsinfo.nih.gov,16,132624
aidsinfo.nih.gov,17,130545
aidsinfo.nih.gov,18,115598
aidsinfo.nih.gov,19,106140
aidsinfo.nih.gov,20,94596
aidsinfo.nih.gov,21,89047
aidsinfo.nih.gov,22,80392
aidsinfo.nih.gov,23,80391
aidsinfo.nih.gov,24,83917
aidsinfo.nih.gov,25,83767
aidsinfo.nih.gov,26,86850
aidsinfo.nih.gov,27,80008
aidsinfo.nih.gov,28,84072
aidsinfo.nih.gov,29,85126
aidsinfo.nih.gov,30,84630
aidsinfo.nih.gov,31,83853
aidsinfo.nih.gov,32,83184
aidsinfo.nih.gov,33,83246
aidsinfo.nih.gov,34,83668
aidsinfo.nih.gov,35,84599
aidsinfo.nih.gov,36,87712
aidsinfo.nih.gov,37,90667
aidsinfo.nih.gov,38,11084
aidv-nccd-bdep.cdc.gov,26,746
aidv-nccd-bdep.cdc.gov,30,476
aidv-nccd-bdep.cdc.gov,31,243
aidv-nccd-bdep.cdc.gov,34,512
aidv-nccd-bdep.cdc.gov,35,1682
aidv-nccd-bdep.cdc.gov,38,468
aidv-nccd-bdep.cdc.gov,39,2191
aidv-nccd-bdep.cdc.gov,41,692
alcoholpolicy.niaaa.nih.gov,2,2957
alcoholpolicy.niaaa.nih.gov,3,3119
alcoholpolicy.niaaa.nih.gov,4,3222
alcoholpolicy.niaaa.nih.gov,5,3123
alcoholpolicy.niaaa.nih.gov,6,3235
alcoholpolicy.niaaa.nih.gov,7,3503
alcoholpolicy.niaaa.nih.gov,8,3638
alcoholpolicy.niaaa.nih.gov,9,4055
alcoholpolicy.niaaa.nih.gov,10,3849
alcoholpolicy.niaaa.nih.gov,11,3235
alcoholpolicy.niaaa.nih.gov,12,2255
alcoholpolicy.niaaa.nih.gov,13,2174
alcoholpolicy.niaaa.nih.gov,14,2264
alcoholpolicy.niaaa.nih.gov,15,2262
alcoholpolicy.niaaa.nih.gov,16,2847
alcoholpolicy.niaaa.nih.gov,17,2538
alcoholpolicy.niaaa.nih.gov,18,3037
alcoholpolicy.niaaa.nih.gov,19,3016
alcoholpolicy.niaaa.nih.gov,20,2977
alcoholpolicy.niaaa.nih.gov,21,3237
alcoholpolicy.niaaa.nih.gov,22,3149
alcoholpolicy.niaaa.nih.gov,23,3464
alcoholpolicy.niaaa.nih.gov,24,3979
alcoholpolicy.niaaa.nih.gov,25,4099
alcoholpolicy.niaaa.nih.gov,26,4090
alcoholpolicy.niaaa.nih.gov,27,4178
alcoholpolicy.niaaa.nih.gov,28,3912
alcoholpolicy.niaaa.nih.gov,29,4195
alcoholpolicy.niaaa.nih.gov,30,4634
alcoholpolicy.niaaa.nih.gov,31,4785
alcoholpolicy.niaaa.nih.gov,32,5580
alcoholpolicy.niaaa.nih.gov,33,6198
alcoholpolicy.niaaa.nih.gov,34,7390
alcoholpolicy.niaaa.nih.gov,35,6159
alcoholpolicy.niaaa.nih.gov,36,5169
alcoholpolicy.niaaa.nih.gov,37,4857
alcoholpolicy.niaaa.nih.gov,38,4772
alcoholpolicy.niaaa.nih.gov,39,4820
alcoholpolicy.niaaa.nih.gov,40,4595
alcoholpolicy.niaaa.nih.gov,41,4109
alcoholpolicy.niaaa.nih.gov,42,3777
alcoholpolicy.niaaa.nih.gov,43,4579
alcoholpolicy.niaaa.nih.gov,44,4273
alcoholpolicy.niaaa.nih.gov,45,3894
alcoholpolicy.niaaa.nih.gov,46,3934
alcoholpolicy.niaaa.nih.gov,47,3837
alcoholpolicy.niaaa.nih.gov,48,3093
alcoholpolicy.niaaa.nih.gov,49,3421
alcoholpolicy.niaaa.nih.gov,50,3225
alcoholpolicy.niaaa.nih.gov,51,3175
alcoholpolicy.niaaa.nih.gov,52,2994
alcoholpolicy.niaaa.nih.gov,53,3915
alcoholtreatment.niaaa.nih.gov,1,3951
alcoholtreatment.niaaa.nih.gov,2,3956
alcoholtreatment.niaaa.nih.gov,3,1971
alcoholtreatment.niaaa.nih.gov,4,1666
alcoholtreatment.niaaa.nih.gov,5,2065
alcoholtreatment.niaaa.nih.gov,6,1883
alcoholtreatment.niaaa.nih.gov,7,1883
alcoholtreatment.niaaa.nih.gov,8,1801
alcoholtreatment.niaaa.nih.gov,9,1823
alcoholtreatment.niaaa.nih.gov,10,1691
alcoholtreatment.niaaa.nih.gov,11,1593
alcoholtreatment.niaaa.nih.gov,12,1233
alcoholtreatment.niaaa.nih.gov,13,1324
alcoholtreatment.niaaa.nih.gov,14,1358
alcoholtreatment.niaaa.nih.gov,15,1384
alcoholtreatment.niaaa.nih.gov,16,2834
alcoholtreatment.niaaa.nih.gov,17,1588
alcoholtreatment.niaaa.nih.gov,18,1991
alcoholtreatment.niaaa.nih.gov,19,1392
alcoholtreatment.niaaa.nih.gov,20,1443
alcoholtreatment.niaaa.nih.gov,21,1377
alcoholtreatment.niaaa.nih.gov,22,1627
alcoholtreatment.niaaa.nih.gov,23,1123
alcoholtreatment.niaaa.nih.gov,24,1793
alcoholtreatment.niaaa.nih.gov,25,4228
alcoholtreatment.niaaa.nih.gov,26,4429
alcoholtreatment.niaaa.nih.gov,27,4131
alcoholtreatment.niaaa.nih.gov,28,3669
alcoholtreatment.niaaa.nih.gov,29,3042
alcoholtreatment.niaaa.nih.gov,30,5059
alcoholtreatment.niaaa.nih.gov,31,1263
alcoholtreatment.niaaa.nih.gov,32,1169
alcoholtreatment.niaaa.nih.gov,33,1487
alcoholtreatment.niaaa.nih.gov,34,1246
alcoholtreatment.niaaa.nih.gov,35,1615
alcoholtreatment.niaaa.nih.gov,36,1329
alcoholtreatment.niaaa.nih.gov,37,1297
alcoholtreatment.niaaa.nih.gov,38,1287
alcoholtreatment.niaaa.nih.gov,39,1406
alcoholtreatment.niaaa.nih.gov,40,1490
alcoholtreatment.niaaa.nih.gov,41,1334
alcoholtreatment.niaaa.nih.gov,42,1377
alcoholtreatment.niaaa.nih.gov,43,1687
alcoholtreatment.niaaa.nih.gov,44,1486
alcoholtreatment.niaaa.nih.gov,45,1519
alcoholtreatment.niaaa.nih.gov,46,1609
alcoholtreatment.niaaa.nih.gov,47,1561
alcoholtreatment.niaaa.nih.gov,48,1388
alcoholtreatment.niaaa.nih.gov,49,1636
alcoholtreatment.niaaa.nih.gov,50,1316
alcoholtreatment.niaaa.nih.gov,51,1153
alcoholtreatment.niaaa.nih.gov,52,759
alcoholtreatment.niaaa.nih.gov,53,1199
allofus.nih.gov,38,1605
allofus.nih.gov,39,6230
allofus.nih.gov,40,5018
allofus.nih.gov,41,4593
allofus.nih.gov,42,4547
allofus.nih.gov,43,6787
allofus.nih.gov,44,5754
allofus.nih.gov,45,4603
allofus.nih.gov,46,6375
allofus.nih.gov,47,6832
allofus.nih.gov,48,3605
allofus.nih.gov,49,4850
allofus.nih.gov,50,25561
allofus.nih.gov,51,8118
allofus.nih.gov,52,3331
allofus.nih.gov,53,2861
alpha.bhwnextgentest.hrsa.gov,42,109
alpha.bhwnextgentest.hrsa.gov,43,197
alpha.bhwnextgentest.hrsa.gov,51,512
alpha.bhwnextgentest.hrsa.gov,53,109
analysistools-stage.cancer.gov,29,114
antibodies.cancer.gov,1,102
antibodies.cancer.gov,2,257
antibodies.cancer.gov,3,747
antibodies.cancer.gov,4,466
antibodies.cancer.gov,5,317
antibodies.cancer.gov,6,550
antibodies.cancer.gov,7,526
antibodies.cancer.gov,8,819
antibodies.cancer.gov,9,580
antibodies.cancer.gov,10,582
antibodies.cancer.gov,11,484
antibodies.cancer.gov,12,461
antibodies.cancer.gov,13,352
antibodies.cancer.gov,14,493
antibodies.cancer.gov,15,836
antibodies.cancer.gov,16,472
antibodies.cancer.gov,17,563
antibodies.cancer.gov,18,1038
antibodies.cancer.gov,19,887
antibodies.cancer.gov,20,896
antibodies.cancer.gov,21,865
antibodies.cancer.gov,22,518
antibodies.cancer.gov,23,103
antibodies.cancer.gov,25,320
antibodies.cancer.gov,28,108
antibodies.cancer.gov,29,111
antibodies.cancer.gov,32,107
antibodies.cancer.gov,38,102
antibodies.cancer.gov,41,205
antibodies.cancer.gov,42,354
antibodies.cancer.gov,43,387
antibodies.cancer.gov,44,487
antibodies.cancer.gov,45,111
antibodies.cancer.gov,46,228
antibodies.cancer.gov,47,226
antibodies.cancer.gov,48,102
antibodies.cancer.gov,49,232
antibodies.cancer.gov,50,242
antibodies.cancer.gov,51,214
applications.cpfp.cancer.gov,2,265
applications.cpfp.cancer.gov,3,233
applications.cpfp.cancer.gov,4,227
applications.cpfp.cancer.gov,19,1531
applications.cpfp.cancer.gov,23,110
applications.cpfp.cancer.gov,25,752
applications.cpfp.cancer.gov,31,120
applications.cpfp.cancer.gov,33,1123
applications.cpfp.cancer.gov,34,782
applications.cpfp.cancer.gov,35,140
