domain,week,visits
docline.gov,7,28815
docline.gov,8,26793
docline.gov,9,25511
docline.gov,10,12236
docline.gov,11,7965
docline.gov,12,6922
docline.gov,13,6262
docline.gov,14,5912
docline.gov,15,5659
docline.gov,16,5243
docline.gov,17,4867
docline.gov,18,5028
docline.gov,19,4738
docline.gov,20,4668
docline.gov,21,4160
docline.gov,22,3816
docline.gov,23,3993
docline.gov,24,3872
docline.gov,25,3776
docline.gov,26,3643
docline.gov,27,2123
docline.gov,28,2430
docline.gov,29,2161
docline.gov,30,2009
docline.gov,31,2397
docline.gov,32,1808
docline.gov,33,301
donaciondeorganos.gov,47,3356
donaciondeorganos.gov,51,443
donaciondeorganos.gov,52,703
drugabuse.gov,1,536354
drugabuse.gov,2,733824
drugabuse.gov,3,733846
drugabuse.gov,4,695246
drugabuse.gov,5,708910
drugabuse.gov,6,751915
drugabuse.gov,7,752354
drugabuse.gov,8,794030
drugabuse.gov,9,837102
drugabuse.gov,10,851306
drugabuse.gov,11,812773
drugabuse.gov,12,874025
drugabuse.gov,13,889821
drugabuse.gov,14,888031
drugabuse.gov,15,888351
drugabuse.gov,16,787538
drugabuse.gov,17,860925
drugabuse.gov,18,871013
drugabuse.gov,19,882144
drugabuse.gov,20,891455
drugabuse.gov,21,827939
drugabuse.gov,22,795099
drugabuse.gov,23,802957
drugabuse.gov,24,771720
drugabuse.gov,25,741125
drugabuse.gov,26,713357
drugabuse.gov,27,745366
drugabuse.gov,28,708119
drugabuse.gov,29,706948
drugabuse.gov,30,697091
drugabuse.gov,31,718190
drugabuse.gov,32,708228
drugabuse.gov,33,716873
drugabuse.gov,34,748273
drugabuse.gov,35,836212
drugabuse.gov,36,823097
drugabuse.gov,37,879643
drugabuse.gov,38,894770
drugabuse.gov,39,931651
drugabuse.gov,40,941042
drugabuse.gov,41,962956
drugabuse.gov,42,984374
drugabuse.gov,43,987010
drugabuse.gov,44,938816
drugabuse.gov,45,981999
drugabuse.gov,46,1011359
drugabuse.gov,47,1018604
drugabuse.gov,48,802709
drugabuse.gov,49,896872
drugabuse.gov,50,826248
drugabuse.gov,51,610033
drugabuse.gov,52,488913
fda.gov,1,2085915
fda.gov,2,1551008
fda.gov,3,1906145
fda.gov,4,1920307
fda.gov,5,1977546
fda.gov,6,1750479
fda.gov,7,1637611
fda.gov,8,1576621
fda.gov,9,2016232
fda.gov,10,2105008
fda.gov,11,1669824
fda.gov,12,2068520
fda.gov,13,1745413
fda.gov,14,1685278
fda.gov,15,1804499
fda.gov,16,2263293
fda.gov,17,1865682
fda.gov,18,1866844
fda.gov,19,1649044
fda.gov,20,1632540
fda.gov,21,1602037
fda.gov,22,1439190
fda.gov,23,1467798
fda.gov,24,1662272
fda.gov,25,1664764
fda.gov,26,2785278
fda.gov,27,2186027
fda.gov,28,1854367
fda.gov,29,1948637
fda.gov,30,1718764
fda.gov,31,1521042
fda.gov,32,1452539
fda.gov,33,1607031
fda.gov,34,1511101
fda.gov,35,1516645
fda.gov,36,1672419
fda.gov,37,1966013
fda.gov,38,2008786
fda.gov,39,2873740
fda.gov,40,2168897
fda.gov,41,1909134
fda.gov,42,1813044
fda.gov,43,2053961
fda.gov,44,1886430
fda.gov,45,1889186
fda.gov,46,1812551
fda.gov,47,1868697
fda.gov,48,1698718
fda.gov,49,1765673
fda.gov,50,1715865
fda.gov,51,1468502
fda.gov,52,1972001
findtreatment.gov,44,38104
findtreatment.gov,45,14114
findtreatment.gov,46,9430
findtreatment.gov,47,7741
findtreatment.gov,48,4885
findtreatment.gov,49,6432
findtreatment.gov,50,5791
findtreatment.gov,51,5182
findtreatment.gov,52,3961
foodsafety.gov,1,143340
foodsafety.gov,2,156220
foodsafety.gov,3,151397
foodsafety.gov,4,143366
foodsafety.gov,5,159983
foodsafety.gov,6,146671
foodsafety.gov,7,137875
foodsafety.gov,8,138867
foodsafety.gov,9,144069
foodsafety.gov,10,124076
foodsafety.gov,11,126451
foodsafety.gov,12,127669
foodsafety.gov,13,128865
foodsafety.gov,14,125456
foodsafety.gov,15,137003
foodsafety.gov,16,211127
foodsafety.gov,17,145080
foodsafety.gov,18,134926
foodsafety.gov,19,128406
foodsafety.gov,20,127299
foodsafety.gov,21,125735
foodsafety.gov,22,119566
foodsafety.gov,23,115028
foodsafety.gov,24,97975
foodsafety.gov,25,106188
foodsafety.gov,26,88043
foodsafety.gov,27,87434
foodsafety.gov,28,84428
foodsafety.gov,29,92846
foodsafety.gov,30,98773
foodsafety.gov,31,72710
foodsafety.gov,32,67301
foodsafety.gov,33,80564
foodsafety.gov,34,84572
foodsafety.gov,35,89684
foodsafety.gov,36,99587
foodsafety.gov,37,100827
foodsafety.gov,38,91051
foodsafety.gov,39,86979
foodsafety.gov,40,82227
foodsafety.gov,41,108887
foodsafety.gov,42,89853
foodsafety.gov,43,87788
foodsafety.gov,44,91630
foodsafety.gov,45,76996
foodsafety.gov,46,64901
foodsafety.gov,47,82522
foodsafety.gov,48,113623
foodsafety.gov,49,58223
foodsafety.gov,50,53577
foodsafety.gov,51,54355
foodsafety.gov,52,69087
girlshealth.gov,1,37012
girlshealth.gov,2,46026
girlshealth.gov,3,49104
girlshealth.gov,4,48330
girlshealth.gov,5,46769
girlshealth.gov,6,48698
girlshealth.gov,7,47345
girlshealth.gov,8,50782
girlshealth.gov,9,52416
girlshealth.gov,10,55359
girlshealth.gov,11,57811
girlshealth.gov,12,61597
girlshealth.gov,13,62234
girlshealth.gov,14,61027
girlshealth.gov,15,61247
girlshealth.gov,16,57668
girlshealth.gov,17,72629
girlshealth.gov,18,60215
girlshealth.gov,19,57387
girlshealth.gov,20,58210
girlshealth.gov,21,54585
girlshealth.gov,22,51704
girlshealth.gov,23,54280
girlshealth.gov,24,55744
girlshealth.gov,25,56134
girlshealth.gov,26,54611
girlshealth.gov,27,50507
girlshealth.gov,28,52170
girlshealth.gov,29,50938
girlshealth.gov,30,44492
girlshealth.gov,31,44086
girlshealth.gov,32,41670
girlshealth.gov,33,41301
girlshealth.gov,34,40919
girlshealth.gov,35,37253
girlshealth.gov,36,38291
girlshealth.gov,37,38660
girlshealth.gov,38,39449
girlshealth.gov,39,37125
girlshealth.gov,40,36996
girlshealth.gov,41,38138
girlshealth.gov,42,39104
girlshealth.gov,43,37456
girlshealth.gov,44,37596
girlshealth.gov,45,39124
girlshealth.gov,46,39320
girlshealth.gov,47,39664
girlshealth.gov,48,35899
girlshealth.gov,49,39443
girlshealth.gov,50,36966
girlshealth.gov,51,30468
girlshealth.gov,52,29202
health.gov,1,57948
health.gov,2,90045
health.gov,3,100218
health.gov,4,101291
health.gov,5,101883
health.gov,6,112177
health.gov,7,100769
health.gov,8,103057
health.gov,9,106647
health.gov,10,100461
health.gov,11,106580
health.gov,12,105011
health.gov,13,110763
health.gov,14,112820
health.gov,15,112012
health.gov,16,100575
health.gov,17,106864
health.gov,18,101815
health.gov,19,96495
health.gov,20,99594
health.gov,21,99764
health.gov,22,94707
health.gov,23,100452
health.gov,24,103942
health.gov,25,103112
health.gov,26,101945
health.gov,27,91183
health.gov,28,98354
health.gov,29,98228
health.gov,30,95840
health.gov,31,87463
health.gov,32,82481
health.gov,33,80286
health.gov,34,87740
health.gov,35,100830
health.gov,36,108297
health.gov,37,118973
health.gov,38,124306
health.gov,39,126068
health.gov,40,122647
health.gov,41,117659
health.gov,42,117493
health.gov,43,115995
health.gov,44,117016
health.gov,45,123160
health.gov,46,124460
health.gov,47,121058
health.gov,48,94027
health.gov,49,121780
health.gov,50,113813
health.gov,51,77998
health.gov,52,65236
healthcare.gov,1,915519
healthcare.gov,2,1404759
healthcare.gov,3,1185370
healthcare.gov,4,1146818
healthcare.gov,5,1360361
healthcare.gov,6,1274854
healthcare.gov,7,1198507
healthcare.gov,8,1152148
healthcare.gov,9,1289180
healthcare.gov,10,1181336
healthcare.gov,11,1183256
healthcare.gov,12,1164686
healthcare.gov,13,1130035
healthcare.gov,14,1050839
healthcare.gov,15,1216190
healthcare.gov,16,919981
healthcare.gov,17,801931
healthcare.gov,18,825058
healthcare.gov,19,754931
healthcare.gov,20,770222
healthcare.gov,21,731353
healthcare.gov,22,719917
healthcare.gov,23,714850
healthcare.gov,24,717364
healthcare.gov,25,740144
healthcare.gov,26,749921
healthcare.gov,27,584659
healthcare.gov,28,709890
healthcare.gov,29,694180
healthcare.gov,30,708819
healthcare.gov,31,759714
healthcare.gov,32,681968
healthcare.gov,33,713223
healthcare.gov,34,705215
healthcare.gov,35,721550
healthcare.gov,36,650841
healthcare.gov,37,744040
healthcare.gov,38,803244
healthcare.gov,39,946914
healthcare.gov,40,885733
healthcare.gov,41,882002
healthcare.gov,42,963915
healthcare.gov,43,1072494
healthcare.gov,44,2665215
healthcare.gov,45,2526362
healthcare.gov,46,2364104
healthcare.gov,47,2238018
healthcare.gov,48,1710921
healthcare.gov,49,2948551
healthcare.gov,50,5582030
healthcare.gov,51,1469630
healthcare.gov,52,864948
healthdata.gov,1,3120
healthdata.gov,2,5643
healthdata.gov,3,6060
healthdata.gov,4,6742
healthdata.gov,5,7061
healthdata.gov,6,7720
healthdata.gov,7,7597
healthdata.gov,8,7515
healthdata.gov,9,7631
healthdata.gov,10,7255
healthdata.gov,11,6842
healthdata.gov,12,6817
healthdata.gov,13,6878
healthdata.gov,14,7205
healthdata.gov,15,7126
healthdata.gov,16,6512
healthdata.gov,17,6595
healthdata.gov,18,6337
healthdata.gov,19,6247
healthdata.gov,20,6189
healthdata.gov,21,5828
healthdata.gov,22,5328
healthdata.gov,23,6015
healthdata.gov,24,6091
healthdata.gov,25,6040
healthdata.gov,26,6361
healthdata.gov,27,5161
healthdata.gov,28,6620
healthdata.gov,29,6641
healthdata.gov,30,6248
healthdata.gov,31,6397
healthdata.gov,32,6200
healthdata.gov,33,6011
healthdata.gov,34,6761
healthdata.gov,35,7090
healthdata.gov,36,7740
healthdata.gov,37,8708
healthdata.gov,38,9500
healthdata.gov,39,10069
healthdata.gov,40,10305
healthdata.gov,41,9976
healthdata.gov,42,10257
healthdata.gov,43,10473
healthdata.gov,44,10858
healthdata.gov,45,10554
healthdata.gov,46,10748
healthdata.gov,47,10773
healthdata.gov,48,7775
healthdata.gov,49,11105
healthdata.gov,50,9460
healthdata.gov,51,8029
healthdata.gov,52,4554
healthfinder.gov,1,64872
healthfinder.gov,2,98547
healthfinder.gov,3,86729
healthfinder.gov,4,82466
healthfinder.gov,5,99594
healthfinder.gov,6,94191
healthfinder.gov,7,88057
healthfinder.gov,8,80191
healthfinder.gov,9,88071
healthfinder.gov,10,82381
healthfinder.gov,11,76149
healthfinder.gov,12,77281
healthfinder.gov,13,83207
healthfinder.gov,14,88811
healthfinder.gov,15,83521
healthfinder.gov,16,74446
healthfinder.gov,17,78392
healthfinder.gov,18,79384
healthfinder.gov,19,72502
healthfinder.gov,20,78467
healthfinder.gov,21,73185
healthfinder.gov,22,70078
healthfinder.gov,23,75266
healthfinder.gov,24,76170
healthfinder.gov,25,79487
healthfinder.gov,26,74842
healthfinder.gov,27,68513
healthfinder.gov,28,77755
healthfinder.gov,29,76970
healthfinder.gov,30,78635
healthfinder.gov,31,77558
healthfinder.gov,32,76224
healthfinder.gov,33,77470
healthfinder.gov,34,82149
healthfinder.gov,35,80508
healthfinder.gov,36,82516
healthfinder.gov,37,80376
healthfinder.gov,38,73163
healthfinder.gov,39,90684
healthfinder.gov,40,100353
healthfinder.gov,41,88866
healthfinder.gov,42,96002
healthfinder.gov,43,100541
healthfinder.gov,44,98485
healthfinder.gov,45,100872
healthfinder.gov,46,96174
healthfinder.gov,47,92239
healthfinder.gov,48,69842
healthfinder.gov,49,90723
healthfinder.gov,50,87210
healthfinder.gov,51,64904
healthfinder.gov,52,47575
healthit.gov,16,1276
healthit.gov,17,2773
healthit.gov,18,2373
healthit.gov,19,2198
healthit.gov,20,1495
healthit.gov,21,1469
healthit.gov,22,1450
healthit.gov,23,1576
healthit.gov,24,1922
healthit.gov,25,1647
healthit.gov,26,1574
healthit.gov,27,1138
healthit.gov,28,1473
healthit.gov,29,1512
healthit.gov,30,1393
healthit.gov,31,1233
healthit.gov,32,1317
healthit.gov,33,1221
healthit.gov,34,1344
healthit.gov,35,1502
healthit.gov,36,1726
healthit.gov,37,1908
healthit.gov,38,1846
healthit.gov,39,2148
healthit.gov,40,1881
healthit.gov,41,1905
healthit.gov,42,1863
healthit.gov,43,1848
healthit.gov,44,1969
healthit.gov,45,1812
healthit.gov,46,1704
healthit.gov,47,1761
healthit.gov,48,1301
healthit.gov,49,1638
healthit.gov,50,1382
healthit.gov,51,705
healthit.gov,52,108
healthypeople.gov,1,33844
healthypeople.gov,2,84443
healthypeople.gov,3,115608
healthypeople.gov,4,93482
healthypeople.gov,5,111524
healthypeople.gov,6,115539
healthypeople.gov,7,104629
healthypeople.gov,8,105250
healthypeople.gov,9,108609
healthypeople.gov,10,105386
healthypeople.gov,11,97462
healthypeople.gov,12,96069
healthypeople.gov,13,101960
healthypeople.gov,14,101890
healthypeople.gov,15,101735
healthypeople.gov,16,86288
healthypeople.gov,17,88218
healthypeople.gov,18,83725
healthypeople.gov,19,80255
healthypeople.gov,20,80620
healthypeople.gov,21,77128
healthypeople.gov,22,76068
healthypeople.gov,23,82727
healthypeople.gov,24,77261
healthypeople.gov,25,74626
healthypeople.gov,26,70126
healthypeople.gov,27,64452
healthypeople.gov,28,74559
healthypeople.gov,29,75460
healthypeople.gov,30,68854
healthypeople.gov,31,66827
healthypeople.gov,32,65185
healthypeople.gov,33,67240
healthypeople.gov,34,87271
healthypeople.gov,35,120851
healthypeople.gov,36,136215
healthypeople.gov,37,141168
healthypeople.gov,38,123352
healthypeople.gov,39,121695
healthypeople.gov,40,120169
healthypeople.gov,41,117327
healthypeople.gov,42,114476
healthypeople.gov,43,114343
healthypeople.gov,44,114735
healthypeople.gov,45,119753
healthypeople.gov,46,117538
healthypeople.gov,47,112785
healthypeople.gov,48,87582
healthypeople.gov,49,107033
healthypeople.gov,50,81037
healthypeople.gov,51,43918
healthypeople.gov,52,25263
hhs.gov,1,241799
hhs.gov,2,381315
hhs.gov,3,403753
hhs.gov,4,398135
hhs.gov,5,427563
hhs.gov,6,433286
hhs.gov,7,417876
hhs.gov,8,430404
hhs.gov,9,436299
hhs.gov,10,420446
hhs.gov,11,409035
hhs.gov,12,404017
hhs.gov,13,411604
hhs.gov,14,412651
hhs.gov,15,411222
hhs.gov,16,372769
hhs.gov,17,406601
hhs.gov,18,422602
hhs.gov,19,411054
hhs.gov,20,408612
hhs.gov,21,379621
hhs.gov,22,358076
hhs.gov,23,392493
hhs.gov,24,381969
hhs.gov,25,379344
hhs.gov,26,374559
hhs.gov,27,299787
hhs.gov,28,385338
hhs.gov,29,372401
hhs.gov,30,363806
hhs.gov,31,369993
hhs.gov,32,359895
hhs.gov,33,362177
hhs.gov,34,387683
hhs.gov,35,452085
hhs.gov,36,428360
hhs.gov,37,483064
hhs.gov,38,465688
hhs.gov,39,467427
hhs.gov,40,462446
hhs.gov,41,470520
hhs.gov,42,453489
hhs.gov,43,465676
hhs.gov,44,478330
hhs.gov,45,511178
hhs.gov,46,496913
hhs.gov,47,512218
hhs.gov,48,363921
hhs.gov,49,502473
hhs.gov,50,478577
hhs.gov,51,345164
hhs.gov,52,202616
hiv.gov,1,62793
hiv.gov,2,85352
hiv.gov,3,86384
hiv.gov,4,87501
hiv.gov,5,87754
hiv.gov,6,108685
hiv.gov,7,104448
hiv.gov,8,93859
hiv.gov,9,100363
hiv.gov,10,97081
hiv.gov,11,93046
hiv.gov,12,99047
hiv.gov,13,96924
hiv.gov,14,99025
hiv.gov,15,100250
hiv.gov,16,90135
hiv.gov,17,97135
hiv.gov,18,101987
hiv.gov,19,101542
hiv.gov,20,108795
hiv.gov,21,101100
hiv.gov,22,92466
hiv.gov,23,93038
hiv.gov,24,88466
hiv.gov,25,84705
hiv.gov,26,89596
hiv.gov,27,80084
hiv.gov,28,88491
hiv.gov,29,89837
hiv.gov,30,89915
hiv.gov,31,95475
hiv.gov,32,103201
hiv.gov,33,106549
hiv.gov,34,105084
hiv.gov,35,106602
hiv.gov,36,111287
hiv.gov,37,120355
hiv.gov,38,125860
hiv.gov,39,127149
hiv.gov,40,126668
hiv.gov,41,126913
hiv.gov,42,122621
hiv.gov,43,115825
hiv.gov,44,111282
hiv.gov,45,117974
hiv.gov,46,116761
hiv.gov,47,120061
hiv.gov,48,155107
hiv.gov,49,141693
hiv.gov,50,112546
hiv.gov,51,82764
hiv.gov,52,67829
hrsa.gov,1,34985
hrsa.gov,2,54621
hrsa.gov,3,55948
hrsa.gov,4,55220
hrsa.gov,5,68335
hrsa.gov,6,67972
hrsa.gov,7,68114
hrsa.gov,8,70695
hrsa.gov,9,69279
hrsa.gov,10,76818
hrsa.gov,11,65509
hrsa.gov,12,62367
hrsa.gov,13,66271
hrsa.gov,14,62213
hrsa.gov,15,62434
hrsa.gov,16,53076
hrsa.gov,17,55647
hrsa.gov,18,56212
hrsa.gov,19,51675
hrsa.gov,20,54729
hrsa.gov,21,50469
hrsa.gov,22,42971
hrsa.gov,23,46723
hrsa.gov,24,47173
hrsa.gov,25,48616
hrsa.gov,26,46351
hrsa.gov,27,33717
hrsa.gov,28,45248
hrsa.gov,29,45970
hrsa.gov,30,43809
hrsa.gov,31,45657
hrsa.gov,32,47046
hrsa.gov,33,47733
