domain,week,year,visits
account.ncbi.nlm.nih.gov,29,2022,120116
account.ncbi.nlm.nih.gov,30,2022,119628
account.ncbi.nlm.nih.gov,31,2022,116174
account.ncbi.nlm.nih.gov,32,2022,117524
account.ncbi.nlm.nih.gov,33,2022,121216
account.ncbi.nlm.nih.gov,34,2022,133221
account.ncbi.nlm.nih.gov,35,2022,142357
account.ncbi.nlm.nih.gov,36,2022,147023
account.ncbi.nlm.nih.gov,37,2022,164866
account.ncbi.nlm.nih.gov,38,2022,177437
account.ncbi.nlm.nih.gov,39,2022,170824
account.ncbi.nlm.nih.gov,40,2022,176098
account.ncbi.nlm.nih.gov,41,2022,189644
account.ncbi.nlm.nih.gov,42,2022,194763
account.ncbi.nlm.nih.gov,43,2022,192073
account.ncbi.nlm.nih.gov,44,2022,189567
account.ncbi.nlm.nih.gov,45,2022,192554
account.ncbi.nlm.nih.gov,46,2022,195896
account.ncbi.nlm.nih.gov,47,2022,179236
account.ncbi.nlm.nih.gov,48,2022,188739
account.ncbi.nlm.nih.gov,49,2022,176976
account.ncbi.nlm.nih.gov,50,2022,168178
account.ncbi.nlm.nih.gov,51,2022,132640
account.ncbi.nlm.nih.gov,52,2022,100252
acd.od.nih.gov,23,2022,1712
acd.od.nih.gov,44,2022,1064
acd.od.nih.gov,45,2022,106
acd.od.nih.gov,48,2022,111
acd.od.nih.gov,49,2022,2075
acd.od.nih.gov,50,2022,571
acf.hhs.gov,1,2022,153283
acf.hhs.gov,2,2022,142844
acf.hhs.gov,3,2022,142934
acf.hhs.gov,4,2022,173116
acf.hhs.gov,5,2022,162627
acf.hhs.gov,6,2022,152416
acf.hhs.gov,7,2022,152990
acf.hhs.gov,8,2022,141527
acf.hhs.gov,9,2022,151483
acf.hhs.gov,10,2022,157003
acf.hhs.gov,11,2022,142706
acf.hhs.gov,12,2022,149199
acf.hhs.gov,13,2022,154893
acf.hhs.gov,14,2022,150662
acf.hhs.gov,15,2022,141622
acf.hhs.gov,16,2022,149036
acf.hhs.gov,17,2022,142605
acf.hhs.gov,18,2022,146868
acf.hhs.gov,19,2022,140477
acf.hhs.gov,20,2022,135809
acf.hhs.gov,21,2022,135120
acf.hhs.gov,22,2022,169786
acf.hhs.gov,23,2022,159979
acf.hhs.gov,24,2022,161822
acf.hhs.gov,25,2022,176574
acf.hhs.gov,26,2022,174543
acf.hhs.gov,27,2022,150184
acf.hhs.gov,28,2022,174346
acf.hhs.gov,29,2022,166969
acf.hhs.gov,30,2022,172188
acf.hhs.gov,31,2022,163051
acf.hhs.gov,32,2022,160323
acf.hhs.gov,33,2022,167780
acf.hhs.gov,34,2022,163316
acf.hhs.gov,35,2022,169772
acf.hhs.gov,36,2022,157317
acf.hhs.gov,37,2022,177534
acf.hhs.gov,38,2022,287685
acf.hhs.gov,39,2022,258049
acf.hhs.gov,40,2022,210094
acf.hhs.gov,41,2022,197720
acf.hhs.gov,42,2022,202571
acf.hhs.gov,43,2022,196058
acf.hhs.gov,44,2022,207315
acf.hhs.gov,45,2022,181648
acf.hhs.gov,46,2022,186989
acf.hhs.gov,47,2022,150905
acf.hhs.gov,48,2022,203295
acf.hhs.gov,49,2022,230086
acf.hhs.gov,50,2022,185955
acf.hhs.gov,51,2022,147150
acf.hhs.gov,52,2022,124632
acfmain-stage.acf.hhs.gov,26,2022,724
acfmain-stage.acf.hhs.gov,27,2022,219
acl.gov,1,2022,30625
acl.gov,2,2022,36351
acl.gov,3,2022,35199
acl.gov,4,2022,36112
acl.gov,5,2022,37543
acl.gov,6,2022,36482
acl.gov,7,2022,37571
acl.gov,8,2022,36065
acl.gov,9,2022,39817
acl.gov,10,2022,38759
acl.gov,11,2022,36206
acl.gov,12,2022,35399
acl.gov,13,2022,34488
acl.gov,14,2022,35490
acl.gov,15,2022,34523
acl.gov,16,2022,39572
acl.gov,17,2022,41293
acl.gov,18,2022,41337
acl.gov,19,2022,38062
acl.gov,20,2022,36544
acl.gov,21,2022,32914
acl.gov,22,2022,28502
acl.gov,23,2022,32689
acl.gov,24,2022,54262
acl.gov,25,2022,56649
acl.gov,26,2022,52102
acl.gov,27,2022,51374
acl.gov,28,2022,49651
acl.gov,29,2022,44526
acl.gov,30,2022,66595
acl.gov,31,2022,114392
acl.gov,32,2022,114259
acl.gov,33,2022,100854
acl.gov,34,2022,123012
acl.gov,35,2022,139543
acl.gov,36,2022,131909
acl.gov,37,2022,137374
acl.gov,38,2022,96561
acl.gov,39,2022,128615
acl.gov,40,2022,119270
acl.gov,41,2022,132663
acl.gov,42,2022,112277
acl.gov,43,2022,64561
acl.gov,44,2022,51386
acl.gov,45,2022,35340
acl.gov,46,2022,65582
acl.gov,47,2022,111004
acl.gov,48,2022,134384
acl.gov,49,2022,130625
acl.gov,50,2022,117257
acl.gov,51,2022,117517
acl.gov,52,2022,97978
addiction.surgeongeneral.gov,1,2022,1372
addiction.surgeongeneral.gov,2,2022,1590
addiction.surgeongeneral.gov,3,2022,1680
addiction.surgeongeneral.gov,4,2022,1965
addiction.surgeongeneral.gov,5,2022,2086
addiction.surgeongeneral.gov,6,2022,2358
addiction.surgeongeneral.gov,7,2022,2229
addiction.surgeongeneral.gov,8,2022,2536
addiction.surgeongeneral.gov,9,2022,2647
addiction.surgeongeneral.gov,10,2022,2393
addiction.surgeongeneral.gov,11,2022,2256
addiction.surgeongeneral.gov,12,2022,2479
addiction.surgeongeneral.gov,13,2022,2341
addiction.surgeongeneral.gov,14,2022,2510
addiction.surgeongeneral.gov,15,2022,2137
addiction.surgeongeneral.gov,16,2022,2274
addiction.surgeongeneral.gov,17,2022,2392
addiction.surgeongeneral.gov,18,2022,2677
addiction.surgeongeneral.gov,19,2022,2351
addiction.surgeongeneral.gov,20,2022,2146
addiction.surgeongeneral.gov,21,2022,1798
addiction.surgeongeneral.gov,22,2022,1398
addiction.surgeongeneral.gov,23,2022,1373
addiction.surgeongeneral.gov,24,2022,1587
addiction.surgeongeneral.gov,25,2022,1258
addiction.surgeongeneral.gov,26,2022,1089
addiction.surgeongeneral.gov,27,2022,1278
addiction.surgeongeneral.gov,28,2022,1172
addiction.surgeongeneral.gov,29,2022,1165
addiction.surgeongeneral.gov,30,2022,1222
addiction.surgeongeneral.gov,31,2022,1038
addiction.surgeongeneral.gov,32,2022,1188
addiction.surgeongeneral.gov,33,2022,1134
addiction.surgeongeneral.gov,34,2022,1233
addiction.surgeongeneral.gov,35,2022,1250
addiction.surgeongeneral.gov,36,2022,1576
addiction.surgeongeneral.gov,37,2022,1825
addiction.surgeongeneral.gov,38,2022,2020
addiction.surgeongeneral.gov,39,2022,2057
addiction.surgeongeneral.gov,40,2022,2027
addiction.surgeongeneral.gov,41,2022,2111
addiction.surgeongeneral.gov,42,2022,2154
addiction.surgeongeneral.gov,43,2022,1926
addiction.surgeongeneral.gov,44,2022,2146
addiction.surgeongeneral.gov,45,2022,2052
addiction.surgeongeneral.gov,46,2022,1389
addiction.surgeongeneral.gov,47,2022,765
addiction.surgeongeneral.gov,48,2022,1329
