domain,week,visits
cancer.gov,6,1521016
cancer.gov,7,1484147
cancer.gov,8,1502757
cancer.gov,9,1525902
cancer.gov,10,1529407
cancer.gov,11,1461463
cancer.gov,12,1449713
cancer.gov,13,1615719
cancer.gov,14,1526314
cancer.gov,15,1296427
cancer.gov,16,1434390
cancer.gov,17,1602095
cancer.gov,18,1567022
cancer.gov,19,1387653
cancer.gov,20,1341466
cancer.gov,21,1287036
cancer.gov,22,1228231
cancer.gov,23,1202601
cancer.gov,24,1213574
cancer.gov,25,1145810
cancer.gov,26,1101095
cancer.gov,27,971025
cancer.gov,28,982336
cancer.gov,29,997704
cancer.gov,30,877870
cancer.gov,31,793655
cancer.gov,32,789668
cancer.gov,33,811656
cancer.gov,34,882126
cancer.gov,35,1012712
cancer.gov,36,1039564
cancer.gov,37,1096990
cancer.gov,38,1101593
cancer.gov,39,1204398
cancer.gov,40,1207609
cancer.gov,41,1234170
cancer.gov,42,1263625
cancer.gov,43,1304972
cancer.gov,44,1244887
cancer.gov,45,1215230
cancer.gov,46,1269807
cancer.gov,47,1264147
cancer.gov,48,1186305
cancer.gov,49,1311711
cancer.gov,50,1288217
cancer.gov,51,1151056
cancer.gov,52,791757
cancer.gov,53,501024
cdc.gov,1,3810881
cdc.gov,2,7151079
cdc.gov,3,7489067
cdc.gov,4,15308603
cdc.gov,5,24072377
cdc.gov,6,18770947
cdc.gov,7,14709754
cdc.gov,8,15532526
cdc.gov,9,40004519
cdc.gov,10,57222260
cdc.gov,11,134927564
cdc.gov,12,143132550
cdc.gov,13,99541724
cdc.gov,14,80381520
cdc.gov,15,60141112
cdc.gov,16,46119625
cdc.gov,17,39158432
cdc.gov,18,39287527
cdc.gov,19,33194083
cdc.gov,20,30848149
cdc.gov,21,32191649
cdc.gov,22,25939178
cdc.gov,23,21373534
cdc.gov,24,21495546
cdc.gov,25,22250500
cdc.gov,26,28704761
cdc.gov,27,29913749
cdc.gov,28,31381187
cdc.gov,29,32726959
cdc.gov,30,29566922
cdc.gov,31,26749305
cdc.gov,32,25197938
cdc.gov,33,23432162
cdc.gov,34,22413536
cdc.gov,35,24700952
cdc.gov,36,23923476
cdc.gov,37,20494278
cdc.gov,38,20817138
cdc.gov,39,22865311
cdc.gov,40,22714752
cdc.gov,41,23984497
cdc.gov,42,22161776
cdc.gov,43,23115966
cdc.gov,44,23976934
cdc.gov,45,21537681
cdc.gov,46,26018986
cdc.gov,47,29157060
cdc.gov,48,29126805
cdc.gov,49,27607433
cdc.gov,50,28033712
cdc.gov,51,31466417
cdc.gov,52,25257456
cdc.gov,53,18005261
childcare.gov,1,10762
childcare.gov,2,22455
childcare.gov,3,22366
childcare.gov,4,21569
childcare.gov,5,21883
childcare.gov,6,21338
childcare.gov,7,20645
childcare.gov,8,20664
childcare.gov,9,21278
childcare.gov,10,20492
childcare.gov,11,22280
childcare.gov,12,17170
childcare.gov,13,14253
childcare.gov,14,13841
childcare.gov,15,12301
childcare.gov,16,13633
childcare.gov,17,14984
childcare.gov,18,16397
childcare.gov,19,19010
childcare.gov,20,19329
childcare.gov,21,20924
childcare.gov,22,19588
childcare.gov,23,20812
childcare.gov,24,21538
childcare.gov,25,21055
childcare.gov,26,23206
childcare.gov,27,20229
childcare.gov,28,22674
childcare.gov,29,24409
childcare.gov,30,27648
childcare.gov,31,26835
childcare.gov,32,27065
childcare.gov,33,24921
childcare.gov,34,24490
childcare.gov,35,23036
childcare.gov,36,23105
childcare.gov,37,21198
childcare.gov,38,21967
childcare.gov,39,22637
childcare.gov,40,21865
childcare.gov,41,21537
childcare.gov,42,22437
childcare.gov,43,22009
childcare.gov,44,20921
childcare.gov,45,20719
childcare.gov,46,21566
childcare.gov,47,20397
childcare.gov,48,13833
childcare.gov,49,20468
childcare.gov,50,18860
childcare.gov,51,15129
childcare.gov,52,9860
childcare.gov,53,9610
childwelfare.gov,38,7828
childwelfare.gov,39,4794
childwelfare.gov,40,4344
childwelfare.gov,41,4796
childwelfare.gov,42,4648
childwelfare.gov,43,5081
childwelfare.gov,44,5934
childwelfare.gov,45,8781
childwelfare.gov,46,7205
childwelfare.gov,47,6750
childwelfare.gov,48,4467
childwelfare.gov,49,4583
childwelfare.gov,50,3531
childwelfare.gov,51,3136
childwelfare.gov,52,1363
childwelfare.gov,53,1115
clinicaltrials.gov,1,550792
clinicaltrials.gov,2,1063053
clinicaltrials.gov,3,1109199
clinicaltrials.gov,4,1111480
clinicaltrials.gov,5,1139336
clinicaltrials.gov,6,1212681
clinicaltrials.gov,7,1243021
clinicaltrials.gov,8,1193859
clinicaltrials.gov,9,1249621
clinicaltrials.gov,10,1257322
clinicaltrials.gov,11,1283005
clinicaltrials.gov,12,1477963
clinicaltrials.gov,13,1513403
clinicaltrials.gov,14,1547835
clinicaltrials.gov,15,1751442
clinicaltrials.gov,16,1781626
clinicaltrials.gov,17,1625875
clinicaltrials.gov,18,1502106
clinicaltrials.gov,19,1380067
clinicaltrials.gov,20,1375512
clinicaltrials.gov,21,1338819
clinicaltrials.gov,22,1207311
clinicaltrials.gov,23,1191618
clinicaltrials.gov,24,1228751
clinicaltrials.gov,25,1248504
clinicaltrials.gov,26,1217632
clinicaltrials.gov,27,1179750
clinicaltrials.gov,28,1263913
clinicaltrials.gov,29,1394625
clinicaltrials.gov,30,1333924
clinicaltrials.gov,31,1641971
clinicaltrials.gov,32,1493577
clinicaltrials.gov,33,1325971
clinicaltrials.gov,34,1293473
clinicaltrials.gov,35,1302720
clinicaltrials.gov,36,1332581
clinicaltrials.gov,37,1325941
clinicaltrials.gov,38,1341142
clinicaltrials.gov,39,1387586
clinicaltrials.gov,40,1326193
clinicaltrials.gov,41,1353430
clinicaltrials.gov,42,1354554
clinicaltrials.gov,43,1386394
clinicaltrials.gov,44,1344401
clinicaltrials.gov,45,1287526
clinicaltrials.gov,46,1436775
clinicaltrials.gov,47,1488291
clinicaltrials.gov,48,1312610
clinicaltrials.gov,49,1538982
clinicaltrials.gov,50,1549587
clinicaltrials.gov,51,1534322
clinicaltrials.gov,52,1146491
clinicaltrials.gov,53,761407
cms.gov,1,445602
cms.gov,2,1060424
cms.gov,3,1030498
cms.gov,4,1026845
cms.gov,5,1086430
cms.gov,6,1106741
cms.gov,7,1075102
cms.gov,8,1051629
cms.gov,9,1093316
cms.gov,10,1152687
cms.gov,11,1418582
cms.gov,12,1923371
cms.gov,13,1568954
cms.gov,14,1644295
cms.gov,15,1373580
cms.gov,16,1277979
cms.gov,17,1267132
cms.gov,18,1404327
cms.gov,19,2578459
cms.gov,20,1123986
cms.gov,21,1101660
cms.gov,22,903456
cms.gov,23,1064841
cms.gov,24,1042477
cms.gov,25,985034
cms.gov,26,1086934
cms.gov,27,874501
cms.gov,28,1041748
cms.gov,29,1049532
cms.gov,30,1073137
cms.gov,31,1040286
cms.gov,32,1088405
cms.gov,33,1034461
cms.gov,34,1019620
cms.gov,35,1069685
cms.gov,36,961070
cms.gov,37,634797
cms.gov,38,942811
cms.gov,39,1038220
cms.gov,40,1034544
cms.gov,41,985663
cms.gov,42,1017519
cms.gov,43,978577
cms.gov,44,1036803
cms.gov,45,929080
cms.gov,46,991895
cms.gov,47,1011560
cms.gov,48,685719
cms.gov,49,1151685
cms.gov,50,1070110
cms.gov,51,964046
cms.gov,52,604905
cms.gov,53,509513
collegedrinkingprevention.gov,1,2088
collegedrinkingprevention.gov,2,3871
collegedrinkingprevention.gov,3,3326
collegedrinkingprevention.gov,4,3373
collegedrinkingprevention.gov,5,3331
collegedrinkingprevention.gov,6,4277
collegedrinkingprevention.gov,7,4736
collegedrinkingprevention.gov,8,4101
collegedrinkingprevention.gov,9,4817
collegedrinkingprevention.gov,10,4505
collegedrinkingprevention.gov,11,3782
collegedrinkingprevention.gov,12,2536
collegedrinkingprevention.gov,13,3047
collegedrinkingprevention.gov,14,3310
collegedrinkingprevention.gov,15,2991
collegedrinkingprevention.gov,16,3471
collegedrinkingprevention.gov,17,4149
collegedrinkingprevention.gov,18,3796
collegedrinkingprevention.gov,19,4267
collegedrinkingprevention.gov,20,2978
collegedrinkingprevention.gov,21,2950
collegedrinkingprevention.gov,22,2028
collegedrinkingprevention.gov,23,1811
collegedrinkingprevention.gov,24,2741
collegedrinkingprevention.gov,25,2673
collegedrinkingprevention.gov,26,2805
collegedrinkingprevention.gov,27,3033
collegedrinkingprevention.gov,28,3628
collegedrinkingprevention.gov,29,2930
collegedrinkingprevention.gov,30,2607
collegedrinkingprevention.gov,31,2865
collegedrinkingprevention.gov,32,1674
collegedrinkingprevention.gov,33,2413
collegedrinkingprevention.gov,34,2628
collegedrinkingprevention.gov,35,3068
collegedrinkingprevention.gov,36,3563
collegedrinkingprevention.gov,37,3759
collegedrinkingprevention.gov,38,3986
collegedrinkingprevention.gov,39,3940
collegedrinkingprevention.gov,40,4416
collegedrinkingprevention.gov,41,4568
collegedrinkingprevention.gov,42,4553
collegedrinkingprevention.gov,43,4865
collegedrinkingprevention.gov,44,4740
collegedrinkingprevention.gov,45,4090
collegedrinkingprevention.gov,46,5296
collegedrinkingprevention.gov,47,5514
collegedrinkingprevention.gov,48,2881
collegedrinkingprevention.gov,49,4739
collegedrinkingprevention.gov,50,4469
collegedrinkingprevention.gov,51,3085
collegedrinkingprevention.gov,52,1264
collegedrinkingprevention.gov,53,725
cuidadodesalud.gov,1,22271
cuidadodesalud.gov,2,43339
cuidadodesalud.gov,3,44260
cuidadodesalud.gov,4,49652
cuidadodesalud.gov,5,53461
cuidadodesalud.gov,6,56494
cuidadodesalud.gov,7,63253
cuidadodesalud.gov,8,59433
cuidadodesalud.gov,9,63494
cuidadodesalud.gov,10,59702
cuidadodesalud.gov,11,61264
cuidadodesalud.gov,12,55567
cuidadodesalud.gov,13,57833
cuidadodesalud.gov,14,55843
cuidadodesalud.gov,15,51577
cuidadodesalud.gov,16,65582
cuidadodesalud.gov,17,48152
cuidadodesalud.gov,18,50790
cuidadodesalud.gov,19,45274
cuidadodesalud.gov,20,43926
cuidadodesalud.gov,21,43413
cuidadodesalud.gov,22,38240
cuidadodesalud.gov,23,38656
cuidadodesalud.gov,24,39747
cuidadodesalud.gov,25,37370
cuidadodesalud.gov,26,39159
cuidadodesalud.gov,27,35235
cuidadodesalud.gov,28,42652
cuidadodesalud.gov,29,46168
cuidadodesalud.gov,30,39499
cuidadodesalud.gov,31,40582
cuidadodesalud.gov,32,38806
cuidadodesalud.gov,33,34652
cuidadodesalud.gov,34,34200
cuidadodesalud.gov,35,36107
cuidadodesalud.gov,36,36029
cuidadodesalud.gov,37,36128
cuidadodesalud.gov,38,38844
cuidadodesalud.gov,39,41036
cuidadodesalud.gov,40,74453
cuidadodesalud.gov,41,45007
cuidadodesalud.gov,42,46169
cuidadodesalud.gov,43,50291
cuidadodesalud.gov,44,90434
cuidadodesalud.gov,45,130418
cuidadodesalud.gov,46,127763
cuidadodesalud.gov,47,115998
cuidadodesalud.gov,48,83633
cuidadodesalud.gov,49,126252
cuidadodesalud.gov,50,149824
cuidadodesalud.gov,51,109607
cuidadodesalud.gov,52,27322
cuidadodesalud.gov,53,28457
drugabuse.gov,1,441526
drugabuse.gov,2,703163
drugabuse.gov,3,763427
drugabuse.gov,4,864115
drugabuse.gov,5,886122
drugabuse.gov,6,849442
drugabuse.gov,7,839206
drugabuse.gov,8,868483
drugabuse.gov,9,912990
drugabuse.gov,10,865909
drugabuse.gov,11,800660
drugabuse.gov,12,698473
drugabuse.gov,13,752124
drugabuse.gov,14,795028
drugabuse.gov,15,735694
drugabuse.gov,16,769711
drugabuse.gov,17,836040
drugabuse.gov,18,822752
drugabuse.gov,19,729173
drugabuse.gov,20,693661
drugabuse.gov,21,646187
drugabuse.gov,22,604498
drugabuse.gov,23,638742
drugabuse.gov,24,564604
drugabuse.gov,25,531271
drugabuse.gov,26,698280
drugabuse.gov,27,674465
drugabuse.gov,28,705345
drugabuse.gov,29,735362
drugabuse.gov,30,724349
drugabuse.gov,31,716849
drugabuse.gov,32,745707
drugabuse.gov,33,753127
drugabuse.gov,34,813549
drugabuse.gov,35,910064
drugabuse.gov,36,898612
drugabuse.gov,37,944554
drugabuse.gov,38,960155
drugabuse.gov,39,984201
drugabuse.gov,40,963648
drugabuse.gov,41,1042854
drugabuse.gov,42,1069993
drugabuse.gov,43,1057643
drugabuse.gov,44,1046027
drugabuse.gov,45,1017985
drugabuse.gov,46,1051574
drugabuse.gov,47,1050937
drugabuse.gov,48,918100
drugabuse.gov,49,1002837
drugabuse.gov,50,885252
drugabuse.gov,51,777635
drugabuse.gov,52,534734
drugabuse.gov,53,332968
eldercare.gov,43,419
eldercare.gov,44,1147
eldercare.gov,45,1131
eldercare.gov,46,1289
eldercare.gov,47,1059
eldercare.gov,48,711
eldercare.gov,49,1279
eldercare.gov,50,1050
eldercare.gov,51,803
eldercare.gov,52,504
eldercare.gov,53,681
fatherhood.gov,38,2796
fatherhood.gov,39,4162
fatherhood.gov,40,3934
fatherhood.gov,41,5192
fatherhood.gov,42,5225
fatherhood.gov,43,6353
fatherhood.gov,44,29370
fatherhood.gov,45,72629
fatherhood.gov,46,75673
fatherhood.gov,47,91542
fatherhood.gov,48,102028
fatherhood.gov,49,108090
fatherhood.gov,50,105023
fatherhood.gov,51,100870
fatherhood.gov,52,97594
fatherhood.gov,53,51694
fda.gov,1,993337
fda.gov,2,1796978
fda.gov,3,1716809
fda.gov,4,1741226
fda.gov,5,2639830
fda.gov,6,2173435
fda.gov,7,2009912
fda.gov,8,2454586
fda.gov,9,2619201
fda.gov,10,2591049
fda.gov,11,2922526
fda.gov,12,4084209
fda.gov,13,4618734
fda.gov,14,5104372
fda.gov,15,4042827
fda.gov,16,3802948
fda.gov,17,3897228
fda.gov,18,3470003
fda.gov,19,3188092
fda.gov,20,3124168
fda.gov,21,2949120
fda.gov,22,2761630
fda.gov,23,2533753
fda.gov,24,2578870
fda.gov,25,2946308
fda.gov,26,4453507
fda.gov,27,3418678
fda.gov,28,5610666
fda.gov,29,5215347
fda.gov,30,7690467
fda.gov,31,7612394
fda.gov,32,5547317
fda.gov,33,4978947
fda.gov,34,3697673
fda.gov,35,3666340
fda.gov,36,3105709
fda.gov,37,3032724
fda.gov,38,2995041
fda.gov,39,3163586
fda.gov,40,3009797
fda.gov,41,3799429
fda.gov,42,5346735
fda.gov,43,3461346
fda.gov,44,3024250
fda.gov,45,2962241
fda.gov,46,3469952
fda.gov,47,3811782
fda.gov,48,3024634
fda.gov,49,3497910
fda.gov,50,4218940
fda.gov,51,4066373
fda.gov,52,2845303
fda.gov,53,2512347
findtreatment.gov,1,3478
findtreatment.gov,2,6951
findtreatment.gov,3,6971
findtreatment.gov,4,6609
findtreatment.gov,5,8040
findtreatment.gov,6,8473
findtreatment.gov,7,8403
findtreatment.gov,8,8332
findtreatment.gov,9,8041
findtreatment.gov,10,8111
findtreatment.gov,11,7974
findtreatment.gov,12,6943
findtreatment.gov,13,7197
findtreatment.gov,14,6851
findtreatment.gov,15,6501
findtreatment.gov,16,7059
findtreatment.gov,17,7534
findtreatment.gov,18,8270
findtreatment.gov,19,8168
findtreatment.gov,20,9885
findtreatment.gov,21,10597
findtreatment.gov,22,12324
findtreatment.gov,23,13310
findtreatment.gov,24,13535
findtreatment.gov,25,12849
findtreatment.gov,26,14210
findtreatment.gov,27,12918
findtreatment.gov,28,14377
findtreatment.gov,29,15272
findtreatment.gov,30,13535
findtreatment.gov,31,14536
findtreatment.gov,32,14784
findtreatment.gov,33,14139
findtreatment.gov,34,14500
findtreatment.gov,35,16443
findtreatment.gov,36,16039
findtreatment.gov,37,15762
findtreatment.gov,38,16078
findtreatment.gov,39,16368
findtreatment.gov,40,15688
findtreatment.gov,41,18078
findtreatment.gov,42,19268
findtreatment.gov,43,16382
findtreatment.gov,44,14878
findtreatment.gov,45,14703
findtreatment.gov,46,15425
findtreatment.gov,47,14337
findtreatment.gov,48,11923
findtreatment.gov,49,14553
findtreatment.gov,50,14651
findtreatment.gov,51,13591
findtreatment.gov,52,10820
findtreatment.gov,53,8297
foodsafety.gov,1,42132
foodsafety.gov,2,61478
foodsafety.gov,3,63859
foodsafety.gov,4,69088
foodsafety.gov,5,69868
foodsafety.gov,6,79668
foodsafety.gov,7,61973
foodsafety.gov,8,60693
foodsafety.gov,9,65516
foodsafety.gov,10,61443
foodsafety.gov,11,73898
foodsafety.gov,12,100069
foodsafety.gov,13,98930
foodsafety.gov,14,90954
foodsafety.gov,15,132289
foodsafety.gov,16,108092
foodsafety.gov,17,77828
foodsafety.gov,18,77422
foodsafety.gov,19,74890
foodsafety.gov,20,63979
foodsafety.gov,21,61274
foodsafety.gov,22,57544
foodsafety.gov,23,74446
foodsafety.gov,24,73794
foodsafety.gov,25,68749
foodsafety.gov,26,82050
foodsafety.gov,27,87579
foodsafety.gov,28,91887
foodsafety.gov,29,93262
foodsafety.gov,30,101849
foodsafety.gov,31,102486
foodsafety.gov,32,180639
foodsafety.gov,33,147772
foodsafety.gov,34,92308
foodsafety.gov,35,104237
foodsafety.gov,36,95314
foodsafety.gov,37,111238
foodsafety.gov,38,112011
foodsafety.gov,39,104298
foodsafety.gov,40,99828
foodsafety.gov,41,113851
foodsafety.gov,42,105513
foodsafety.gov,43,95784
foodsafety.gov,44,123602
foodsafety.gov,45,91812
foodsafety.gov,46,97590
foodsafety.gov,47,106265
foodsafety.gov,48,145323
foodsafety.gov,49,90192
foodsafety.gov,50,78106
foodsafety.gov,51,75444
foodsafety.gov,52,94592
foodsafety.gov,53,44151
genome.gov,44,433129
genome.gov,45,664038
genome.gov,46,698427
genome.gov,47,712854
genome.gov,48,658306
genome.gov,49,702786
genome.gov,50,615502
genome.gov,51,501466
genome.gov,52,234445
genome.gov,53,127373
girlshealth.gov,1,26599
girlshealth.gov,2,39278
girlshealth.gov,3,18622
girlshealth.gov,4,16966
girlshealth.gov,5,17766
girlshealth.gov,6,18029
girlshealth.gov,7,17948
girlshealth.gov,8,17733
girlshealth.gov,9,16907
girlshealth.gov,10,16903
girlshealth.gov,11,16702
girlshealth.gov,12,14114
girlshealth.gov,13,15605
girlshealth.gov,14,16213
girlshealth.gov,15,15550
girlshealth.gov,16,16263
girlshealth.gov,17,16299
girlshealth.gov,18,15014
girlshealth.gov,19,12324
girlshealth.gov,20,11971
girlshealth.gov,21,10952
girlshealth.gov,22,10123
girlshealth.gov,23,9570
girlshealth.gov,24,9875
girlshealth.gov,25,9341
girlshealth.gov,26,8835
girlshealth.gov,27,7560
girlshealth.gov,28,8220
girlshealth.gov,29,8739
girlshealth.gov,30,6500
girlshealth.gov,31,5387
girlshealth.gov,32,5098
girlshealth.gov,33,5406
girlshealth.gov,34,5334
girlshealth.gov,35,5928
girlshealth.gov,36,6247
girlshealth.gov,37,6055
girlshealth.gov,38,6713
girlshealth.gov,39,6247
girlshealth.gov,40,6388
girlshealth.gov,41,6751
girlshealth.gov,42,6804
girlshealth.gov,43,5815
girlshealth.gov,44,5865
girlshealth.gov,45,5396
girlshealth.gov,46,5400
girlshealth.gov,47,5707
girlshealth.gov,48,4358
girlshealth.gov,49,6864
girlshealth.gov,50,7174
girlshealth.gov,51,6317
girlshealth.gov,52,4240
girlshealth.gov,53,2839
grants.gov,38,13113
grants.gov,39,124370
grants.gov,40,117128
grants.gov,41,110294
grants.gov,42,113779
grants.gov,43,116128
grants.gov,44,110519
grants.gov,45,100264
grants.gov,46,107781
grants.gov,47,113215
grants.gov,48,86830
grants.gov,49,119346
grants.gov,50,118086
grants.gov,51,104515
grants.gov,52,94696
grants.gov,53,101509
health.gov,1,75082
health.gov,2,132326
health.gov,3,140917
health.gov,4,151160
health.gov,5,154240
health.gov,6,147350
health.gov,7,155465
health.gov,8,138993
health.gov,9,140575
health.gov,10,139383
health.gov,11,154110
health.gov,12,134098
health.gov,13,154097
health.gov,14,173170
health.gov,15,172367
health.gov,16,187530
health.gov,17,183473
health.gov,18,180346
health.gov,19,166897
health.gov,20,170116
health.gov,21,153142
health.gov,22,140543
health.gov,23,147251
health.gov,24,148902
health.gov,25,146918
health.gov,26,161622
health.gov,27,164692
health.gov,28,264630
health.gov,29,222426
health.gov,30,210619
health.gov,31,221481
health.gov,32,212189
health.gov,33,209300
health.gov,34,240645
health.gov,35,240690
health.gov,36,254840
health.gov,37,257255
health.gov,38,271619
health.gov,39,278797
health.gov,40,276173
health.gov,41,270807
health.gov,42,268356
health.gov,43,278809
health.gov,44,275575
health.gov,45,248410
health.gov,46,246222
health.gov,47,237282
health.gov,48,194335
health.gov,49,242038
health.gov,50,224953
health.gov,51,186042
health.gov,52,116307
health.gov,53,93569
healthcare.gov,1,810407
healthcare.gov,2,1459116
healthcare.gov,3,1098606
healthcare.gov,4,1115922
healthcare.gov,5,1210443
healthcare.gov,6,1111401
healthcare.gov,7,1113127
healthcare.gov,8,1044714
healthcare.gov,9,1143274
healthcare.gov,10,1092020
healthcare.gov,11,1045036
healthcare.gov,12,931953
healthcare.gov,13,991465
healthcare.gov,14,1132561
healthcare.gov,15,854958
healthcare.gov,16,1905125
healthcare.gov,17,891528
healthcare.gov,18,1036108
healthcare.gov,19,817550
healthcare.gov,20,815606
healthcare.gov,21,732955
healthcare.gov,22,730307
healthcare.gov,23,665930
healthcare.gov,24,681204
healthcare.gov,25,669957
healthcare.gov,26,785981
healthcare.gov,27,727813
healthcare.gov,28,839610
healthcare.gov,29,916386
healthcare.gov,30,776876
healthcare.gov,31,833870
healthcare.gov,32,784697
healthcare.gov,33,791339
healthcare.gov,34,830831
healthcare.gov,35,813623
healthcare.gov,36,801523
healthcare.gov,37,786541
healthcare.gov,38,860147
healthcare.gov,39,869401
healthcare.gov,40,1158981
healthcare.gov,41,923674
healthcare.gov,42,1078253
healthcare.gov,43,1163362
healthcare.gov,44,1840998
healthcare.gov,45,2445328
healthcare.gov,46,2533694
healthcare.gov,47,2225559
healthcare.gov,48,1528395
healthcare.gov,49,2621143
healthcare.gov,50,3790818
healthcare.gov,51,3394548
healthcare.gov,52,721362
healthcare.gov,53,892838
healthdata.gov,1,3500
healthdata.gov,2,7937
healthdata.gov,3,9715
healthdata.gov,4,9095
healthdata.gov,5,9855
healthdata.gov,6,11067
healthdata.gov,7,11607
healthdata.gov,8,10718
healthdata.gov,9,11737
healthdata.gov,10,11519
healthdata.gov,11,9902
healthdata.gov,12,8903
healthdata.gov,13,10208
healthdata.gov,14,33056
healthdata.gov,15,26661
healthdata.gov,16,17923
healthdata.gov,17,15612
healthdata.gov,18,16578
healthdata.gov,19,20242
healthdata.gov,20,12695
healthdata.gov,21,10376
healthdata.gov,22,9534
healthdata.gov,23,9142
healthdata.gov,24,10128
healthdata.gov,25,9832
healthdata.gov,26,16196
healthdata.gov,27,11853
healthdata.gov,28,13212
healthdata.gov,29,15191
healthdata.gov,30,23294
healthdata.gov,31,20492
healthdata.gov,32,14960
healthdata.gov,33,14746
healthdata.gov,34,13959
healthdata.gov,35,14587
healthdata.gov,36,17080
healthdata.gov,37,16255
healthdata.gov,38,15230
healthdata.gov,39,15446
healthdata.gov,40,19027
healthdata.gov,41,16007
healthdata.gov,42,16259
healthdata.gov,43,18880
healthdata.gov,44,26382
healthdata.gov,45,18180
healthdata.gov,46,26982
healthdata.gov,47,32114
healthdata.gov,48,24446
healthdata.gov,49,34772
healthdata.gov,50,154997
healthdata.gov,51,66101
healthdata.gov,52,26169
healthdata.gov,53,21744
healthfinder.gov,1,50732
healthfinder.gov,2,102599
healthfinder.gov,3,108488
healthfinder.gov,4,98146
healthfinder.gov,5,102086
healthfinder.gov,6,60863
healthfinder.gov,21,507
healthfinder.gov,22,566
healthfinder.gov,23,518
healthit.gov,1,400
healthit.gov,2,1111
healthit.gov,3,1480
healthit.gov,4,2208
healthit.gov,5,1954
healthit.gov,6,1983
healthit.gov,7,2121
healthit.gov,8,2011
healthit.gov,9,1880
healthit.gov,10,1776
healthit.gov,11,1844
healthit.gov,12,2022
healthit.gov,13,1885
healthit.gov,14,2021
healthit.gov,15,2042
healthit.gov,16,2011
healthit.gov,17,1953
healthit.gov,18,1715
healthit.gov,19,1705
healthit.gov,20,1507
healthit.gov,21,1457
healthit.gov,22,1420
healthit.gov,23,1432
healthit.gov,24,1741
healthit.gov,25,1823
healthit.gov,26,2626
healthit.gov,27,1650
healthit.gov,28,25583
healthit.gov,29,45554
healthit.gov,30,44778
healthit.gov,31,42849
healthit.gov,32,43925
healthit.gov,33,52819
healthit.gov,34,44083
healthit.gov,35,45850
healthit.gov,36,47787
healthit.gov,37,49292
healthit.gov,38,59877
healthit.gov,39,59450
healthit.gov,40,58904
healthit.gov,41,69227
healthit.gov,42,61697
healthit.gov,43,62617
healthit.gov,44,73197
healthit.gov,45,66753
healthit.gov,46,58241
healthit.gov,47,51657
healthit.gov,48,38494
healthit.gov,49,55441
healthit.gov,50,52053
healthit.gov,51,41651
healthit.gov,52,23377
healthit.gov,53,17035
healthypeople.gov,1,32023
healthypeople.gov,2,87550
healthypeople.gov,3,126712
healthypeople.gov,4,138214
healthypeople.gov,5,146279
healthypeople.gov,6,147246
healthypeople.gov,7,134876
healthypeople.gov,8,131589
healthypeople.gov,9,136415
healthypeople.gov,10,134143
healthypeople.gov,11,117001
healthypeople.gov,12,98319
healthypeople.gov,13,108506
healthypeople.gov,14,114378
healthypeople.gov,15,120111
healthypeople.gov,16,126298
healthypeople.gov,17,121542
healthypeople.gov,18,110376
healthypeople.gov,19,98246
healthypeople.gov,20,92610
healthypeople.gov,21,89012
healthypeople.gov,22,84809
healthypeople.gov,23,94951
healthypeople.gov,24,94341
healthypeople.gov,25,87542
healthypeople.gov,26,91258
healthypeople.gov,27,81135
healthypeople.gov,28,91616
healthypeople.gov,29,99357
healthypeople.gov,30,90999
healthypeople.gov,31,81710
healthypeople.gov,32,76132
