domain,week,visits
58000.nih.gov,48,523
58000.nih.gov,49,716
58000.nih.gov,50,499
58000.nih.gov,51,101
60plus.smokefree.gov,1,302
60plus.smokefree.gov,2,246
60plus.smokefree.gov,3,247
60plus.smokefree.gov,4,106
60plus.smokefree.gov,8,237
60plus.smokefree.gov,9,102
60plus.smokefree.gov,10,116
60plus.smokefree.gov,12,101
60plus.smokefree.gov,16,105
60plus.smokefree.gov,19,107
60plus.smokefree.gov,21,107
60plus.smokefree.gov,25,120
60plus.smokefree.gov,28,327
60plus.smokefree.gov,29,104
60plus.smokefree.gov,30,110
60plus.smokefree.gov,31,108
60plus.smokefree.gov,32,222
60plus.smokefree.gov,33,112
60plus.smokefree.gov,34,105
60plus.smokefree.gov,35,331
60plus.smokefree.gov,36,211
60plus.smokefree.gov,37,478
60plus.smokefree.gov,38,514
60plus.smokefree.gov,39,593
60plus.smokefree.gov,40,713
60plus.smokefree.gov,41,1537
60plus.smokefree.gov,42,969
60plus.smokefree.gov,43,827
60plus.smokefree.gov,44,1111
60plus.smokefree.gov,45,1111
60plus.smokefree.gov,46,733
60plus.smokefree.gov,47,613
60plus.smokefree.gov,48,661
60plus.smokefree.gov,49,768
60plus.smokefree.gov,50,635
60plus.smokefree.gov,52,477
aasis.omha.hhs.gov,1,1252
aasis.omha.hhs.gov,2,1049
aasis.omha.hhs.gov,3,1001
aasis.omha.hhs.gov,4,1046
aasis.omha.hhs.gov,5,1085
aasis.omha.hhs.gov,6,1040
aasis.omha.hhs.gov,7,1007
aasis.omha.hhs.gov,8,1076
aasis.omha.hhs.gov,9,1145
aasis.omha.hhs.gov,10,1017
aasis.omha.hhs.gov,11,990
aasis.omha.hhs.gov,12,989
aasis.omha.hhs.gov,13,1077
aasis.omha.hhs.gov,14,1124
aasis.omha.hhs.gov,15,1054
aasis.omha.hhs.gov,16,1005
aasis.omha.hhs.gov,17,1008
aasis.omha.hhs.gov,18,938
aasis.omha.hhs.gov,19,942
aasis.omha.hhs.gov,20,969
aasis.omha.hhs.gov,21,886
aasis.omha.hhs.gov,22,857
aasis.omha.hhs.gov,23,990
aasis.omha.hhs.gov,24,1045
aasis.omha.hhs.gov,25,981
aasis.omha.hhs.gov,26,900
aasis.omha.hhs.gov,27,782
aasis.omha.hhs.gov,28,992
aasis.omha.hhs.gov,29,1013
aasis.omha.hhs.gov,30,936
aasis.omha.hhs.gov,31,913
aasis.omha.hhs.gov,32,988
aasis.omha.hhs.gov,33,898
aasis.omha.hhs.gov,34,879
aasis.omha.hhs.gov,35,862
aasis.omha.hhs.gov,36,769
aasis.omha.hhs.gov,37,868
aasis.omha.hhs.gov,38,882
aasis.omha.hhs.gov,39,936
aasis.omha.hhs.gov,40,889
aasis.omha.hhs.gov,41,821
aasis.omha.hhs.gov,42,900
aasis.omha.hhs.gov,43,922
aasis.omha.hhs.gov,44,856
aasis.omha.hhs.gov,45,779
aasis.omha.hhs.gov,46,849
aasis.omha.hhs.gov,47,431
aasis.omha.hhs.gov,48,882
aasis.omha.hhs.gov,49,921
aasis.omha.hhs.gov,50,858
aasis.omha.hhs.gov,51,561
aasis.omha.hhs.gov,52,414
abs.cit.nih.gov,42,160
access.fda.gov,1,16839
access.fda.gov,2,13883
access.fda.gov,3,11966
access.fda.gov,4,11610
access.fda.gov,5,11152
access.fda.gov,6,8960
access.fda.gov,7,9409
access.fda.gov,8,10343
access.fda.gov,9,9910
access.fda.gov,10,9824
access.fda.gov,11,9431
access.fda.gov,12,9630
access.fda.gov,13,8528
access.fda.gov,14,8894
access.fda.gov,15,9224
access.fda.gov,16,8665
access.fda.gov,17,8497
access.fda.gov,18,8061
access.fda.gov,19,9178
access.fda.gov,20,8825
access.fda.gov,21,8507
access.fda.gov,22,7952
access.fda.gov,23,8537
access.fda.gov,24,8420
access.fda.gov,25,8245
access.fda.gov,26,7913
access.fda.gov,27,7648
access.fda.gov,28,7883
access.fda.gov,29,7640
access.fda.gov,30,7595
access.fda.gov,31,7189
access.fda.gov,32,7270
access.fda.gov,33,7441
access.fda.gov,34,7594
access.fda.gov,35,7642
access.fda.gov,36,7142
access.fda.gov,37,7786
access.fda.gov,38,7559
access.fda.gov,39,7844
access.fda.gov,40,8531
access.fda.gov,41,12188
access.fda.gov,42,12236
access.fda.gov,43,9935
access.fda.gov,44,9251
access.fda.gov,45,9533
access.fda.gov,46,9596
access.fda.gov,47,7993
access.fda.gov,48,10104
access.fda.gov,49,10140
access.fda.gov,50,10478
access.fda.gov,51,8156
access.fda.gov,52,6133
access.fda.gov,53,1561
accessclinicaldata.niaid.nih.gov,9,1267
accessdata.fda.gov,1,386519
accessdata.fda.gov,2,404722
accessdata.fda.gov,3,443478
accessdata.fda.gov,4,430005
accessdata.fda.gov,5,446966
accessdata.fda.gov,6,397221
accessdata.fda.gov,7,401036
accessdata.fda.gov,8,434397
accessdata.fda.gov,9,454177
accessdata.fda.gov,10,427069
accessdata.fda.gov,11,414082
accessdata.fda.gov,12,415108
accessdata.fda.gov,13,374594
accessdata.fda.gov,14,412837
accessdata.fda.gov,15,395792
accessdata.fda.gov,16,406482
accessdata.fda.gov,17,393260
accessdata.fda.gov,18,375553
accessdata.fda.gov,19,388494
accessdata.fda.gov,20,396576
accessdata.fda.gov,21,390272
accessdata.fda.gov,22,359363
accessdata.fda.gov,23,380978
accessdata.fda.gov,24,417812
accessdata.fda.gov,25,391969
accessdata.fda.gov,26,388116
accessdata.fda.gov,27,374017
accessdata.fda.gov,28,389031
accessdata.fda.gov,29,391980
accessdata.fda.gov,30,389524
accessdata.fda.gov,31,394356
accessdata.fda.gov,32,388691
accessdata.fda.gov,33,401249
accessdata.fda.gov,34,425670
accessdata.fda.gov,35,422673
accessdata.fda.gov,36,407244
accessdata.fda.gov,37,422072
accessdata.fda.gov,38,414251
accessdata.fda.gov,39,415376
accessdata.fda.gov,40,430807
accessdata.fda.gov,41,402407
accessdata.fda.gov,42,425699
accessdata.fda.gov,43,431962
accessdata.fda.gov,44,412788
accessdata.fda.gov,45,469937
accessdata.fda.gov,46,412827
accessdata.fda.gov,47,334903
accessdata.fda.gov,48,509086
accessdata.fda.gov,49,447903
accessdata.fda.gov,50,420762
accessdata.fda.gov,51,315446
accessdata.fda.gov,52,244352
accessdata.fda.gov,53,63161
accessgudid.nlm.nih.gov,1,29284
accessgudid.nlm.nih.gov,2,29317
accessgudid.nlm.nih.gov,3,30525
accessgudid.nlm.nih.gov,4,31284
accessgudid.nlm.nih.gov,5,32129
accessgudid.nlm.nih.gov,6,32305
accessgudid.nlm.nih.gov,7,31708
accessgudid.nlm.nih.gov,8,33257
accessgudid.nlm.nih.gov,9,33411
accessgudid.nlm.nih.gov,10,33272
accessgudid.nlm.nih.gov,11,32858
accessgudid.nlm.nih.gov,12,33078
accessgudid.nlm.nih.gov,13,29897
accessgudid.nlm.nih.gov,14,29997
accessgudid.nlm.nih.gov,15,31769
accessgudid.nlm.nih.gov,16,31679
accessgudid.nlm.nih.gov,17,32258
accessgudid.nlm.nih.gov,18,31258
accessgudid.nlm.nih.gov,19,31146
accessgudid.nlm.nih.gov,20,32477
accessgudid.nlm.nih.gov,21,31514
accessgudid.nlm.nih.gov,22,28272
accessgudid.nlm.nih.gov,23,31748
accessgudid.nlm.nih.gov,24,31245
accessgudid.nlm.nih.gov,25,31247
accessgudid.nlm.nih.gov,26,31011
accessgudid.nlm.nih.gov,27,27994
accessgudid.nlm.nih.gov,28,31992
accessgudid.nlm.nih.gov,29,31954
accessgudid.nlm.nih.gov,30,32114
accessgudid.nlm.nih.gov,31,31208
accessgudid.nlm.nih.gov,32,31458
accessgudid.nlm.nih.gov,33,31148
accessgudid.nlm.nih.gov,34,32305
accessgudid.nlm.nih.gov,35,31574
accessgudid.nlm.nih.gov,36,27966
accessgudid.nlm.nih.gov,37,32702
accessgudid.nlm.nih.gov,38,32828
accessgudid.nlm.nih.gov,39,33109
accessgudid.nlm.nih.gov,40,32948
accessgudid.nlm.nih.gov,41,31016
accessgudid.nlm.nih.gov,42,33452
accessgudid.nlm.nih.gov,43,33985
accessgudid.nlm.nih.gov,44,33349
accessgudid.nlm.nih.gov,45,33563
accessgudid.nlm.nih.gov,46,33503
accessgudid.nlm.nih.gov,47,23971
accessgudid.nlm.nih.gov,48,32451
accessgudid.nlm.nih.gov,49,32792
accessgudid.nlm.nih.gov,50,32655
accessgudid.nlm.nih.gov,51,25457
accessgudid.nlm.nih.gov,52,19950
accessgudid.nlm.nih.gov,53,2147
account.mymedicare.gov,1,682524
account.mymedicare.gov,2,605336
account.mymedicare.gov,3,514112
account.mymedicare.gov,4,467111
account.mymedicare.gov,5,628104
account.mymedicare.gov,6,554748
account.mymedicare.gov,7,462976
account.mymedicare.gov,8,466857
account.mymedicare.gov,9,239031
account.mymedicare.gov,10,36461
account.mymedicare.gov,11,28545
account.mymedicare.gov,12,24642
account.mymedicare.gov,13,21760
account.mymedicare.gov,14,28671
account.mymedicare.gov,15,2828
account.mymedicare.gov,53,117851
account.ncbi.nlm.nih.gov,1,1238
account.ncbi.nlm.nih.gov,2,1133
account.ncbi.nlm.nih.gov,3,745
account.ncbi.nlm.nih.gov,4,579
account.ncbi.nlm.nih.gov,5,619
account.ncbi.nlm.nih.gov,6,850
account.ncbi.nlm.nih.gov,7,649
account.ncbi.nlm.nih.gov,8,770
account.ncbi.nlm.nih.gov,9,673
account.ncbi.nlm.nih.gov,10,91707
account.ncbi.nlm.nih.gov,11,115073
account.ncbi.nlm.nih.gov,12,110800
account.ncbi.nlm.nih.gov,13,99220
account.ncbi.nlm.nih.gov,14,112051
account.ncbi.nlm.nih.gov,15,110882
account.ncbi.nlm.nih.gov,16,109257
account.ncbi.nlm.nih.gov,17,99500
account.ncbi.nlm.nih.gov,18,99014
account.ncbi.nlm.nih.gov,19,96754
account.ncbi.nlm.nih.gov,20,96269
account.ncbi.nlm.nih.gov,21,96175
account.ncbi.nlm.nih.gov,22,92028
account.ncbi.nlm.nih.gov,23,94175
account.ncbi.nlm.nih.gov,24,87828
account.ncbi.nlm.nih.gov,25,85742
account.ncbi.nlm.nih.gov,26,82053
account.ncbi.nlm.nih.gov,27,83135
account.ncbi.nlm.nih.gov,28,84998
account.ncbi.nlm.nih.gov,29,84024
account.ncbi.nlm.nih.gov,30,81667
account.ncbi.nlm.nih.gov,31,85849
account.ncbi.nlm.nih.gov,32,86706
account.ncbi.nlm.nih.gov,33,87594
account.ncbi.nlm.nih.gov,34,97440
account.ncbi.nlm.nih.gov,35,99022
account.ncbi.nlm.nih.gov,36,108137
account.ncbi.nlm.nih.gov,37,119126
account.ncbi.nlm.nih.gov,38,122364
account.ncbi.nlm.nih.gov,39,124550
account.ncbi.nlm.nih.gov,40,130795
account.ncbi.nlm.nih.gov,41,131931
account.ncbi.nlm.nih.gov,42,133803
account.ncbi.nlm.nih.gov,43,130094
account.ncbi.nlm.nih.gov,44,127954
account.ncbi.nlm.nih.gov,45,131680
account.ncbi.nlm.nih.gov,46,132121
account.ncbi.nlm.nih.gov,47,122407
account.ncbi.nlm.nih.gov,48,125481
account.ncbi.nlm.nih.gov,49,117376
account.ncbi.nlm.nih.gov,50,110422
account.ncbi.nlm.nih.gov,51,83574
account.ncbi.nlm.nih.gov,52,57574
acd.od.nih.gov,7,1963
acd.od.nih.gov,8,1717
acd.od.nih.gov,9,879
acd.od.nih.gov,18,147
acd.od.nih.gov,22,118
acd.od.nih.gov,23,2011
acd.od.nih.gov,24,756
acd.od.nih.gov,25,107
acd.od.nih.gov,40,280
acd.od.nih.gov,41,109
acd.od.nih.gov,42,111
acd.od.nih.gov,47,127
acd.od.nih.gov,48,104
acd.od.nih.gov,49,1438
acd.od.nih.gov,50,163
acf.hhs.gov,1,89202
acf.hhs.gov,2,90976
acf.hhs.gov,3,89524
acf.hhs.gov,4,98962
acf.hhs.gov,5,100487
acf.hhs.gov,6,118520
acf.hhs.gov,7,119825
acf.hhs.gov,8,143086
acf.hhs.gov,9,141197
acf.hhs.gov,10,133307
acf.hhs.gov,11,141191
acf.hhs.gov,12,146291
acf.hhs.gov,13,133736
acf.hhs.gov,14,137076
acf.hhs.gov,15,142808
acf.hhs.gov,16,141519
acf.hhs.gov,17,139323
acf.hhs.gov,18,135094
acf.hhs.gov,19,138891
acf.hhs.gov,20,135146
acf.hhs.gov,21,130456
acf.hhs.gov,22,123165
acf.hhs.gov,23,137578
acf.hhs.gov,24,127251
acf.hhs.gov,25,128257
acf.hhs.gov,26,115795
acf.hhs.gov,27,111587
acf.hhs.gov,28,128066
acf.hhs.gov,29,133060
acf.hhs.gov,30,141183
acf.hhs.gov,31,153071
acf.hhs.gov,32,134891
acf.hhs.gov,33,174905
acf.hhs.gov,34,175808
acf.hhs.gov,35,148051
acf.hhs.gov,36,149716
acf.hhs.gov,37,164999
acf.hhs.gov,38,149173
acf.hhs.gov,39,150936
acf.hhs.gov,40,145528
acf.hhs.gov,41,153332
acf.hhs.gov,42,157962
acf.hhs.gov,43,154646
acf.hhs.gov,44,172405
acf.hhs.gov,45,143063
acf.hhs.gov,46,161590
acf.hhs.gov,47,114495
acf.hhs.gov,48,156522
acf.hhs.gov,49,149972
acf.hhs.gov,50,147517
acf.hhs.gov,51,93867
acf.hhs.gov,52,77084
acf.hhs.gov,53,20190
acl.gov,1,23082
acl.gov,2,28175
acl.gov,3,29669
acl.gov,4,29394
acl.gov,5,28647
acl.gov,6,29420
acl.gov,7,28301
acl.gov,8,38938
acl.gov,9,36175
acl.gov,10,35804
acl.gov,11,35591
acl.gov,12,34045
acl.gov,13,33609
acl.gov,14,33457
acl.gov,15,37698
acl.gov,16,36803
acl.gov,17,39206
acl.gov,18,42808
acl.gov,19,38680
acl.gov,20,39530
acl.gov,21,40571
acl.gov,22,29607
acl.gov,23,33704
acl.gov,24,30155
acl.gov,25,38624
acl.gov,26,32840
acl.gov,27,30286
acl.gov,28,35680
acl.gov,29,31481
acl.gov,30,34178
acl.gov,31,30288
acl.gov,32,32879
acl.gov,33,31464
acl.gov,34,30785
acl.gov,35,30501
acl.gov,36,33579
acl.gov,37,36474
acl.gov,38,33127
acl.gov,39,36120
acl.gov,40,37299
acl.gov,41,32946
acl.gov,42,38520
acl.gov,43,39139
acl.gov,44,37083
acl.gov,45,35623
acl.gov,46,35230
acl.gov,47,26751
acl.gov,48,36535
acl.gov,49,36110
acl.gov,50,33210
acl.gov,51,21867
acl.gov,52,17899
acl.gov,53,6840
acq-map.od.nih.gov,40,119
addiction.surgeongeneral.gov,1,820
addiction.surgeongeneral.gov,2,1016
addiction.surgeongeneral.gov,3,1193
addiction.surgeongeneral.gov,4,1343
addiction.surgeongeneral.gov,5,1384
addiction.surgeongeneral.gov,6,1407
addiction.surgeongeneral.gov,7,1438
addiction.surgeongeneral.gov,8,1589
addiction.surgeongeneral.gov,9,1624
addiction.surgeongeneral.gov,10,1529
addiction.surgeongeneral.gov,11,1565
addiction.surgeongeneral.gov,12,1573
addiction.surgeongeneral.gov,13,1427
addiction.surgeongeneral.gov,14,1517
addiction.surgeongeneral.gov,15,1654
addiction.surgeongeneral.gov,16,1860
addiction.surgeongeneral.gov,17,1643
addiction.surgeongeneral.gov,18,1522
addiction.surgeongeneral.gov,19,1368
addiction.surgeongeneral.gov,20,1308
addiction.surgeongeneral.gov,21,1259
addiction.surgeongeneral.gov,22,1136
addiction.surgeongeneral.gov,23,1067
addiction.surgeongeneral.gov,24,1078
addiction.surgeongeneral.gov,25,1057
addiction.surgeongeneral.gov,26,881
addiction.surgeongeneral.gov,27,942
addiction.surgeongeneral.gov,28,1089
addiction.surgeongeneral.gov,29,1062
addiction.surgeongeneral.gov,30,963
addiction.surgeongeneral.gov,31,985
addiction.surgeongeneral.gov,32,996
addiction.surgeongeneral.gov,33,880
addiction.surgeongeneral.gov,34,1476
addiction.surgeongeneral.gov,35,1247
addiction.surgeongeneral.gov,36,1513
addiction.surgeongeneral.gov,37,1735
addiction.surgeongeneral.gov,38,1756
addiction.surgeongeneral.gov,39,1952
addiction.surgeongeneral.gov,40,1819
addiction.surgeongeneral.gov,41,1749
addiction.surgeongeneral.gov,42,1982
addiction.surgeongeneral.gov,43,2067
addiction.surgeongeneral.gov,44,2149
addiction.surgeongeneral.gov,45,2294
addiction.surgeongeneral.gov,46,2113
addiction.surgeongeneral.gov,47,1607
addiction.surgeongeneral.gov,48,2169
addiction.surgeongeneral.gov,49,2236
addiction.surgeongeneral.gov,50,1654
addiction.surgeongeneral.gov,51,572
addiction.surgeongeneral.gov,52,477
addiction.surgeongeneral.gov,53,102
afni-dev.nimh.nih.gov,48,369
afni.nimh.nih.gov,1,237
afni.nimh.nih.gov,2,511
afni.nimh.nih.gov,3,353
afni.nimh.nih.gov,4,498
afni.nimh.nih.gov,5,585
afni.nimh.nih.gov,6,346
afni.nimh.nih.gov,7,340
afni.nimh.nih.gov,8,598
afni.nimh.nih.gov,9,509
afni.nimh.nih.gov,10,657
afni.nimh.nih.gov,11,612
afni.nimh.nih.gov,12,485
afni.nimh.nih.gov,13,504
afni.nimh.nih.gov,14,391
afni.nimh.nih.gov,15,557
afni.nimh.nih.gov,16,485
afni.nimh.nih.gov,17,591
afni.nimh.nih.gov,18,330
afni.nimh.nih.gov,19,580
afni.nimh.nih.gov,20,632
afni.nimh.nih.gov,21,581
afni.nimh.nih.gov,22,377
afni.nimh.nih.gov,23,512
afni.nimh.nih.gov,24,475
afni.nimh.nih.gov,25,510
afni.nimh.nih.gov,26,338
afni.nimh.nih.gov,27,538
afni.nimh.nih.gov,28,481
afni.nimh.nih.gov,29,341
afni.nimh.nih.gov,30,376
afni.nimh.nih.gov,31,322
afni.nimh.nih.gov,32,471
afni.nimh.nih.gov,33,219
afni.nimh.nih.gov,34,368
afni.nimh.nih.gov,35,342
afni.nimh.nih.gov,36,494
afni.nimh.nih.gov,37,670
afni.nimh.nih.gov,38,576
afni.nimh.nih.gov,39,698
afni.nimh.nih.gov,40,664
afni.nimh.nih.gov,41,666
afni.nimh.nih.gov,42,700
afni.nimh.nih.gov,43,725
afni.nimh.nih.gov,44,771
afni.nimh.nih.gov,45,750
afni.nimh.nih.gov,46,880
afni.nimh.nih.gov,47,523
afni.nimh.nih.gov,48,2095
afni.nimh.nih.gov,49,849
afni.nimh.nih.gov,50,978
afni.nimh.nih.gov,51,329
afni.nimh.nih.gov,52,105
aghealth.nih.gov,46,148
agid.acl.gov,1,2429
agid.acl.gov,2,1483
agid.acl.gov,3,1415
agid.acl.gov,4,1275
agid.acl.gov,5,1362
agid.acl.gov,6,1307
agid.acl.gov,7,1485
agid.acl.gov,8,827
agid.acl.gov,9,1753
agid.acl.gov,10,1741
agid.acl.gov,11,1476
agid.acl.gov,12,1012
agid.acl.gov,13,1849
agid.acl.gov,14,2203
agid.acl.gov,15,767
agid.acl.gov,16,832
agid.acl.gov,17,378
agid.acl.gov,18,715
agid.acl.gov,19,974
agid.acl.gov,20,861
agid.acl.gov,21,725
agid.acl.gov,22,769
agid.acl.gov,23,679
agid.acl.gov,24,2544
agid.acl.gov,25,1943
agid.acl.gov,26,1544
agid.acl.gov,27,1249
agid.acl.gov,28,1089
agid.acl.gov,29,1687
agid.acl.gov,30,1312
agid.acl.gov,31,2495
agid.acl.gov,32,647
agid.acl.gov,33,2030
agid.acl.gov,34,2280
agid.acl.gov,35,2941
agid.acl.gov,36,1783
agid.acl.gov,37,2559
agid.acl.gov,38,2058
agid.acl.gov,39,712
agid.acl.gov,40,160
agid.acl.gov,42,108
agid.acl.gov,43,102
agid.acl.gov,48,133
agid.acl.gov,53,112
agingstats.gov,3,101
agingstats.gov,23,130695
agingstats.gov,35,101
agingstats.gov,36,1627
agingstats.gov,45,117
ahead.hiv.gov,8,608
ahead.hiv.gov,9,137
ahead.hiv.gov,15,102
ahead.hiv.gov,17,108
ahead.hiv.gov,20,104
ahead.hiv.gov,21,125
ahead.hiv.gov,22,103
ahead.hiv.gov,23,120
ahead.hiv.gov,24,303
ahead.hiv.gov,25,227
ahead.hiv.gov,29,112
ahead.hiv.gov,30,230
ahead.hiv.gov,32,122
ahead.hiv.gov,33,105
ahead.hiv.gov,34,110
ahead.hiv.gov,37,108
ahead.hiv.gov,38,279
ahead.hiv.gov,39,339
ahead.hiv.gov,41,226
ahead.hiv.gov,42,277
ahead.hiv.gov,48,244
ahead.hiv.gov,49,234
ahead.hiv.gov,50,106
ahrq.gov,1,109238
ahrq.gov,2,121401
ahrq.gov,3,126672
ahrq.gov,4,140035
ahrq.gov,5,147354
ahrq.gov,6,149623
ahrq.gov,7,147371
ahrq.gov,8,151982
ahrq.gov,9,150056
ahrq.gov,10,151577
ahrq.gov,11,158912
ahrq.gov,12,142316
ahrq.gov,13,135109
ahrq.gov,14,149559
ahrq.gov,15,169100
ahrq.gov,16,145665
ahrq.gov,17,138926
ahrq.gov,18,131633
ahrq.gov,19,137028
ahrq.gov,20,126286
ahrq.gov,21,136693
ahrq.gov,22,131559
ahrq.gov,23,139431
ahrq.gov,24,129804
ahrq.gov,25,127879
ahrq.gov,26,128279
ahrq.gov,27,125371
ahrq.gov,28,127492
ahrq.gov,29,120284
ahrq.gov,30,124093
ahrq.gov,31,123674
ahrq.gov,32,112077
ahrq.gov,33,109799
ahrq.gov,34,142130
ahrq.gov,35,125170
ahrq.gov,36,163483
ahrq.gov,37,158548
ahrq.gov,38,146180
ahrq.gov,39,141214
ahrq.gov,40,145874
ahrq.gov,41,146373
ahrq.gov,42,148972
ahrq.gov,43,154795
ahrq.gov,44,152363
ahrq.gov,45,145844
ahrq.gov,46,139819
ahrq.gov,47,113350
ahrq.gov,48,137517
ahrq.gov,49,120460
ahrq.gov,50,100734
ahrq.gov,51,73987
ahrq.gov,52,48543
ahrq.gov,53,25831
aidv-nccd-bdep.cdc.gov,29,471
aidv-nccd-bdep.cdc.gov,30,311
aidv-nccd-bdep.cdc.gov,34,2137
aidv-nccd-bdep.cdc.gov,38,1007
aidv-nccd-bdep.cdc.gov,42,168
aidv-nccd-bdep.cdc.gov,45,101
aidv-nccd-bdep.cdc.gov,46,379
