date,report_name,report_agency,domain,visits
2021-12-31 00:00:00,second-level-domain,health-human-services,collegedrinkingprevention.gov,193
2021-12-31 00:00:00,second-level-domain,health-human-services,psc.gov,119
2021-12-31 00:00:00,second-level-domain,health-human-services,selectagents.gov,103
2021-12-30 00:00:00,second-level-domain,health-human-services,cdc.gov,6723763
2021-12-30 00:00:00,second-level-domain,health-human-services,medlineplus.gov,1703961
2021-12-30 00:00:00,second-level-domain,health-human-services,fda.gov,664460
2021-12-30 00:00:00,second-level-domain,health-human-services,vaccines.gov,428513
2021-12-30 00:00:00,second-level-domain,health-human-services,hhs.gov,343261
2021-12-30 00:00:00,second-level-domain,health-human-services,healthcare.gov,297741
2021-12-30 00:00:00,second-level-domain,health-human-services,clinicaltrials.gov,183313
2021-12-30 00:00:00,second-level-domain,health-human-services,medicare.gov,165311
2021-12-30 00:00:00,second-level-domain,health-human-services,cancer.gov,157012
2021-12-30 00:00:00,second-level-domain,health-human-services,cms.gov,137626
2021-12-30 00:00:00,second-level-domain,health-human-services,drugabuse.gov,74275
2021-12-30 00:00:00,second-level-domain,health-human-services,nih.gov,58924
2021-12-30 00:00:00,second-level-domain,health-human-services,genome.gov,32114
2021-12-30 00:00:00,second-level-domain,health-human-services,samhsa.gov,31655
2021-12-30 00:00:00,second-level-domain,health-human-services,womenshealth.gov,22914
2021-12-30 00:00:00,second-level-domain,health-human-services,medicaid.gov,20405
2021-12-30 00:00:00,second-level-domain,health-human-services,hrsa.gov,19356
2021-12-30 00:00:00,second-level-domain,health-human-services,vacunas.gov,16201
2021-12-30 00:00:00,second-level-domain,health-human-services,grants.gov,14956
2021-12-30 00:00:00,second-level-domain,health-human-services,ihs.gov,14872
2021-12-30 00:00:00,second-level-domain,health-human-services,hiv.gov,14373
2021-12-30 00:00:00,second-level-domain,health-human-services,cuidadodesalud.gov,13002
2021-12-30 00:00:00,second-level-domain,health-human-services,health.gov,12533
2021-12-30 00:00:00,second-level-domain,health-human-services,ahrq.gov,10434
2021-12-30 00:00:00,second-level-domain,health-human-services,healthit.gov,9442
2021-12-30 00:00:00,second-level-domain,health-human-services,foodsafety.gov,8687
2021-12-30 00:00:00,second-level-domain,health-human-services,stopbullying.gov,6110
2021-12-30 00:00:00,second-level-domain,health-human-services,uspreventiveservicestaskforce.org,5059
2021-12-30 00:00:00,second-level-domain,health-human-services,childcare.gov,3881
2021-12-30 00:00:00,second-level-domain,health-human-services,simplereport.gov,3748
2021-12-30 00:00:00,second-level-domain,health-human-services,acl.gov,3600
2021-12-30 00:00:00,second-level-domain,health-human-services,youth.gov,2899
2021-12-30 00:00:00,second-level-domain,health-human-services,mentalhealth.gov,2832
2021-12-30 00:00:00,second-level-domain,health-human-services,healthypeople.gov,2748
2021-12-30 00:00:00,second-level-domain,health-human-services,smokefree.gov,2733
2021-12-30 00:00:00,second-level-domain,health-human-services,findtreatment.gov,2478
2021-12-30 00:00:00,second-level-domain,health-human-services,insurekidsnow.gov,2347
2021-12-30 00:00:00,second-level-domain,health-human-services,organdonor.gov,2259
2021-12-30 00:00:00,second-level-domain,health-human-services,donaciondeorganos.gov,1540
2021-12-30 00:00:00,second-level-domain,health-human-services,fatherhood.gov,1018
2021-12-30 00:00:00,second-level-domain,health-human-services,usphs.gov,963
2021-12-30 00:00:00,second-level-domain,health-human-services,alzheimers.gov,888
2021-12-30 00:00:00,second-level-domain,health-human-services,girlshealth.gov,370
2021-12-30 00:00:00,second-level-domain,health-human-services,psc.gov,250
2021-12-30 00:00:00,second-level-domain,health-human-services,selectagents.gov,204
2021-12-30 00:00:00,second-level-domain,health-human-services,collegedrinkingprevention.gov,172
2021-12-30 00:00:00,second-level-domain,health-human-services,eldercare.gov,160
2021-12-30 00:00:00,second-level-domain,health-human-services,childwelfare.gov,142
2021-12-29 00:00:00,second-level-domain,health-human-services,cdc.gov,7096165
2021-12-29 00:00:00,second-level-domain,health-human-services,medlineplus.gov,1831366
2021-12-29 00:00:00,second-level-domain,health-human-services,fda.gov,734332
2021-12-29 00:00:00,second-level-domain,health-human-services,vaccines.gov,456058
2021-12-29 00:00:00,second-level-domain,health-human-services,hhs.gov,383972
2021-12-29 00:00:00,second-level-domain,health-human-services,healthcare.gov,309561
2021-12-29 00:00:00,second-level-domain,health-human-services,clinicaltrials.gov,196704
2021-12-29 00:00:00,second-level-domain,health-human-services,medicare.gov,179180
2021-12-29 00:00:00,second-level-domain,health-human-services,cancer.gov,173477
2021-12-29 00:00:00,second-level-domain,health-human-services,cms.gov,166308
2021-12-29 00:00:00,second-level-domain,health-human-services,drugabuse.gov,75796
2021-12-29 00:00:00,second-level-domain,health-human-services,nih.gov,55857
2021-12-29 00:00:00,second-level-domain,health-human-services,genome.gov,35573
2021-12-29 00:00:00,second-level-domain,health-human-services,samhsa.gov,33968
2021-12-29 00:00:00,second-level-domain,health-human-services,hrsa.gov,24192
2021-12-29 00:00:00,second-level-domain,health-human-services,womenshealth.gov,24071
2021-12-29 00:00:00,second-level-domain,health-human-services,medicaid.gov,22656
2021-12-29 00:00:00,second-level-domain,health-human-services,ihs.gov,17704
2021-12-29 00:00:00,second-level-domain,health-human-services,cuidadodesalud.gov,16904
2021-12-29 00:00:00,second-level-domain,health-human-services,vacunas.gov,16135
2021-12-29 00:00:00,second-level-domain,health-human-services,grants.gov,15946
2021-12-29 00:00:00,second-level-domain,health-human-services,hiv.gov,15731
2021-12-29 00:00:00,second-level-domain,health-human-services,health.gov,13920
2021-12-29 00:00:00,second-level-domain,health-human-services,healthit.gov,12972
2021-12-29 00:00:00,second-level-domain,health-human-services,ahrq.gov,10467
2021-12-29 00:00:00,second-level-domain,health-human-services,foodsafety.gov,9336
2021-12-29 00:00:00,second-level-domain,health-human-services,stopbullying.gov,7097
2021-12-29 00:00:00,second-level-domain,health-human-services,uspreventiveservicestaskforce.org,5447
2021-12-29 00:00:00,second-level-domain,health-human-services,childcare.gov,4451
2021-12-29 00:00:00,second-level-domain,health-human-services,acl.gov,4190
2021-12-29 00:00:00,second-level-domain,health-human-services,simplereport.gov,3995
2021-12-29 00:00:00,second-level-domain,health-human-services,youth.gov,3214
2021-12-29 00:00:00,second-level-domain,health-human-services,healthypeople.gov,3195
2021-12-29 00:00:00,second-level-domain,health-human-services,mentalhealth.gov,3066
2021-12-29 00:00:00,second-level-domain,health-human-services,smokefree.gov,2937
2021-12-29 00:00:00,second-level-domain,health-human-services,insurekidsnow.gov,2652
2021-12-29 00:00:00,second-level-domain,health-human-services,findtreatment.gov,2647
2021-12-29 00:00:00,second-level-domain,health-human-services,organdonor.gov,2477
2021-12-29 00:00:00,second-level-domain,health-human-services,donaciondeorganos.gov,1115
2021-12-29 00:00:00,second-level-domain,health-human-services,usphs.gov,1019
2021-12-29 00:00:00,second-level-domain,health-human-services,alzheimers.gov,966
2021-12-29 00:00:00,second-level-domain,health-human-services,fatherhood.gov,941
2021-12-29 00:00:00,second-level-domain,health-human-services,girlshealth.gov,408
2021-12-29 00:00:00,second-level-domain,health-human-services,psc.gov,357
2021-12-29 00:00:00,second-level-domain,health-human-services,selectagents.gov,275
2021-12-29 00:00:00,second-level-domain,health-human-services,eldercare.gov,179
2021-12-29 00:00:00,second-level-domain,health-human-services,collegedrinkingprevention.gov,174
2021-12-29 00:00:00,second-level-domain,health-human-services,childwelfare.gov,153
2021-12-28 00:00:00,second-level-domain,health-human-services,cdc.gov,7739849
2021-12-28 00:00:00,second-level-domain,health-human-services,medlineplus.gov,1838613
2021-12-28 00:00:00,second-level-domain,health-human-services,fda.gov,683145
2021-12-28 00:00:00,second-level-domain,health-human-services,vaccines.gov,483612
2021-12-28 00:00:00,second-level-domain,health-human-services,hhs.gov,393535
2021-12-28 00:00:00,second-level-domain,health-human-services,healthcare.gov,320213
2021-12-28 00:00:00,second-level-domain,health-human-services,clinicaltrials.gov,194056
2021-12-28 00:00:00,second-level-domain,health-human-services,medicare.gov,185810
2021-12-28 00:00:00,second-level-domain,health-human-services,cancer.gov,171836
2021-12-28 00:00:00,second-level-domain,health-human-services,cms.gov,152676
2021-12-28 00:00:00,second-level-domain,health-human-services,drugabuse.gov,76321
2021-12-28 00:00:00,second-level-domain,health-human-services,nih.gov,66314
2021-12-28 00:00:00,second-level-domain,health-human-services,genome.gov,33926
2021-12-28 00:00:00,second-level-domain,health-human-services,samhsa.gov,32116
2021-12-28 00:00:00,second-level-domain,health-human-services,medicaid.gov,29927
2021-12-28 00:00:00,second-level-domain,health-human-services,womenshealth.gov,24644
2021-12-28 00:00:00,second-level-domain,health-human-services,hrsa.gov,22888
2021-12-28 00:00:00,second-level-domain,health-human-services,grants.gov,17178
2021-12-28 00:00:00,second-level-domain,health-human-services,ihs.gov,16683
2021-12-28 00:00:00,second-level-domain,health-human-services,vacunas.gov,16006
2021-12-28 00:00:00,second-level-domain,health-human-services,cuidadodesalud.gov,15806
2021-12-28 00:00:00,second-level-domain,health-human-services,hiv.gov,15602
2021-12-28 00:00:00,second-level-domain,health-human-services,healthit.gov,14890
2021-12-28 00:00:00,second-level-domain,health-human-services,health.gov,13832
2021-12-28 00:00:00,second-level-domain,health-human-services,ahrq.gov,11106
2021-12-28 00:00:00,second-level-domain,health-human-services,foodsafety.gov,9060
2021-12-28 00:00:00,second-level-domain,health-human-services,stopbullying.gov,6936
2021-12-28 00:00:00,second-level-domain,health-human-services,uspreventiveservicestaskforce.org,5842
2021-12-28 00:00:00,second-level-domain,health-human-services,childcare.gov,4494
2021-12-28 00:00:00,second-level-domain,health-human-services,acl.gov,4122
2021-12-28 00:00:00,second-level-domain,health-human-services,simplereport.gov,3794
2021-12-28 00:00:00,second-level-domain,health-human-services,healthypeople.gov,3486
2021-12-28 00:00:00,second-level-domain,health-human-services,mentalhealth.gov,3213
2021-12-28 00:00:00,second-level-domain,health-human-services,youth.gov,3201
2021-12-28 00:00:00,second-level-domain,health-human-services,smokefree.gov,2933
2021-12-28 00:00:00,second-level-domain,health-human-services,findtreatment.gov,2852
2021-12-28 00:00:00,second-level-domain,health-human-services,insurekidsnow.gov,2537
2021-12-28 00:00:00,second-level-domain,health-human-services,organdonor.gov,2270
2021-12-28 00:00:00,second-level-domain,health-human-services,donaciondeorganos.gov,1533
2021-12-28 00:00:00,second-level-domain,health-human-services,alzheimers.gov,1156
2021-12-28 00:00:00,second-level-domain,health-human-services,usphs.gov,1091
2021-12-28 00:00:00,second-level-domain,health-human-services,fatherhood.gov,987
2021-12-28 00:00:00,second-level-domain,health-human-services,girlshealth.gov,409
2021-12-28 00:00:00,second-level-domain,health-human-services,psc.gov,283
2021-12-28 00:00:00,second-level-domain,health-human-services,selectagents.gov,254
2021-12-28 00:00:00,second-level-domain,health-human-services,eldercare.gov,187
2021-12-28 00:00:00,second-level-domain,health-human-services,childwelfare.gov,158
2021-12-28 00:00:00,second-level-domain,health-human-services,collegedrinkingprevention.gov,156
2021-12-27 00:00:00,second-level-domain,health-human-services,cdc.gov,6851368
2021-12-27 00:00:00,second-level-domain,health-human-services,medlineplus.gov,1766061
2021-12-27 00:00:00,second-level-domain,health-human-services,fda.gov,649287
2021-12-27 00:00:00,second-level-domain,health-human-services,vaccines.gov,476577
2021-12-27 00:00:00,second-level-domain,health-human-services,hhs.gov,386737
2021-12-27 00:00:00,second-level-domain,health-human-services,healthcare.gov,283630
2021-12-27 00:00:00,second-level-domain,health-human-services,clinicaltrials.gov,184797
2021-12-27 00:00:00,second-level-domain,health-human-services,medicare.gov,173664
2021-12-27 00:00:00,second-level-domain,health-human-services,cancer.gov,159948
2021-12-27 00:00:00,second-level-domain,health-human-services,cms.gov,136196
2021-12-27 00:00:00,second-level-domain,health-human-services,drugabuse.gov,75087
2021-12-27 00:00:00,second-level-domain,health-human-services,nih.gov,59366
2021-12-27 00:00:00,second-level-domain,health-human-services,genome.gov,31813
2021-12-27 00:00:00,second-level-domain,health-human-services,medicaid.gov,29770
2021-12-27 00:00:00,second-level-domain,health-human-services,samhsa.gov,29120
2021-12-27 00:00:00,second-level-domain,health-human-services,womenshealth.gov,24422
2021-12-27 00:00:00,second-level-domain,health-human-services,hrsa.gov,22436
2021-12-27 00:00:00,second-level-domain,health-human-services,cuidadodesalud.gov,18780
2021-12-27 00:00:00,second-level-domain,health-human-services,vacunas.gov,16060
2021-12-27 00:00:00,second-level-domain,health-human-services,grants.gov,15590
2021-12-27 00:00:00,second-level-domain,health-human-services,ihs.gov,14864
2021-12-27 00:00:00,second-level-domain,health-human-services,hiv.gov,14681
2021-12-27 00:00:00,second-level-domain,health-human-services,health.gov,12834
2021-12-27 00:00:00,second-level-domain,health-human-services,ahrq.gov,9918
2021-12-27 00:00:00,second-level-domain,health-human-services,healthit.gov,9256
2021-12-27 00:00:00,second-level-domain,health-human-services,foodsafety.gov,8818
2021-12-27 00:00:00,second-level-domain,health-human-services,stopbullying.gov,6225
2021-12-27 00:00:00,second-level-domain,health-human-services,uspreventiveservicestaskforce.org,5177
2021-12-27 00:00:00,second-level-domain,health-human-services,childcare.gov,3952
2021-12-27 00:00:00,second-level-domain,health-human-services,acl.gov,3669
2021-12-27 00:00:00,second-level-domain,health-human-services,healthypeople.gov,3305
2021-12-27 00:00:00,second-level-domain,health-human-services,simplereport.gov,3100
2021-12-27 00:00:00,second-level-domain,health-human-services,mentalhealth.gov,2946
2021-12-27 00:00:00,second-level-domain,health-human-services,findtreatment.gov,2805
2021-12-27 00:00:00,second-level-domain,health-human-services,youth.gov,2763
2021-12-27 00:00:00,second-level-domain,health-human-services,smokefree.gov,2527
2021-12-27 00:00:00,second-level-domain,health-human-services,organdonor.gov,1909
2021-12-27 00:00:00,second-level-domain,health-human-services,insurekidsnow.gov,1311
2021-12-27 00:00:00,second-level-domain,health-human-services,donaciondeorganos.gov,1182
2021-12-27 00:00:00,second-level-domain,health-human-services,alzheimers.gov,1019
2021-12-27 00:00:00,second-level-domain,health-human-services,fatherhood.gov,966
2021-12-27 00:00:00,second-level-domain,health-human-services,usphs.gov,962
2021-12-27 00:00:00,second-level-domain,health-human-services,girlshealth.gov,410
2021-12-27 00:00:00,second-level-domain,health-human-services,selectagents.gov,225
2021-12-27 00:00:00,second-level-domain,health-human-services,collegedrinkingprevention.gov,178
2021-12-27 00:00:00,second-level-domain,health-human-services,eldercare.gov,172
2021-12-27 00:00:00,second-level-domain,health-human-services,childwelfare.gov,170
2021-12-27 00:00:00,second-level-domain,health-human-services,psc.gov,155
2021-12-26 00:00:00,second-level-domain,health-human-services,cdc.gov,3983885
2021-12-26 00:00:00,second-level-domain,health-human-services,medlineplus.gov,1402883
2021-12-26 00:00:00,second-level-domain,health-human-services,fda.gov,482072
2021-12-26 00:00:00,second-level-domain,health-human-services,vaccines.gov,309075
2021-12-26 00:00:00,second-level-domain,health-human-services,hhs.gov,216002
2021-12-26 00:00:00,second-level-domain,health-human-services,healthcare.gov,152070
2021-12-26 00:00:00,second-level-domain,health-human-services,clinicaltrials.gov,128479
2021-12-26 00:00:00,second-level-domain,health-human-services,cancer.gov,116956
2021-12-26 00:00:00,second-level-domain,health-human-services,medicare.gov,72203
2021-12-26 00:00:00,second-level-domain,health-human-services,drugabuse.gov,66977
2021-12-26 00:00:00,second-level-domain,health-human-services,nih.gov,41664
2021-12-26 00:00:00,second-level-domain,health-human-services,cms.gov,35662
2021-12-26 00:00:00,second-level-domain,health-human-services,genome.gov,25722
2021-12-26 00:00:00,second-level-domain,health-human-services,medicaid.gov,21179
2021-12-26 00:00:00,second-level-domain,health-human-services,womenshealth.gov,20621
2021-12-26 00:00:00,second-level-domain,health-human-services,samhsa.gov,19660
2021-12-26 00:00:00,second-level-domain,health-human-services,hrsa.gov,12449
2021-12-26 00:00:00,second-level-domain,health-human-services,hiv.gov,12408
2021-12-26 00:00:00,second-level-domain,health-human-services,vacunas.gov,11665
2021-12-26 00:00:00,second-level-domain,health-human-services,grants.gov,11633
2021-12-26 00:00:00,second-level-domain,health-human-services,foodsafety.gov,8464
2021-12-26 00:00:00,second-level-domain,health-human-services,health.gov,8257
2021-12-26 00:00:00,second-level-domain,health-human-services,cuidadodesalud.gov,7224
2021-12-26 00:00:00,second-level-domain,health-human-services,ahrq.gov,6228
2021-12-26 00:00:00,second-level-domain,health-human-services,stopbullying.gov,5086
2021-12-26 00:00:00,second-level-domain,health-human-services,ihs.gov,3837
2021-12-26 00:00:00,second-level-domain,health-human-services,mentalhealth.gov,2440
2021-12-26 00:00:00,second-level-domain,health-human-services,uspreventiveservicestaskforce.org,2413
2021-12-26 00:00:00,second-level-domain,health-human-services,healthypeople.gov,2211
2021-12-26 00:00:00,second-level-domain,health-human-services,healthit.gov,2181
2021-12-26 00:00:00,second-level-domain,health-human-services,childcare.gov,2120
2021-12-26 00:00:00,second-level-domain,health-human-services,acl.gov,2069
2021-12-26 00:00:00,second-level-domain,health-human-services,smokefree.gov,1987
2021-12-26 00:00:00,second-level-domain,health-human-services,youth.gov,1946
2021-12-26 00:00:00,second-level-domain,health-human-services,findtreatment.gov,1915
2021-12-26 00:00:00,second-level-domain,health-human-services,insurekidsnow.gov,1708
2021-12-26 00:00:00,second-level-domain,health-human-services,organdonor.gov,1359
2021-12-26 00:00:00,second-level-domain,health-human-services,donaciondeorganos.gov,1193
2021-12-26 00:00:00,second-level-domain,health-human-services,simplereport.gov,924
2021-12-26 00:00:00,second-level-domain,health-human-services,alzheimers.gov,777
2021-12-26 00:00:00,second-level-domain,health-human-services,fatherhood.gov,714
2021-12-26 00:00:00,second-level-domain,health-human-services,usphs.gov,681
2021-12-26 00:00:00,second-level-domain,health-human-services,girlshealth.gov,550
2021-12-26 00:00:00,second-level-domain,health-human-services,collegedrinkingprevention.gov,186
2021-12-25 00:00:00,second-level-domain,health-human-services,cdc.gov,3172477
2021-12-25 00:00:00,second-level-domain,health-human-services,medlineplus.gov,1171789
2021-12-25 00:00:00,second-level-domain,health-human-services,fda.gov,404142
2021-12-25 00:00:00,second-level-domain,health-human-services,vaccines.gov,214549
2021-12-25 00:00:00,second-level-domain,health-human-services,hhs.gov,112242
2021-12-25 00:00:00,second-level-domain,health-human-services,healthcare.gov,110605
2021-12-25 00:00:00,second-level-domain,health-human-services,clinicaltrials.gov,97826
2021-12-25 00:00:00,second-level-domain,health-human-services,cancer.gov,95080
2021-12-25 00:00:00,second-level-domain,health-human-services,drugabuse.gov,56066
2021-12-25 00:00:00,second-level-domain,health-human-services,medicare.gov,49338
2021-12-25 00:00:00,second-level-domain,health-human-services,nih.gov,41421
2021-12-25 00:00:00,second-level-domain,health-human-services,cms.gov,22765
2021-12-25 00:00:00,second-level-domain,health-human-services,genome.gov,20245
2021-12-25 00:00:00,second-level-domain,health-human-services,medicaid.gov,18990
2021-12-25 00:00:00,second-level-domain,health-human-services,womenshealth.gov,15839
2021-12-25 00:00:00,second-level-domain,health-human-services,foodsafety.gov,14972
2021-12-25 00:00:00,second-level-domain,health-human-services,samhsa.gov,14833
2021-12-25 00:00:00,second-level-domain,health-human-services,ahrq.gov,13995
2021-12-25 00:00:00,second-level-domain,health-human-services,hiv.gov,10193
2021-12-25 00:00:00,second-level-domain,health-human-services,hrsa.gov,8912
2021-12-25 00:00:00,second-level-domain,health-human-services,vacunas.gov,8489
2021-12-25 00:00:00,second-level-domain,health-human-services,grants.gov,8266
2021-12-25 00:00:00,second-level-domain,health-human-services,healthit.gov,6779
2021-12-25 00:00:00,second-level-domain,health-human-services,health.gov,6304
2021-12-25 00:00:00,second-level-domain,health-human-services,cuidadodesalud.gov,5274
2021-12-25 00:00:00,second-level-domain,health-human-services,stopbullying.gov,4250
2021-12-25 00:00:00,second-level-domain,health-human-services,ihs.gov,2547
2021-12-25 00:00:00,second-level-domain,health-human-services,healthypeople.gov,2254
2021-12-25 00:00:00,second-level-domain,health-human-services,acl.gov,2029
2021-12-25 00:00:00,second-level-domain,health-human-services,mentalhealth.gov,1876
2021-12-25 00:00:00,second-level-domain,health-human-services,smokefree.gov,1541
2021-12-25 00:00:00,second-level-domain,health-human-services,uspreventiveservicestaskforce.org,1482
2021-12-25 00:00:00,second-level-domain,health-human-services,organdonor.gov,1279
2021-12-25 00:00:00,second-level-domain,health-human-services,youth.gov,1264
2021-12-25 00:00:00,second-level-domain,health-human-services,childcare.gov,1225
2021-12-25 00:00:00,second-level-domain,health-human-services,donaciondeorganos.gov,1171
2021-12-25 00:00:00,second-level-domain,health-human-services,findtreatment.gov,1085
2021-12-25 00:00:00,second-level-domain,health-human-services,fatherhood.gov,741
2021-12-25 00:00:00,second-level-domain,health-human-services,simplereport.gov,624
2021-12-25 00:00:00,second-level-domain,health-human-services,alzheimers.gov,495
2021-12-25 00:00:00,second-level-domain,health-human-services,usphs.gov,475
2021-12-25 00:00:00,second-level-domain,health-human-services,insurekidsnow.gov,342
2021-12-25 00:00:00,second-level-domain,health-human-services,girlshealth.gov,258
2021-12-25 00:00:00,second-level-domain,health-human-services,collegedrinkingprevention.gov,138
2021-12-24 00:00:00,second-level-domain,health-human-services,cdc.gov,4191553
2021-12-24 00:00:00,second-level-domain,health-human-services,medlineplus.gov,1124559
2021-12-24 00:00:00,second-level-domain,health-human-services,fda.gov,626707
2021-12-24 00:00:00,second-level-domain,health-human-services,vaccines.gov,245364
2021-12-24 00:00:00,second-level-domain,health-human-services,hhs.gov,173839
2021-12-24 00:00:00,second-level-domain,health-human-services,healthcare.gov,126396
2021-12-24 00:00:00,second-level-domain,health-human-services,clinicaltrials.gov,124471
2021-12-24 00:00:00,second-level-domain,health-human-services,cancer.gov,101206
2021-12-24 00:00:00,second-level-domain,health-human-services,medicare.gov,69176
2021-12-24 00:00:00,second-level-domain,health-human-services,drugabuse.gov,53469
2021-12-24 00:00:00,second-level-domain,health-human-services,nih.gov,40840
2021-12-24 00:00:00,second-level-domain,health-human-services,cms.gov,34936
2021-12-24 00:00:00,second-level-domain,health-human-services,medicaid.gov,25745
2021-12-24 00:00:00,second-level-domain,health-human-services,genome.gov,21841
2021-12-24 00:00:00,second-level-domain,health-human-services,samhsa.gov,16042
2021-12-24 00:00:00,second-level-domain,health-human-services,womenshealth.gov,15596
2021-12-24 00:00:00,second-level-domain,health-human-services,foodsafety.gov,14593
2021-12-24 00:00:00,second-level-domain,health-human-services,hiv.gov,10411
2021-12-24 00:00:00,second-level-domain,health-human-services,hrsa.gov,8821
2021-12-24 00:00:00,second-level-domain,health-human-services,vacunas.gov,7270
2021-12-24 00:00:00,second-level-domain,health-human-services,grants.gov,6723
2021-12-24 00:00:00,second-level-domain,health-human-services,cuidadodesalud.gov,6356
2021-12-24 00:00:00,second-level-domain,health-human-services,health.gov,5990
2021-12-24 00:00:00,second-level-domain,health-human-services,ahrq.gov,5604
2021-12-24 00:00:00,second-level-domain,health-human-services,healthit.gov,5015
2021-12-24 00:00:00,second-level-domain,health-human-services,stopbullying.gov,4502
2021-12-24 00:00:00,second-level-domain,health-human-services,ihs.gov,3408
2021-12-24 00:00:00,second-level-domain,health-human-services,mentalhealth.gov,1974
2021-12-24 00:00:00,second-level-domain,health-human-services,uspreventiveservicestaskforce.org,1934
2021-12-24 00:00:00,second-level-domain,health-human-services,healthypeople.gov,1709
2021-12-24 00:00:00,second-level-domain,health-human-services,acl.gov,1706
2021-12-24 00:00:00,second-level-domain,health-human-services,smokefree.gov,1609
2021-12-24 00:00:00,second-level-domain,health-human-services,insurekidsnow.gov,1534
2021-12-24 00:00:00,second-level-domain,health-human-services,simplereport.gov,1456
2021-12-24 00:00:00,second-level-domain,health-human-services,childcare.gov,1409
2021-12-24 00:00:00,second-level-domain,health-human-services,youth.gov,1345
2021-12-24 00:00:00,second-level-domain,health-human-services,organdonor.gov,1328
2021-12-24 00:00:00,second-level-domain,health-human-services,findtreatment.gov,1196
2021-12-24 00:00:00,second-level-domain,health-human-services,donaciondeorganos.gov,1194
2021-12-24 00:00:00,second-level-domain,health-human-services,fatherhood.gov,797
2021-12-24 00:00:00,second-level-domain,health-human-services,usphs.gov,558
2021-12-24 00:00:00,second-level-domain,health-human-services,alzheimers.gov,522
2021-12-24 00:00:00,second-level-domain,health-human-services,girlshealth.gov,277
2021-12-24 00:00:00,second-level-domain,health-human-services,collegedrinkingprevention.gov,138
2021-12-24 00:00:00,second-level-domain,health-human-services,selectagents.gov,103
2021-12-23 00:00:00,second-level-domain,health-human-services,cdc.gov,4951966
2021-12-23 00:00:00,second-level-domain,health-human-services,medlineplus.gov,1507971
2021-12-23 00:00:00,second-level-domain,health-human-services,fda.gov,993848
2021-12-23 00:00:00,second-level-domain,health-human-services,vaccines.gov,386721
