date,report_name,report_agency,domain,visits
2019-12-29 00:00:00,second-level-domain,health-human-services,cms.gov,28337
2019-12-29 00:00:00,second-level-domain,health-human-services,hhs.gov,26749
2019-12-29 00:00:00,second-level-domain,health-human-services,nih.gov,26121
2019-12-29 00:00:00,second-level-domain,health-human-services,samhsa.gov,19154
2019-12-29 00:00:00,second-level-domain,health-human-services,health.gov,10923
2019-12-29 00:00:00,second-level-domain,health-human-services,smokefree.gov,10463
2019-12-29 00:00:00,second-level-domain,health-human-services,hiv.gov,10156
2019-12-29 00:00:00,second-level-domain,health-human-services,foodsafety.gov,9414
2019-12-29 00:00:00,second-level-domain,health-human-services,medicaid.gov,8218
2019-12-29 00:00:00,second-level-domain,health-human-services,ahrq.gov,8015
2019-12-29 00:00:00,second-level-domain,health-human-services,healthfinder.gov,6863
2019-12-29 00:00:00,second-level-domain,health-human-services,ihs.gov,5073
2019-12-29 00:00:00,second-level-domain,health-human-services,girlshealth.gov,4637
2019-12-29 00:00:00,second-level-domain,health-human-services,healthypeople.gov,4145
2019-12-29 00:00:00,second-level-domain,health-human-services,stopbullying.gov,3996
2019-12-29 00:00:00,second-level-domain,health-human-services,vaccines.gov,3420
2019-12-29 00:00:00,second-level-domain,health-human-services,cuidadodesalud.gov,2896
2019-12-29 00:00:00,second-level-domain,health-human-services,hrsa.gov,2629
2019-12-29 00:00:00,second-level-domain,health-human-services,organdonor.gov,2238
2019-12-29 00:00:00,second-level-domain,health-human-services,usability.gov,2091
2019-12-29 00:00:00,second-level-domain,health-human-services,childcare.gov,1441
2019-12-29 00:00:00,second-level-domain,health-human-services,mentalhealth.gov,1087
2019-12-29 00:00:00,second-level-domain,health-human-services,insurekidsnow.gov,1041
2019-12-29 00:00:00,second-level-domain,health-human-services,healthdata.gov,500
2019-12-29 00:00:00,second-level-domain,health-human-services,findtreatment.gov,463
2019-12-29 00:00:00,second-level-domain,health-human-services,collegedrinkingprevention.gov,305
2019-12-29 00:00:00,second-level-domain,health-human-services,recoverymonth.gov,237
2019-12-28 00:00:00,second-level-domain,health-human-services,medlineplus.gov,1294452
2019-12-28 00:00:00,second-level-domain,health-human-services,cdc.gov,630093
2019-12-28 00:00:00,second-level-domain,health-human-services,fda.gov,225139
2019-12-28 00:00:00,second-level-domain,health-human-services,healthcare.gov,124224
2019-12-28 00:00:00,second-level-domain,health-human-services,cancer.gov,109763
2019-12-28 00:00:00,second-level-domain,health-human-services,clinicaltrials.gov,78107
2019-12-28 00:00:00,second-level-domain,health-human-services,drugabuse.gov,74372
2019-12-28 00:00:00,second-level-domain,health-human-services,medicare.gov,67478
2019-12-28 00:00:00,second-level-domain,health-human-services,mymedicare.gov,32839
2019-12-28 00:00:00,second-level-domain,health-human-services,womenshealth.gov,28939
2019-12-28 00:00:00,second-level-domain,health-human-services,cms.gov,27087
2019-12-28 00:00:00,second-level-domain,health-human-services,hhs.gov,24474
2019-12-28 00:00:00,second-level-domain,health-human-services,nih.gov,22282
2019-12-28 00:00:00,second-level-domain,health-human-services,samhsa.gov,17505
2019-12-28 00:00:00,second-level-domain,health-human-services,smokefree.gov,10605
2019-12-28 00:00:00,second-level-domain,health-human-services,hiv.gov,9832
2019-12-28 00:00:00,second-level-domain,health-human-services,health.gov,9412
2019-12-28 00:00:00,second-level-domain,health-human-services,foodsafety.gov,8401
2019-12-28 00:00:00,second-level-domain,health-human-services,medicaid.gov,8193
2019-12-28 00:00:00,second-level-domain,health-human-services,ahrq.gov,7208
2019-12-28 00:00:00,second-level-domain,health-human-services,healthfinder.gov,6558
2019-12-28 00:00:00,second-level-domain,health-human-services,ihs.gov,4761
2019-12-28 00:00:00,second-level-domain,health-human-services,girlshealth.gov,4458
2019-12-28 00:00:00,second-level-domain,health-human-services,cuidadodesalud.gov,4162
2019-12-28 00:00:00,second-level-domain,health-human-services,stopbullying.gov,3564
2019-12-28 00:00:00,second-level-domain,health-human-services,healthypeople.gov,3349
2019-12-28 00:00:00,second-level-domain,health-human-services,vaccines.gov,3030
2019-12-28 00:00:00,second-level-domain,health-human-services,hrsa.gov,2423
2019-12-28 00:00:00,second-level-domain,health-human-services,organdonor.gov,1902
2019-12-28 00:00:00,second-level-domain,health-human-services,usability.gov,1735
2019-12-28 00:00:00,second-level-domain,health-human-services,childcare.gov,1286
2019-12-28 00:00:00,second-level-domain,health-human-services,mentalhealth.gov,1089
2019-12-28 00:00:00,second-level-domain,health-human-services,insurekidsnow.gov,970
2019-12-28 00:00:00,second-level-domain,health-human-services,healthdata.gov,487
2019-12-28 00:00:00,second-level-domain,health-human-services,findtreatment.gov,443
2019-12-28 00:00:00,second-level-domain,health-human-services,collegedrinkingprevention.gov,252
2019-12-28 00:00:00,second-level-domain,health-human-services,recoverymonth.gov,215
2019-12-27 00:00:00,second-level-domain,health-human-services,medlineplus.gov,1440785
2019-12-27 00:00:00,second-level-domain,health-human-services,cdc.gov,776110
2019-12-27 00:00:00,second-level-domain,health-human-services,fda.gov,344896
2019-12-27 00:00:00,second-level-domain,health-human-services,healthcare.gov,215993
2019-12-27 00:00:00,second-level-domain,health-human-services,cancer.gov,135553
2019-12-27 00:00:00,second-level-domain,health-human-services,medicare.gov,130344
2019-12-27 00:00:00,second-level-domain,health-human-services,cms.gov,121940
2019-12-27 00:00:00,second-level-domain,health-human-services,clinicaltrials.gov,102913
2019-12-27 00:00:00,second-level-domain,health-human-services,drugabuse.gov,74903
2019-12-27 00:00:00,second-level-domain,health-human-services,mymedicare.gov,52003
2019-12-27 00:00:00,second-level-domain,health-human-services,hhs.gov,37464
2019-12-27 00:00:00,second-level-domain,health-human-services,womenshealth.gov,31518
2019-12-27 00:00:00,second-level-domain,health-human-services,nih.gov,29991
2019-12-27 00:00:00,second-level-domain,health-human-services,samhsa.gov,22900
2019-12-27 00:00:00,second-level-domain,health-human-services,medicaid.gov,16655
2019-12-27 00:00:00,second-level-domain,health-human-services,ihs.gov,14324
2019-12-27 00:00:00,second-level-domain,health-human-services,smokefree.gov,11316
2019-12-27 00:00:00,second-level-domain,health-human-services,health.gov,10609
2019-12-27 00:00:00,second-level-domain,health-human-services,hiv.gov,10584
2019-12-27 00:00:00,second-level-domain,health-human-services,ahrq.gov,9730
2019-12-27 00:00:00,second-level-domain,health-human-services,healthfinder.gov,9148
2019-12-27 00:00:00,second-level-domain,health-human-services,foodsafety.gov,8240
2019-12-27 00:00:00,second-level-domain,health-human-services,cuidadodesalud.gov,6371
2019-12-27 00:00:00,second-level-domain,health-human-services,girlshealth.gov,4526
2019-12-27 00:00:00,second-level-domain,health-human-services,healthypeople.gov,4365
2019-12-27 00:00:00,second-level-domain,health-human-services,hrsa.gov,4225
2019-12-27 00:00:00,second-level-domain,health-human-services,stopbullying.gov,3952
2019-12-27 00:00:00,second-level-domain,health-human-services,vaccines.gov,3943
2019-12-27 00:00:00,second-level-domain,health-human-services,usability.gov,2313
2019-12-27 00:00:00,second-level-domain,health-human-services,organdonor.gov,2028
2019-12-27 00:00:00,second-level-domain,health-human-services,childcare.gov,1935
2019-12-27 00:00:00,second-level-domain,health-human-services,insurekidsnow.gov,1599
2019-12-27 00:00:00,second-level-domain,health-human-services,mentalhealth.gov,1114
2019-12-27 00:00:00,second-level-domain,health-human-services,findtreatment.gov,781
2019-12-27 00:00:00,second-level-domain,health-human-services,healthdata.gov,661
2019-12-27 00:00:00,second-level-domain,health-human-services,recoverymonth.gov,329
2019-12-27 00:00:00,second-level-domain,health-human-services,collegedrinkingprevention.gov,257
2019-12-26 00:00:00,second-level-domain,health-human-services,medlineplus.gov,1437922
2019-12-26 00:00:00,second-level-domain,health-human-services,cdc.gov,744727
2019-12-26 00:00:00,second-level-domain,health-human-services,fda.gov,337399
2019-12-26 00:00:00,second-level-domain,health-human-services,healthcare.gov,149948
2019-12-26 00:00:00,second-level-domain,health-human-services,cancer.gov,131158
2019-12-26 00:00:00,second-level-domain,health-human-services,medicare.gov,120772
2019-12-26 00:00:00,second-level-domain,health-human-services,cms.gov,114074
2019-12-26 00:00:00,second-level-domain,health-human-services,clinicaltrials.gov,102309
2019-12-26 00:00:00,second-level-domain,health-human-services,drugabuse.gov,72837
2019-12-26 00:00:00,second-level-domain,health-human-services,mymedicare.gov,50823
2019-12-26 00:00:00,second-level-domain,health-human-services,hhs.gov,35713
2019-12-26 00:00:00,second-level-domain,health-human-services,womenshealth.gov,30071
2019-12-26 00:00:00,second-level-domain,health-human-services,nih.gov,27254
2019-12-26 00:00:00,second-level-domain,health-human-services,samhsa.gov,22546
2019-12-26 00:00:00,second-level-domain,health-human-services,medicaid.gov,18761
2019-12-26 00:00:00,second-level-domain,health-human-services,ihs.gov,14089
2019-12-26 00:00:00,second-level-domain,health-human-services,hiv.gov,10267
2019-12-26 00:00:00,second-level-domain,health-human-services,health.gov,10015
2019-12-26 00:00:00,second-level-domain,health-human-services,ahrq.gov,9493
2019-12-26 00:00:00,second-level-domain,health-human-services,healthfinder.gov,9139
2019-12-26 00:00:00,second-level-domain,health-human-services,smokefree.gov,8793
2019-12-26 00:00:00,second-level-domain,health-human-services,foodsafety.gov,8507
2019-12-26 00:00:00,second-level-domain,health-human-services,cuidadodesalud.gov,5546
2019-12-26 00:00:00,second-level-domain,health-human-services,girlshealth.gov,4389
2019-12-26 00:00:00,second-level-domain,health-human-services,healthypeople.gov,4016
2019-12-26 00:00:00,second-level-domain,health-human-services,vaccines.gov,3895
2019-12-26 00:00:00,second-level-domain,health-human-services,hrsa.gov,3851
2019-12-26 00:00:00,second-level-domain,health-human-services,stopbullying.gov,3820
2019-12-26 00:00:00,second-level-domain,health-human-services,usability.gov,2309
2019-12-26 00:00:00,second-level-domain,health-human-services,organdonor.gov,2267
2019-12-26 00:00:00,second-level-domain,health-human-services,childcare.gov,1666
2019-12-26 00:00:00,second-level-domain,health-human-services,insurekidsnow.gov,1531
2019-12-26 00:00:00,second-level-domain,health-human-services,mentalhealth.gov,1115
2019-12-26 00:00:00,second-level-domain,health-human-services,findtreatment.gov,795
2019-12-26 00:00:00,second-level-domain,health-human-services,healthdata.gov,785
2019-12-26 00:00:00,second-level-domain,health-human-services,recoverymonth.gov,281
2019-12-26 00:00:00,second-level-domain,health-human-services,collegedrinkingprevention.gov,209
2019-12-26 00:00:00,second-level-domain,health-human-services,donaciondeorganos.gov,179
2019-12-26 00:00:00,second-level-domain,health-human-services,healthit.gov,108
2019-12-26 00:00:00,second-level-domain,health-human-services,locatorplus.gov,107
2019-12-25 00:00:00,second-level-domain,health-human-services,medlineplus.gov,1060879
2019-12-25 00:00:00,second-level-domain,health-human-services,cdc.gov,494582
2019-12-25 00:00:00,second-level-domain,health-human-services,fda.gov,401381
2019-12-25 00:00:00,second-level-domain,health-human-services,cancer.gov,86999
2019-12-25 00:00:00,second-level-domain,health-human-services,clinicaltrials.gov,70933
2019-12-25 00:00:00,second-level-domain,health-human-services,drugabuse.gov,61032
2019-12-25 00:00:00,second-level-domain,health-human-services,healthcare.gov,53606
2019-12-25 00:00:00,second-level-domain,health-human-services,medicare.gov,39242
2019-12-25 00:00:00,second-level-domain,health-human-services,mymedicare.gov,21491
2019-12-25 00:00:00,second-level-domain,health-human-services,womenshealth.gov,21253
2019-12-25 00:00:00,second-level-domain,health-human-services,nih.gov,19513
2019-12-25 00:00:00,second-level-domain,health-human-services,hhs.gov,17247
2019-12-25 00:00:00,second-level-domain,health-human-services,cms.gov,17106
2019-12-25 00:00:00,second-level-domain,health-human-services,samhsa.gov,12975
2019-12-25 00:00:00,second-level-domain,health-human-services,foodsafety.gov,12849
2019-12-25 00:00:00,second-level-domain,health-human-services,hiv.gov,8149
2019-12-25 00:00:00,second-level-domain,health-human-services,smokefree.gov,7498
2019-12-25 00:00:00,second-level-domain,health-human-services,health.gov,6524
2019-12-25 00:00:00,second-level-domain,health-human-services,ahrq.gov,5887
2019-12-25 00:00:00,second-level-domain,health-human-services,medicaid.gov,4614
2019-12-25 00:00:00,second-level-domain,health-human-services,healthfinder.gov,4524
2019-12-25 00:00:00,second-level-domain,health-human-services,ihs.gov,3583
2019-12-25 00:00:00,second-level-domain,health-human-services,girlshealth.gov,3490
2019-12-25 00:00:00,second-level-domain,health-human-services,stopbullying.gov,2913
2019-12-25 00:00:00,second-level-domain,health-human-services,vaccines.gov,2396
2019-12-25 00:00:00,second-level-domain,health-human-services,healthypeople.gov,2212
2019-12-25 00:00:00,second-level-domain,health-human-services,cuidadodesalud.gov,1803
2019-12-25 00:00:00,second-level-domain,health-human-services,organdonor.gov,1742
2019-12-25 00:00:00,second-level-domain,health-human-services,usability.gov,1589
2019-12-25 00:00:00,second-level-domain,health-human-services,hrsa.gov,1512
2019-12-25 00:00:00,second-level-domain,health-human-services,mentalhealth.gov,786
2019-12-25 00:00:00,second-level-domain,health-human-services,childcare.gov,695
2019-12-25 00:00:00,second-level-domain,health-human-services,healthdata.gov,579
2019-12-25 00:00:00,second-level-domain,health-human-services,insurekidsnow.gov,575
2019-12-25 00:00:00,second-level-domain,health-human-services,findtreatment.gov,273
2019-12-25 00:00:00,second-level-domain,health-human-services,collegedrinkingprevention.gov,234
2019-12-25 00:00:00,second-level-domain,health-human-services,donaciondeorganos.gov,203
2019-12-25 00:00:00,second-level-domain,health-human-services,recoverymonth.gov,151
2019-12-24 00:00:00,second-level-domain,health-human-services,medlineplus.gov,971527
2019-12-24 00:00:00,second-level-domain,health-human-services,cdc.gov,549572
2019-12-24 00:00:00,second-level-domain,health-human-services,fda.gov,209936
2019-12-24 00:00:00,second-level-domain,health-human-services,cancer.gov,88394
2019-12-24 00:00:00,second-level-domain,health-human-services,clinicaltrials.gov,85770
2019-12-24 00:00:00,second-level-domain,health-human-services,healthcare.gov,76923
2019-12-24 00:00:00,second-level-domain,health-human-services,medicare.gov,71048
2019-12-24 00:00:00,second-level-domain,health-human-services,cms.gov,61665
2019-12-24 00:00:00,second-level-domain,health-human-services,drugabuse.gov,56905
2019-12-24 00:00:00,second-level-domain,health-human-services,mymedicare.gov,51431
2019-12-24 00:00:00,second-level-domain,health-human-services,hhs.gov,22991
2019-12-24 00:00:00,second-level-domain,health-human-services,womenshealth.gov,22487
2019-12-24 00:00:00,second-level-domain,health-human-services,nih.gov,21808
2019-12-24 00:00:00,second-level-domain,health-human-services,samhsa.gov,15850
2019-12-24 00:00:00,second-level-domain,health-human-services,foodsafety.gov,12043
2019-12-24 00:00:00,second-level-domain,health-human-services,hiv.gov,8471
2019-12-24 00:00:00,second-level-domain,health-human-services,health.gov,8424
2019-12-24 00:00:00,second-level-domain,health-human-services,medicaid.gov,7863
2019-12-24 00:00:00,second-level-domain,health-human-services,smokefree.gov,7394
2019-12-24 00:00:00,second-level-domain,health-human-services,ahrq.gov,7028
2019-12-24 00:00:00,second-level-domain,health-human-services,ihs.gov,5705
2019-12-24 00:00:00,second-level-domain,health-human-services,healthfinder.gov,4508
2019-12-24 00:00:00,second-level-domain,health-human-services,girlshealth.gov,3480
2019-12-24 00:00:00,second-level-domain,health-human-services,stopbullying.gov,3245
2019-12-24 00:00:00,second-level-domain,health-human-services,healthypeople.gov,2766
2019-12-24 00:00:00,second-level-domain,health-human-services,vaccines.gov,2663
2019-12-24 00:00:00,second-level-domain,health-human-services,hrsa.gov,2383
2019-12-24 00:00:00,second-level-domain,health-human-services,usability.gov,1921
2019-12-24 00:00:00,second-level-domain,health-human-services,cuidadodesalud.gov,1867
2019-12-24 00:00:00,second-level-domain,health-human-services,organdonor.gov,1510
2019-12-24 00:00:00,second-level-domain,health-human-services,mentalhealth.gov,863
2019-12-24 00:00:00,second-level-domain,health-human-services,childcare.gov,788
2019-12-24 00:00:00,second-level-domain,health-human-services,insurekidsnow.gov,720
2019-12-24 00:00:00,second-level-domain,health-human-services,healthdata.gov,715
2019-12-24 00:00:00,second-level-domain,health-human-services,findtreatment.gov,465
2019-12-24 00:00:00,second-level-domain,health-human-services,recoverymonth.gov,218
2019-12-24 00:00:00,second-level-domain,health-human-services,collegedrinkingprevention.gov,171
2019-12-24 00:00:00,second-level-domain,health-human-services,donaciondeorganos.gov,148
2019-12-23 00:00:00,second-level-domain,health-human-services,medlineplus.gov,1294293
2019-12-23 00:00:00,second-level-domain,health-human-services,cdc.gov,745395
2019-12-23 00:00:00,second-level-domain,health-human-services,fda.gov,201648
2019-12-23 00:00:00,second-level-domain,health-human-services,healthcare.gov,140204
2019-12-23 00:00:00,second-level-domain,health-human-services,medicare.gov,131394
2019-12-23 00:00:00,second-level-domain,health-human-services,cms.gov,128659
2019-12-23 00:00:00,second-level-domain,health-human-services,cancer.gov,126613
2019-12-23 00:00:00,second-level-domain,health-human-services,clinicaltrials.gov,117025
2019-12-23 00:00:00,second-level-domain,health-human-services,mymedicare.gov,92424
2019-12-23 00:00:00,second-level-domain,health-human-services,drugabuse.gov,69882
2019-12-23 00:00:00,second-level-domain,health-human-services,hhs.gov,37978
2019-12-23 00:00:00,second-level-domain,health-human-services,nih.gov,34519
2019-12-23 00:00:00,second-level-domain,health-human-services,womenshealth.gov,29033
2019-12-23 00:00:00,second-level-domain,health-human-services,samhsa.gov,22349
2019-12-23 00:00:00,second-level-domain,health-human-services,ihs.gov,15644
2019-12-23 00:00:00,second-level-domain,health-human-services,medicaid.gov,15062
2019-12-23 00:00:00,second-level-domain,health-human-services,ahrq.gov,10371
2019-12-23 00:00:00,second-level-domain,health-human-services,hiv.gov,10370
2019-12-23 00:00:00,second-level-domain,health-human-services,foodsafety.gov,9633
2019-12-23 00:00:00,second-level-domain,health-human-services,health.gov,9329
2019-12-23 00:00:00,second-level-domain,health-human-services,smokefree.gov,8493
2019-12-23 00:00:00,second-level-domain,health-human-services,healthfinder.gov,6835
2019-12-23 00:00:00,second-level-domain,health-human-services,stopbullying.gov,4569
2019-12-23 00:00:00,second-level-domain,health-human-services,cuidadodesalud.gov,4551
2019-12-23 00:00:00,second-level-domain,health-human-services,healthypeople.gov,4410
2019-12-23 00:00:00,second-level-domain,health-human-services,hrsa.gov,4337
2019-12-23 00:00:00,second-level-domain,health-human-services,girlshealth.gov,4222
2019-12-23 00:00:00,second-level-domain,health-human-services,vaccines.gov,3899
2019-12-23 00:00:00,second-level-domain,health-human-services,usability.gov,2934
2019-12-23 00:00:00,second-level-domain,health-human-services,organdonor.gov,1881
2019-12-23 00:00:00,second-level-domain,health-human-services,insurekidsnow.gov,1485
2019-12-23 00:00:00,second-level-domain,health-human-services,childcare.gov,1442
2019-12-23 00:00:00,second-level-domain,health-human-services,mentalhealth.gov,1097
2019-12-23 00:00:00,second-level-domain,health-human-services,healthdata.gov,827
2019-12-23 00:00:00,second-level-domain,health-human-services,findtreatment.gov,741
2019-12-23 00:00:00,second-level-domain,health-human-services,recoverymonth.gov,299
2019-12-23 00:00:00,second-level-domain,health-human-services,collegedrinkingprevention.gov,225
2019-12-23 00:00:00,second-level-domain,health-human-services,donaciondeorganos.gov,173
2019-12-23 00:00:00,second-level-domain,health-human-services,locatorplus.gov,132
2019-12-22 00:00:00,second-level-domain,health-human-services,medlineplus.gov,1141590
2019-12-22 00:00:00,second-level-domain,health-human-services,cdc.gov,581135
2019-12-22 00:00:00,second-level-domain,health-human-services,fda.gov,134962
2019-12-22 00:00:00,second-level-domain,health-human-services,cancer.gov,100511
2019-12-22 00:00:00,second-level-domain,health-human-services,clinicaltrials.gov,79861
2019-12-22 00:00:00,second-level-domain,health-human-services,healthcare.gov,78903
2019-12-22 00:00:00,second-level-domain,health-human-services,drugabuse.gov,71010
2019-12-22 00:00:00,second-level-domain,health-human-services,medicare.gov,57231
2019-12-22 00:00:00,second-level-domain,health-human-services,mymedicare.gov,29880
2019-12-22 00:00:00,second-level-domain,health-human-services,womenshealth.gov,26429
2019-12-22 00:00:00,second-level-domain,health-human-services,hhs.gov,26349
2019-12-22 00:00:00,second-level-domain,health-human-services,cms.gov,26116
2019-12-22 00:00:00,second-level-domain,health-human-services,nih.gov,21399
2019-12-22 00:00:00,second-level-domain,health-human-services,samhsa.gov,16420
2019-12-22 00:00:00,second-level-domain,health-human-services,hiv.gov,9426
2019-12-22 00:00:00,second-level-domain,health-human-services,foodsafety.gov,8597
2019-12-22 00:00:00,second-level-domain,health-human-services,smokefree.gov,8264
2019-12-22 00:00:00,second-level-domain,health-human-services,ahrq.gov,8154
2019-12-22 00:00:00,second-level-domain,health-human-services,health.gov,8076
2019-12-22 00:00:00,second-level-domain,health-human-services,medicaid.gov,6613
2019-12-22 00:00:00,second-level-domain,health-human-services,healthfinder.gov,6181
2019-12-22 00:00:00,second-level-domain,health-human-services,stopbullying.gov,4767
2019-12-22 00:00:00,second-level-domain,health-human-services,ihs.gov,4602
2019-12-22 00:00:00,second-level-domain,health-human-services,girlshealth.gov,4183
2019-12-22 00:00:00,second-level-domain,health-human-services,healthypeople.gov,4125
2019-12-22 00:00:00,second-level-domain,health-human-services,vaccines.gov,2900
2019-12-22 00:00:00,second-level-domain,health-human-services,cuidadodesalud.gov,2294
2019-12-22 00:00:00,second-level-domain,health-human-services,hrsa.gov,2145
2019-12-22 00:00:00,second-level-domain,health-human-services,usability.gov,1950
2019-12-22 00:00:00,second-level-domain,health-human-services,organdonor.gov,1766
2019-12-22 00:00:00,second-level-domain,health-human-services,mentalhealth.gov,1045
2019-12-22 00:00:00,second-level-domain,health-human-services,childcare.gov,1044
2019-12-22 00:00:00,second-level-domain,health-human-services,insurekidsnow.gov,805
