domain,week,visits
ahrq.gov,52,56959
alzheimers.gov,1,6991
alzheimers.gov,2,8293
alzheimers.gov,3,7403
alzheimers.gov,4,7694
alzheimers.gov,5,8561
alzheimers.gov,6,9704
alzheimers.gov,7,8974
alzheimers.gov,8,8731
alzheimers.gov,9,9741
alzheimers.gov,10,11206
alzheimers.gov,11,11097
alzheimers.gov,12,13311
alzheimers.gov,13,11374
alzheimers.gov,14,11917
alzheimers.gov,15,12079
alzheimers.gov,16,12265
alzheimers.gov,17,11532
alzheimers.gov,18,46012
alzheimers.gov,19,21580
alzheimers.gov,20,12464
alzheimers.gov,21,10531
alzheimers.gov,22,11051
alzheimers.gov,23,13062
alzheimers.gov,24,11319
alzheimers.gov,25,11025
alzheimers.gov,26,10358
alzheimers.gov,27,10575
alzheimers.gov,28,10323
alzheimers.gov,29,11634
alzheimers.gov,30,11402
alzheimers.gov,31,11249
alzheimers.gov,32,12293
alzheimers.gov,33,11456
alzheimers.gov,34,10850
alzheimers.gov,35,10785
alzheimers.gov,36,10982
alzheimers.gov,37,13238
alzheimers.gov,38,15463
alzheimers.gov,39,14991
alzheimers.gov,40,13786
alzheimers.gov,41,14694
alzheimers.gov,42,16878
alzheimers.gov,43,16380
alzheimers.gov,44,16809
alzheimers.gov,45,17476
alzheimers.gov,46,18435
alzheimers.gov,47,16563
alzheimers.gov,48,19272
alzheimers.gov,49,16444
alzheimers.gov,50,15657
alzheimers.gov,51,13671
alzheimers.gov,52,13245
cancer.gov,1,1357630
cancer.gov,2,1578831
cancer.gov,3,1675796
cancer.gov,4,1457135
cancer.gov,5,1483038
cancer.gov,6,1542776
cancer.gov,7,1820408
cancer.gov,8,1806298
cancer.gov,9,1814366
cancer.gov,10,1787668
cancer.gov,11,1694955
cancer.gov,12,1704247
cancer.gov,13,1739928
cancer.gov,14,1704785
cancer.gov,15,1400911
cancer.gov,16,1669358
cancer.gov,17,1717809
cancer.gov,18,1648572
cancer.gov,19,1700583
cancer.gov,20,1720965
cancer.gov,21,1723537
cancer.gov,22,1667914
cancer.gov,23,1742077
cancer.gov,24,1605621
cancer.gov,25,1575309
cancer.gov,26,1539264
cancer.gov,27,1477861
cancer.gov,28,1490964
cancer.gov,29,1507948
cancer.gov,30,1486743
cancer.gov,31,1530382
cancer.gov,32,1535766
cancer.gov,33,1612724
cancer.gov,34,1725914
cancer.gov,35,1714681
cancer.gov,36,1711413
cancer.gov,37,1774923
cancer.gov,38,1875034
cancer.gov,39,1901899
cancer.gov,40,1789323
cancer.gov,41,1619576
cancer.gov,42,1179966
cancer.gov,43,1488802
cancer.gov,44,1718319
cancer.gov,45,2009508
cancer.gov,46,2011824
cancer.gov,47,1831235
cancer.gov,48,1952282
cancer.gov,49,1754187
cancer.gov,50,1540981
cancer.gov,51,1265279
cancer.gov,52,1085252
cdc.gov,1,44289308
cdc.gov,2,38001693
cdc.gov,3,32277011
cdc.gov,4,27006508
cdc.gov,5,22959044
cdc.gov,6,21423295
cdc.gov,7,19768200
cdc.gov,8,20867544
cdc.gov,9,21624127
cdc.gov,10,18944185
cdc.gov,11,18217540
cdc.gov,12,18086375
cdc.gov,13,19410052
cdc.gov,14,19208456
cdc.gov,15,17580086
cdc.gov,16,18797216
cdc.gov,17,18846144
cdc.gov,18,19337117
cdc.gov,19,20357180
cdc.gov,20,24472181
cdc.gov,21,23294969
cdc.gov,22,19774388
cdc.gov,23,20136358
cdc.gov,24,18168536
cdc.gov,25,18283101
cdc.gov,26,17526206
cdc.gov,27,17291968
cdc.gov,28,18813451
cdc.gov,29,20617956
cdc.gov,30,21463766
cdc.gov,31,24041870
cdc.gov,32,21159232
cdc.gov,33,19285552
cdc.gov,34,17389925
cdc.gov,35,16794098
cdc.gov,36,16628313
cdc.gov,37,17605541
cdc.gov,38,18146061
cdc.gov,39,17828241
cdc.gov,40,17628762
cdc.gov,41,17893825
cdc.gov,42,18653799
cdc.gov,43,18830872
cdc.gov,44,18385017
cdc.gov,45,18310194
cdc.gov,46,18094248
cdc.gov,47,16332761
cdc.gov,48,18244669
cdc.gov,49,18144135
cdc.gov,50,17603636
cdc.gov,51,15120792
cdc.gov,52,12555489
childcare.gov,1,37268
childcare.gov,2,37301
childcare.gov,3,37571
childcare.gov,4,51348
childcare.gov,5,38328
childcare.gov,6,38030
childcare.gov,7,36371
childcare.gov,8,35443
childcare.gov,9,37868
childcare.gov,10,37616
childcare.gov,11,35315
childcare.gov,12,38609
childcare.gov,13,38260
childcare.gov,14,37355
childcare.gov,15,33848
childcare.gov,16,37488
childcare.gov,17,38817
childcare.gov,18,37039
childcare.gov,19,38020
childcare.gov,20,36908
childcare.gov,21,33518
childcare.gov,22,30613
childcare.gov,23,32579
childcare.gov,24,31018
childcare.gov,25,31677
childcare.gov,26,29457
childcare.gov,27,28472
childcare.gov,28,31976
childcare.gov,29,32808
childcare.gov,30,33293
childcare.gov,31,34369
childcare.gov,32,36211
childcare.gov,33,36750
childcare.gov,34,36300
childcare.gov,35,36011
childcare.gov,36,34489
childcare.gov,37,35642
childcare.gov,38,34437
childcare.gov,39,32497
childcare.gov,40,33626
childcare.gov,41,31726
childcare.gov,42,31400
childcare.gov,43,30390
childcare.gov,44,32007
childcare.gov,45,30906
childcare.gov,46,28784
childcare.gov,47,18856
childcare.gov,48,28433
childcare.gov,49,27037
childcare.gov,50,24030
childcare.gov,51,16562
childcare.gov,52,16390
childwelfare.gov,1,1412
childwelfare.gov,2,1842
childwelfare.gov,3,1897
childwelfare.gov,4,2184
childwelfare.gov,5,2239
childwelfare.gov,6,2651
childwelfare.gov,7,2439
childwelfare.gov,8,2869
childwelfare.gov,9,5417
childwelfare.gov,10,5000
childwelfare.gov,11,6008
childwelfare.gov,12,7277
childwelfare.gov,13,14924
childwelfare.gov,14,16761
childwelfare.gov,15,10678
childwelfare.gov,16,9192
childwelfare.gov,17,8326
childwelfare.gov,18,9064
childwelfare.gov,19,5652
childwelfare.gov,20,4390
childwelfare.gov,21,4082
childwelfare.gov,22,2136
childwelfare.gov,23,1823
childwelfare.gov,24,1597
childwelfare.gov,25,1707
childwelfare.gov,26,1622
childwelfare.gov,27,1381
childwelfare.gov,28,1601
childwelfare.gov,29,1553
childwelfare.gov,30,1439
childwelfare.gov,31,1482
childwelfare.gov,32,1403
childwelfare.gov,33,1346
childwelfare.gov,34,1521
childwelfare.gov,35,1539
childwelfare.gov,36,2012
childwelfare.gov,37,2140
childwelfare.gov,38,2600
childwelfare.gov,39,2469
childwelfare.gov,40,2782
childwelfare.gov,41,2971
childwelfare.gov,42,3387
childwelfare.gov,43,3605
childwelfare.gov,44,7223
childwelfare.gov,45,5636
childwelfare.gov,46,5251
childwelfare.gov,47,2797
childwelfare.gov,48,3815
childwelfare.gov,49,3268
childwelfare.gov,50,2523
childwelfare.gov,51,1151
childwelfare.gov,52,880
clinicaltrials.gov,1,1621716
clinicaltrials.gov,2,1698538
clinicaltrials.gov,3,1661420
clinicaltrials.gov,4,1611732
clinicaltrials.gov,5,1543263
clinicaltrials.gov,6,1581432
clinicaltrials.gov,7,1564139
clinicaltrials.gov,8,1456055
clinicaltrials.gov,9,1440749
clinicaltrials.gov,10,1468961
clinicaltrials.gov,11,1462590
clinicaltrials.gov,12,1460037
clinicaltrials.gov,13,1479166
clinicaltrials.gov,14,1465657
clinicaltrials.gov,15,1392013
clinicaltrials.gov,16,1432801
clinicaltrials.gov,17,1439971
clinicaltrials.gov,18,1358633
clinicaltrials.gov,19,1419927
clinicaltrials.gov,20,1419757
clinicaltrials.gov,21,1322548
clinicaltrials.gov,22,1225927
clinicaltrials.gov,23,1319204
clinicaltrials.gov,24,1239672
clinicaltrials.gov,25,1238211
clinicaltrials.gov,26,1200003
clinicaltrials.gov,27,1162919
clinicaltrials.gov,28,1266741
clinicaltrials.gov,29,1281608
clinicaltrials.gov,30,1252657
clinicaltrials.gov,31,1252582
clinicaltrials.gov,32,1220716
clinicaltrials.gov,33,1228031
clinicaltrials.gov,34,1272839
clinicaltrials.gov,35,1254215
clinicaltrials.gov,36,1263882
clinicaltrials.gov,37,1532512
clinicaltrials.gov,38,1504250
clinicaltrials.gov,39,1406737
clinicaltrials.gov,40,1401586
clinicaltrials.gov,41,1477688
clinicaltrials.gov,42,1506124
clinicaltrials.gov,43,1489528
clinicaltrials.gov,44,1495171
clinicaltrials.gov,45,1548794
clinicaltrials.gov,46,1605288
clinicaltrials.gov,47,1352920
clinicaltrials.gov,48,1659601
clinicaltrials.gov,49,1582999
clinicaltrials.gov,50,1514315
clinicaltrials.gov,51,1250245
clinicaltrials.gov,52,883906
cms.gov,1,1068077
cms.gov,2,1696422
cms.gov,3,2075740
cms.gov,4,1316817
cms.gov,5,1191050
cms.gov,6,1091072
cms.gov,7,1037653
cms.gov,8,963646
cms.gov,9,972476
cms.gov,10,956608
cms.gov,11,895436
cms.gov,12,931566
cms.gov,13,949335
cms.gov,14,1029108
cms.gov,15,938405
cms.gov,16,939615
cms.gov,17,941377
cms.gov,18,924538
cms.gov,19,919643
cms.gov,20,934030
cms.gov,21,845526
cms.gov,22,774612
cms.gov,23,901261
cms.gov,24,904991
cms.gov,25,942176
cms.gov,26,911979
cms.gov,27,960224
cms.gov,28,1030940
cms.gov,29,787044
cms.gov,30,958408
cms.gov,31,975378
cms.gov,32,904396
cms.gov,33,936383
cms.gov,34,957526
cms.gov,35,1010035
cms.gov,36,977080
cms.gov,37,1035109
cms.gov,38,1024751
cms.gov,39,1118574
cms.gov,40,1093958
cms.gov,41,1114579
cms.gov,42,1093500
cms.gov,43,1088285
cms.gov,44,1185023
cms.gov,45,1045672
cms.gov,46,1072081
cms.gov,47,717469
cms.gov,48,1081945
cms.gov,49,1124890
cms.gov,50,1027866
cms.gov,51,756612
cms.gov,52,620600
collegedrinkingprevention.gov,1,2765
collegedrinkingprevention.gov,2,2893
collegedrinkingprevention.gov,3,2393
collegedrinkingprevention.gov,4,2658
collegedrinkingprevention.gov,5,3026
collegedrinkingprevention.gov,6,3140
collegedrinkingprevention.gov,7,3177
collegedrinkingprevention.gov,8,3332
collegedrinkingprevention.gov,9,3645
collegedrinkingprevention.gov,10,3170
collegedrinkingprevention.gov,11,3686
collegedrinkingprevention.gov,12,3590
collegedrinkingprevention.gov,13,3645
collegedrinkingprevention.gov,14,3806
collegedrinkingprevention.gov,15,3566
collegedrinkingprevention.gov,16,3641
collegedrinkingprevention.gov,17,4279
collegedrinkingprevention.gov,18,3831
collegedrinkingprevention.gov,19,3280
collegedrinkingprevention.gov,20,3189
collegedrinkingprevention.gov,21,2304
collegedrinkingprevention.gov,22,2356
collegedrinkingprevention.gov,23,2517
collegedrinkingprevention.gov,24,1988
collegedrinkingprevention.gov,25,1874
collegedrinkingprevention.gov,26,1857
collegedrinkingprevention.gov,27,1793
collegedrinkingprevention.gov,28,2063
collegedrinkingprevention.gov,29,2007
collegedrinkingprevention.gov,30,1479
collegedrinkingprevention.gov,31,2120
collegedrinkingprevention.gov,32,2047
collegedrinkingprevention.gov,33,2443
collegedrinkingprevention.gov,34,2385
collegedrinkingprevention.gov,35,2068
collegedrinkingprevention.gov,36,2118
collegedrinkingprevention.gov,37,2861
collegedrinkingprevention.gov,38,2792
collegedrinkingprevention.gov,39,3386
collegedrinkingprevention.gov,40,3947
collegedrinkingprevention.gov,41,3465
collegedrinkingprevention.gov,42,3195
collegedrinkingprevention.gov,43,3993
collegedrinkingprevention.gov,44,3962
collegedrinkingprevention.gov,45,3881
collegedrinkingprevention.gov,46,3763
collegedrinkingprevention.gov,47,2194
collegedrinkingprevention.gov,48,4536
collegedrinkingprevention.gov,49,3387
collegedrinkingprevention.gov,50,2912
collegedrinkingprevention.gov,51,1164
collegedrinkingprevention.gov,52,815
covid.gov,13,1098774
covid.gov,14,856956
covid.gov,15,749403
covid.gov,16,773881
covid.gov,17,693667
covid.gov,18,821712
covid.gov,19,950515
covid.gov,20,9553460
covid.gov,21,2058119
covid.gov,22,2791298
covid.gov,23,1560049
covid.gov,24,1249913
covid.gov,25,1222938
covid.gov,26,1165747
covid.gov,27,3318439
covid.gov,28,2279778
covid.gov,29,1891811
covid.gov,30,1731154
covid.gov,31,1369573
covid.gov,32,1170405
covid.gov,33,1020286
covid.gov,34,1382284
covid.gov,35,5386389
covid.gov,36,605330
covid.gov,37,476928
covid.gov,38,392240
covid.gov,39,313539
covid.gov,40,274651
covid.gov,41,262980
covid.gov,42,258386
covid.gov,43,250545
covid.gov,44,252234
covid.gov,45,231893
covid.gov,46,256091
covid.gov,47,254655
covid.gov,48,338960
covid.gov,49,341867
covid.gov,50,8626763
covid.gov,51,3747489
covid.gov,52,1328979
covidtests.gov,2,4238088
covidtests.gov,3,68897607
covidtests.gov,4,8100007
covidtests.gov,5,4210724
covidtests.gov,6,2507416
covidtests.gov,7,1696742
covidtests.gov,8,1212354
covidtests.gov,9,1897008
covidtests.gov,10,8084340
covidtests.gov,11,2355507
covidtests.gov,12,1252673
covidtests.gov,13,349394
covidtests.gov,14,15089
covidtests.gov,15,9951
covidtests.gov,16,7336
covidtests.gov,17,5739
covidtests.gov,18,4793
covidtests.gov,19,3699
covidtests.gov,20,19311
covidtests.gov,21,3397
covidtests.gov,22,2047
covidtests.gov,23,1490
covidtests.gov,24,1230
covidtests.gov,25,1057
covidtests.gov,26,804
covidtests.gov,27,689
covidtests.gov,28,696
covidtests.gov,29,352
covidtests.gov,30,102
cuidadodesalud.gov,1,120018
cuidadodesalud.gov,2,175101
cuidadodesalud.gov,3,73633
cuidadodesalud.gov,4,124124
cuidadodesalud.gov,5,123286
cuidadodesalud.gov,6,104936
cuidadodesalud.gov,7,77033
cuidadodesalud.gov,8,92164
cuidadodesalud.gov,9,85042
cuidadodesalud.gov,10,64468
cuidadodesalud.gov,11,62300
cuidadodesalud.gov,12,71762
cuidadodesalud.gov,13,71066
cuidadodesalud.gov,14,77366
cuidadodesalud.gov,15,117528
cuidadodesalud.gov,16,162604
cuidadodesalud.gov,17,179813
cuidadodesalud.gov,18,136553
cuidadodesalud.gov,19,132584
cuidadodesalud.gov,20,127315
cuidadodesalud.gov,21,142008
cuidadodesalud.gov,22,80047
cuidadodesalud.gov,23,66712
cuidadodesalud.gov,24,65916
cuidadodesalud.gov,25,72665
cuidadodesalud.gov,26,72796
cuidadodesalud.gov,27,60529
cuidadodesalud.gov,28,69687
cuidadodesalud.gov,29,67212
cuidadodesalud.gov,30,82185
cuidadodesalud.gov,31,75069
cuidadodesalud.gov,32,75669
cuidadodesalud.gov,33,71413
cuidadodesalud.gov,34,84163
cuidadodesalud.gov,35,77819
cuidadodesalud.gov,36,71988
cuidadodesalud.gov,37,81862
cuidadodesalud.gov,38,73606
cuidadodesalud.gov,39,74281
cuidadodesalud.gov,40,79685
cuidadodesalud.gov,41,77058
cuidadodesalud.gov,42,74923
cuidadodesalud.gov,43,119809
cuidadodesalud.gov,44,197872
cuidadodesalud.gov,45,194024
cuidadodesalud.gov,46,198526
cuidadodesalud.gov,47,142970
cuidadodesalud.gov,48,232667
cuidadodesalud.gov,49,257302
cuidadodesalud.gov,50,264309
cuidadodesalud.gov,51,101142
cuidadodesalud.gov,52,105478
donaciondeorganos.gov,1,8521
donaciondeorganos.gov,2,9024
donaciondeorganos.gov,3,7156
donaciondeorganos.gov,4,9009
donaciondeorganos.gov,5,9602
donaciondeorganos.gov,6,9294
donaciondeorganos.gov,7,18372
donaciondeorganos.gov,8,18070
donaciondeorganos.gov,9,17805
donaciondeorganos.gov,10,16606
donaciondeorganos.gov,11,13519
donaciondeorganos.gov,12,10818
donaciondeorganos.gov,13,12333
donaciondeorganos.gov,14,10783
donaciondeorganos.gov,15,4901
donaciondeorganos.gov,16,5505
donaciondeorganos.gov,17,6577
donaciondeorganos.gov,18,6485
donaciondeorganos.gov,19,4512
donaciondeorganos.gov,20,4631
donaciondeorganos.gov,21,4676
donaciondeorganos.gov,22,4819
donaciondeorganos.gov,23,7353
donaciondeorganos.gov,24,3729
donaciondeorganos.gov,25,3664
donaciondeorganos.gov,26,4129
donaciondeorganos.gov,27,4976
donaciondeorganos.gov,28,7475
donaciondeorganos.gov,29,10994
donaciondeorganos.gov,30,11641
donaciondeorganos.gov,31,16421
donaciondeorganos.gov,32,20179
donaciondeorganos.gov,33,20176
donaciondeorganos.gov,34,4684
donaciondeorganos.gov,35,3469
donaciondeorganos.gov,36,5662
donaciondeorganos.gov,37,3681
donaciondeorganos.gov,38,2907
donaciondeorganos.gov,39,3213
donaciondeorganos.gov,40,5134
donaciondeorganos.gov,41,5030
donaciondeorganos.gov,42,4538
donaciondeorganos.gov,43,5318
donaciondeorganos.gov,44,5212
donaciondeorganos.gov,45,6301
donaciondeorganos.gov,46,5049
donaciondeorganos.gov,47,4805
donaciondeorganos.gov,48,4392
donaciondeorganos.gov,49,4946
donaciondeorganos.gov,50,4895
donaciondeorganos.gov,51,2527
donaciondeorganos.gov,52,2542
drugabuse.gov,1,632648
drugabuse.gov,2,697567
drugabuse.gov,3,695908
drugabuse.gov,4,303354
eldercare.gov,1,1180
eldercare.gov,2,1022
eldercare.gov,3,1191
eldercare.gov,4,1150
eldercare.gov,5,1303
eldercare.gov,6,1161
eldercare.gov,7,1076
eldercare.gov,8,1088
eldercare.gov,9,1151
eldercare.gov,10,962
eldercare.gov,11,1063
eldercare.gov,12,1153
eldercare.gov,13,895
eldercare.gov,14,872
eldercare.gov,15,898
eldercare.gov,16,968
eldercare.gov,17,991
eldercare.gov,18,916
eldercare.gov,19,455
eldercare.gov,20,342
eldercare.gov,21,347
eldercare.gov,22,343
eldercare.gov,23,910
eldercare.gov,24,860
eldercare.gov,25,865
eldercare.gov,26,803
eldercare.gov,27,943
eldercare.gov,28,1003
eldercare.gov,29,992
eldercare.gov,30,917
eldercare.gov,31,978
eldercare.gov,32,951
eldercare.gov,33,859
eldercare.gov,34,839
eldercare.gov,35,883
eldercare.gov,36,853
eldercare.gov,37,846
eldercare.gov,38,851
eldercare.gov,39,968
eldercare.gov,40,1014
eldercare.gov,41,861
eldercare.gov,42,988
eldercare.gov,43,919
eldercare.gov,44,881
eldercare.gov,45,1184
eldercare.gov,46,918
eldercare.gov,47,574
eldercare.gov,48,924
eldercare.gov,49,847
eldercare.gov,50,794
eldercare.gov,51,647
eldercare.gov,52,741
fatherhood.gov,1,9105
fatherhood.gov,2,8550
fatherhood.gov,3,8391
fatherhood.gov,4,8063
fatherhood.gov,5,8794
fatherhood.gov,6,8183
fatherhood.gov,7,8565
fatherhood.gov,8,8983
fatherhood.gov,9,7239
fatherhood.gov,10,6572
fatherhood.gov,11,6868
fatherhood.gov,12,6625
fatherhood.gov,13,7633
fatherhood.gov,14,6017
fatherhood.gov,15,6146
fatherhood.gov,16,7754
fatherhood.gov,17,7758
fatherhood.gov,18,6454
fatherhood.gov,19,6371
fatherhood.gov,20,6669
fatherhood.gov,21,6114
fatherhood.gov,22,6597
fatherhood.gov,23,7158
fatherhood.gov,24,13526
fatherhood.gov,25,7784
fatherhood.gov,26,7016
fatherhood.gov,27,18655
fatherhood.gov,28,28078
fatherhood.gov,29,17687
fatherhood.gov,30,8793
fatherhood.gov,31,7558
fatherhood.gov,32,8250
fatherhood.gov,33,10320
fatherhood.gov,34,10207
fatherhood.gov,35,10292
fatherhood.gov,36,9624
fatherhood.gov,37,9666
fatherhood.gov,38,12591
fatherhood.gov,39,15753
fatherhood.gov,40,11719
fatherhood.gov,41,17791
fatherhood.gov,42,16038
fatherhood.gov,43,12628
fatherhood.gov,44,12531
fatherhood.gov,45,17456
fatherhood.gov,46,13740
fatherhood.gov,47,11786
fatherhood.gov,48,15160
fatherhood.gov,49,15166
fatherhood.gov,50,13722
fatherhood.gov,51,16756
fatherhood.gov,52,16528
fda.gov,1,5439198
fda.gov,2,5269861
fda.gov,3,4246791
fda.gov,4,3741804
fda.gov,5,3413643
fda.gov,6,3106874
fda.gov,7,3872663
fda.gov,8,3011759
fda.gov,9,3007134
fda.gov,10,2764270
fda.gov,11,2672943
fda.gov,12,2969064
fda.gov,13,2990580
fda.gov,14,2703902
fda.gov,15,2532603
fda.gov,16,2749901
fda.gov,17,2853803
fda.gov,18,2810393
fda.gov,19,2956850
fda.gov,20,5706834
fda.gov,21,5376820
fda.gov,22,3471203
fda.gov,23,3192216
fda.gov,24,2880064
fda.gov,25,2945060
fda.gov,26,2717972
fda.gov,27,2657820
fda.gov,28,2899439
fda.gov,29,2940069
fda.gov,30,3364266
fda.gov,31,4730358
fda.gov,32,3136665
fda.gov,33,2976055
fda.gov,34,2745337
fda.gov,35,3253152
fda.gov,36,3053736
fda.gov,37,3127312
fda.gov,38,3026654
fda.gov,39,2814288
fda.gov,40,2933534
fda.gov,41,2975817
fda.gov,42,3082264
fda.gov,43,3510083
fda.gov,44,2913271
fda.gov,45,2852551
fda.gov,46,2877793
fda.gov,47,2386571
fda.gov,48,2678879
fda.gov,49,2628955
fda.gov,50,3240143
fda.gov,51,2488197
fda.gov,52,1965986
findtreatment.gov,1,19201
findtreatment.gov,2,18314
findtreatment.gov,3,19038
findtreatment.gov,4,18833
findtreatment.gov,5,19201
findtreatment.gov,6,19045
findtreatment.gov,7,19965
findtreatment.gov,8,19780
findtreatment.gov,9,22123
findtreatment.gov,10,21195
findtreatment.gov,11,22048
findtreatment.gov,12,20921
findtreatment.gov,13,20778
findtreatment.gov,14,20756
findtreatment.gov,15,19357
findtreatment.gov,16,20158
findtreatment.gov,17,24437
findtreatment.gov,18,21979
findtreatment.gov,19,23908
findtreatment.gov,20,22871
findtreatment.gov,21,21587
findtreatment.gov,22,54897
findtreatment.gov,23,49863
findtreatment.gov,24,19458
findtreatment.gov,25,23799
findtreatment.gov,26,27876
findtreatment.gov,27,27312
findtreatment.gov,28,27673
findtreatment.gov,29,20820
findtreatment.gov,30,22910
findtreatment.gov,31,24161
findtreatment.gov,32,27616
findtreatment.gov,33,20215
findtreatment.gov,34,48924
findtreatment.gov,35,75593
findtreatment.gov,36,24238
findtreatment.gov,37,21530
findtreatment.gov,38,45044
findtreatment.gov,39,49650
findtreatment.gov,40,41075
findtreatment.gov,41,31292
findtreatment.gov,42,124146
findtreatment.gov,43,65186
findtreatment.gov,44,39467
findtreatment.gov,45,128967
findtreatment.gov,46,53187
findtreatment.gov,47,41496
findtreatment.gov,48,54868
findtreatment.gov,49,51576
findtreatment.gov,50,77249
findtreatment.gov,51,31094
findtreatment.gov,52,25994
foodsafety.gov,1,76925
foodsafety.gov,2,80801
foodsafety.gov,3,67561
foodsafety.gov,4,69716
foodsafety.gov,5,76553
foodsafety.gov,6,69774
foodsafety.gov,7,70094
foodsafety.gov,8,68329
foodsafety.gov,9,54245
foodsafety.gov,10,48341
foodsafety.gov,11,47932
foodsafety.gov,12,44252
foodsafety.gov,13,44539
foodsafety.gov,14,44809
foodsafety.gov,15,45088
foodsafety.gov,16,46065
foodsafety.gov,17,43485
foodsafety.gov,18,39251
foodsafety.gov,19,38342
foodsafety.gov,20,57180
foodsafety.gov,21,61488
foodsafety.gov,22,43254
foodsafety.gov,23,72395
foodsafety.gov,24,62525
foodsafety.gov,25,39942
foodsafety.gov,26,35285
foodsafety.gov,27,38695
foodsafety.gov,28,38495
foodsafety.gov,29,41301
foodsafety.gov,30,37286
foodsafety.gov,31,40441
foodsafety.gov,32,35228
foodsafety.gov,33,43679
foodsafety.gov,34,48084
foodsafety.gov,35,56327
foodsafety.gov,36,51467
foodsafety.gov,37,52433
foodsafety.gov,38,50759
foodsafety.gov,39,70410
foodsafety.gov,40,47282
foodsafety.gov,41,43663
foodsafety.gov,42,43452
foodsafety.gov,43,43271
foodsafety.gov,44,47396
foodsafety.gov,45,48067
foodsafety.gov,46,46073
foodsafety.gov,47,63829
foodsafety.gov,48,54462
foodsafety.gov,49,45662
foodsafety.gov,50,42253
foodsafety.gov,51,51673
foodsafety.gov,52,36068
genome.gov,1,374520
genome.gov,2,457888
genome.gov,3,492641
genome.gov,4,553541
genome.gov,5,573460
genome.gov,6,610543
genome.gov,7,614504
genome.gov,8,588404
genome.gov,9,599417
genome.gov,10,611571
genome.gov,11,597688
genome.gov,12,636934
genome.gov,13,635113
genome.gov,14,566465
genome.gov,15,402749
genome.gov,16,522617
genome.gov,17,549672
genome.gov,18,507476
genome.gov,19,527957
genome.gov,20,511118
genome.gov,21,477580
genome.gov,22,439908
genome.gov,23,486005
genome.gov,24,352765
genome.gov,25,315476
genome.gov,26,301103
genome.gov,27,314001
genome.gov,28,265649
genome.gov,29,258845
genome.gov,30,253735
genome.gov,31,263162
genome.gov,32,269416
genome.gov,33,319233
genome.gov,34,368655
genome.gov,35,391302
genome.gov,36,438126
genome.gov,37,466626
genome.gov,38,499368
genome.gov,39,506776
genome.gov,40,543046
genome.gov,41,559241
genome.gov,42,589936
genome.gov,43,560602
genome.gov,44,534384
genome.gov,45,579038
genome.gov,46,580925
genome.gov,47,501443
genome.gov,48,544179
genome.gov,49,483967
genome.gov,50,384304
genome.gov,51,214043
genome.gov,52,154228
girlshealth.gov,1,3824
girlshealth.gov,2,4366
girlshealth.gov,3,3884
girlshealth.gov,4,4158
girlshealth.gov,5,4451
girlshealth.gov,6,4228
girlshealth.gov,7,4478
